minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
21,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.856911,57.839224,148.830924,148.830924,148.830924,148.830924,148.830924,148.830924,148.830924,148.830924,148.830924,148.830924,78.622371,148.830924,148.830924,148.830924,148.830924,148.830924,4.163767
22,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.848970,57.831284,148.822984,148.822984,148.822984,148.822984,148.822984,148.822984,148.822984,148.822984,148.822984,148.822984,78.614431,148.822984,148.822984,148.822984,148.822984,148.822984,4.164225
23,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.841031,57.823344,148.815045,148.815045,148.815045,148.815045,148.815045,148.815045,148.815045,148.815045,148.815045,148.815045,78.606491,148.815045,148.815045,148.815045,148.815045,148.815045,4.164683
24,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.833092,57.815406,148.807106,148.807106,148.807106,148.807106,148.807106,148.807106,148.807106,148.807106,148.807106,148.807106,78.598553,148.807106,148.807106,148.807106,148.807106,148.807106,4.165141
25,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.825155,57.807468,148.799169,148.799169,148.799169,148.799169,148.799169,148.799169,148.799169,148.799169,148.799169,148.799169,78.590616,148.799169,148.799169,148.799169,148.799169,148.799169,4.165599
26,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.817218,57.799532,148.791232,148.791232,148.791232,148.791232,148.791232,148.791232,148.791232,148.791232,148.791232,148.791232,78.582679,148.791232,148.791232,148.791232,148.791232,148.791232,4.166058
27,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.809283,57.791596,148.783297,148.783297,148.783297,148.783297,148.783297,148.783297,148.783297,148.783297,148.783297,148.783297,78.574743,148.783297,148.783297,148.783297,148.783297,148.783297,4.166516
28,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.801348,57.783662,148.775362,148.775362,148.775362,148.775362,148.775362,148.775362,148.775362,148.775362,148.775362,148.775362,78.566809,148.775362,148.775362,148.775362,148.775362,148.775362,4.166974
29,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.793414,57.775728,148.767428,148.767428,148.767428,148.767428,148.767428,148.767428,148.767428,148.767428,148.767428,148.767428,78.558875,148.767428,148.767428,148.767428,148.767428,148.767428,4.167432
30,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.785482,57.767795,148.759496,148.759496,148.759496,148.759496,148.759496,148.759496,148.759496,148.759496,148.759496,148.759496,78.550942,148.759496,148.759496,148.759496,148.759496,148.759496,4.167890
