default 20.174
time(min),temperature(C)
532, 20.233
533, 19.983
534, 20.050
535, 20.217
536, 20.183
537, 19.867
538, 19.800
539, 20.050
540, 20.233
541, 20.233
542, 20.217
543, 19.933
544, 19.983
545, 20.167
546, 20.233
547, 20.167
548, 20.083
549, 20.183
550, 20.283
551, 20.133
552, 19.833
553, 20.067
554, 20.267
555, 20.300
556, 20.067
557, 19.883
558, 20.150
559, 20.233
560, 20.217
561, 19.933
562, 20.100
563, 20.283
564, 20.400
565, 20.350
566, 20.233
567, 20.267
568, 20.383
569, 20.283
570, 20.117
571, 20.250
572, 20.400
573, 20.200
574, 20.133
575, 20.317
576, 20.317
577, 20.150
578, 20.200
579, 20.317
580, 20.267
581, 20.233
582, 20.383
583, 20.283
584, 20.167
585, 20.283
586, 20.350
587, 20.267
588, 20.217
589, 20.300
590, 20.317
591, 20.133
592, 20.150
593, 20.317
594, 20.333
595, 20.233
596, 20.283
597, 20.400
598, 20.283
599, 20.133
600, 20.333
601, 20.383
602, 20.317
603, 20.200
604, 20.283
605, 20.383
606, 20.350
607, 20.267
608, 20.433
609, 20.400
610, 20.350
611, 20.200
612, 20.333
613, 20.350
614, 20.233
615, 20.267
616, 20.333
617, 20.267
618, 20.217
619, 20.317
620, 20.283
621, 20.183
622, 20.250
623, 20.317
624, 20.250
625, 20.117
626, 20.333
627, 20.450
628, 20.267
629, 20.217
630, 20.317
631, 20.317
632, 20.283
633, 20.150
634, 20.267
635, 20.333
636, 20.317
637, 20.250
638, 20.417
639, 20.217
640, 20.150
641, 20.317
642, 20.350
643, 20.183
644, 20.150
645, 20.350
646, 20.350
647, 20.133
648, 20.383
649, 20.383
650, 20.200
651, 20.133
652, 20.350
653, 20.400
654, 20.283
655, 20.250
656, 20.383
657, 20.317
658, 20.167
659, 20.200
660, 20.333
661, 20.250
662, 20.283
663, 20.300
664, 20.267
665, 20.217
666, 20.400
667, 20.350
668, 20.233
669, 20.200
670, 20.433
671, 20.483
672, 20.350
673, 20.167
674, 20.317
675, 20.350
676, 20.350
677, 20.267
678, 20.383
679, 20.317
680, 20.167
681, 20.150
682, 20.367
683, 20.367
684, 20.217
685, 20.367
686, 20.300
687, 20.233
688, 20.117
689, 20.267
690, 20.467
691, 20.450
692, 20.117
693, 20.167
694, 20.350
695, 20.433
696, 20.283
697, 20.133
698, 20.300
699, 20.267
700, 20.117
701, 20.267
702, 20.350
703, 20.283
704, 20.167
705, 20.267
706, 20.300
707, 20.233
708, 20.283
709, 20.300
710, 20.167
711, 20.217
712, 20.383
713, 20.217
714, 20.167
715, 20.267
716, 20.367
717, 20.150
718, 20.217
719, 20.383
720, 20.333
721, 20.150
722, 20.300
723, 20.467
724, 20.317
725, 20.117
726, 20.333
727, 20.400
728, 20.200
729, 20.150
730, 20.333
731, 20.300
732, 20.250
733, 20.200
734, 20.317
735, 20.317
736, 20.300
737, 20.333
738, 20.217
739, 20.217
740, 20.317
741, 20.267
742, 20.167
743, 20.283
744, 20.317
745, 20.217
746, 20.267
747, 20.300
748, 20.317
749, 20.150
750, 20.383
751, 20.467
752, 20.267
753, 20.133
754, 20.183
755, 20.383
756, 20.417
757, 20.183
758, 20.117
759, 20.300
760, 20.300
761, 20.333
762, 20.217
763, 20.400
764, 20.333
765, 20.117
766, 20.050
767, 20.300
768, 20.367
769, 20.150
770, 20.183
771, 20.400
772, 20.383
773, 20.267
774, 20.167
775, 20.317
776, 20.317
777, 20.267
778, 20.300
779, 20.283
780, 20.267
781, 20.300
782, 20.283
783, 20.200
784, 20.283
785, 20.333
786, 20.267
787, 20.200
788, 20.400
789, 20.383
790, 20.133
791, 20.117
792, 20.367
793, 20.367
794, 20.250
795, 20.200
796, 20.350
797, 20.367
798, 20.200
799, 20.167
800, 20.300
801, 20.317
802, 20.250
803, 20.233
804, 20.300
805, 20.167
806, 20.200
807, 20.367
808, 20.367
809, 20.183
810, 20.117
811, 20.267
812, 20.217
813, 20.117
814, 20.317
815, 20.383
816, 20.367
817, 20.233
818, 20.400
819, 20.417
820, 20.200
821, 20.083
822, 20.333
823, 20.383
824, 20.217
825, 20.233
826, 20.367
827, 20.283
828, 20.133
829, 20.250
830, 20.400
831, 20.283
832, 20.133
833, 20.150
834, 20.350
835, 20.383
836, 20.167
837, 20.183
838, 20.267
839, 20.367
840, 20.267
841, 20.217
842, 20.367
843, 20.283
844, 20.150
845, 20.300
846, 20.383
847, 20.333
848, 20.200
849, 20.350
850, 20.383
851, 20.233
852, 20.183
853, 20.367
854, 20.433
855, 20.300
856, 20.167
857, 20.350
858, 20.333
859, 20.117
860, 20.167
861, 20.367
862, 20.333
863, 20.233
864, 20.383
865, 20.433
866, 20.150
867, 20.083
868, 20.200
869, 20.383
870, 20.250
871, 20.083
872, 20.150
873, 20.350
874, 20.400
875, 20.200
876, 20.267
877, 20.367
878, 20.300
879, 20.150
880, 20.267
881, 20.333
882, 20.250
883, 20.150
884, 20.283
885, 20.333
886, 20.117
887, 20.083
888, 20.300
889, 20.467
890, 20.350
891, 20.100
892, 20.167
893, 20.350
894, 20.267
895, 20.200
896, 20.283
897, 20.300
898, 20.150
899, 20.167
900, 20.350
901, 20.367
902, 20.317
903, 20.250
904, 20.333
905, 20.300
906, 20.183
907, 20.267
908, 20.450
909, 20.283
910, 20.233
911, 20.267
912, 20.400
913, 20.233
914, 20.167
915, 20.250
916, 20.300
917, 20.183
918, 20.233
919, 20.333
920, 20.283
921, 20.217
922, 20.350
923, 20.317
924, 20.133
925, 20.183
926, 20.350
927, 20.367
928, 20.283
929, 20.267
930, 20.400
931, 20.367
932, 20.167
933, 20.100
934, 20.317
935, 20.333
936, 20.133
937, 20.233
938, 20.400
939, 20.367
940, 20.183
941, 20.200
942, 20.333
943, 20.433
944, 20.250
945, 20.167
946, 20.267
947, 20.367
948, 20.233
949, 20.250
950, 20.200
951, 19.867
952, 19.950
953, 20.150
954, 20.133
955, 19.850
956, 19.983
957, 20.283
958, 20.067
959, 19.850
960, 19.983
961, 20.333
962, 20.067
963, 19.817
964, 20.017
965, 20.317
966, 20.183
967, 19.867
968, 19.767
969, 20.183
970, 20.283
971, 20.133
972, 19.800
973, 20.083
974, 20.333
975, 20.133
976, 19.883
977, 19.983
978, 20.367
979, 20.200
980, 19.883
981, 20.017
982, 20.200
983, 20.067
984, 19.850
985, 20.000
986, 20.267
987, 20.217
988, 19.900
989, 19.917
990, 20.317
991, 20.283
992, 19.983
993, 19.967
994, 20.217
995, 20.283
996, 19.983
997, 20.000
998, 20.200
999, 20.267
1000, 20.000
1001, 19.950
1002, 20.200
1003, 20.233
1004, 19.933
1005, 19.767
1006, 19.983
1007, 20.233
1008, 20.250
1009, 20.033
1010, 20.000
1011, 20.217
1012, 20.383
1013, 20.033
1014, 19.800
1015, 20.067
1016, 20.300
1017, 20.200
1018, 20.000
1019, 20.200
1020, 20.567
1021, 20.233
1022, 19.850
1023, 19.717
1024, 20.000
1025, 20.133
1026, 20.267
1027, 20.100
1028, 19.900
1029, 20.033
1030, 20.217
1031, 20.283
1032, 19.983
1033, 19.833
1034, 20.183
1035, 20.283
1036, 20.067
1037, 19.900
1038, 20.167
1039, 20.350
1040, 20.150
1041, 19.967
1042, 20.200
1043, 20.367
1044, 20.183
1045, 19.900
1046, 20.083
1047, 20.333
1048, 20.217
1049, 19.900
1050, 19.967
1051, 20.300
1052, 20.283
1053, 19.983
1054, 19.817
1055, 20.117
1056, 20.300
1057, 20.167
1058, 19.917
1059, 20.033
1060, 20.300
1061, 20.233
1062, 19.950
1063, 19.967
1064, 20.233
1065, 20.333
1066, 20.067
1067, 19.783
1068, 19.917
1069, 20.217
1070, 20.267
1071, 20.100
1072, 19.900
1073, 20.117
1074, 20.383
1075, 20.233
1076, 19.967
1077, 19.867
1078, 20.133
1079, 20.217
1080, 20.117
1081, 20.000
1082, 20.333
1083, 20.650
1084, 20.533
1085, 20.317
1086, 20.100
1087, 20.050
1088, 20.333
1089, 20.467
1090, 20.317
1091, 20.100
1092, 20.033
1093, 20.267
1094, 20.467
1095, 20.333
1096, 20.133
1097, 20.067
1098, 20.250
1099, 20.317
1100, 20.183
1101, 20.150
1102, 20.267
1103, 20.333
1104, 20.267
1105, 20.233
1106, 20.317
1107, 20.267
1108, 20.167
1109, 20.233
1110, 20.350
1111, 20.283
1112, 20.183
1113, 20.300
1114, 20.433
1115, 20.317
1116, 20.050
1117, 20.100
1118, 20.350
1119, 20.383
1120, 20.267
1121, 20.267
1122, 20.383
1123, 20.300
1124, 20.150
1125, 20.267
1126, 20.317
1127, 20.233
1128, 20.333
1129, 20.367
1130, 20.283
1131, 20.367
1132, 20.400
1133, 20.317
1134, 20.267
1135, 20.367
1136, 20.400
1137, 20.267
1138, 20.367
1139, 20.400
1140, 20.317
1141, 20.167
1142, 20.283
1143, 20.333
1144, 20.267
1145, 20.283
1146, 20.350
1147, 20.400
1148, 20.267
1149, 20.233
1150, 20.383
1151, 20.417
1152, 20.317
1153, 20.333
1154, 20.400
1155, 20.283
1156, 20.317
1157, 20.350
1158, 20.367
1159, 20.317
1160, 20.400
1161, 20.400
1162, 20.367
1163, 20.400
1164, 20.400
1165, 20.267
1166, 20.283
1167, 20.383
1168, 20.283
1169, 20.300
1170, 20.333
1171, 20.300
1172, 20.233
1173, 20.317
1174, 20.450
1175, 20.350
1176, 20.267
1177, 20.400
1178, 20.383
1179, 20.333
1180, 20.233
1181, 20.383
1182, 20.400
1183, 20.283
1184, 20.217
1185, 20.350
1186, 20.317
1187, 20.233
1188, 20.300
1189, 20.383
1190, 20.300
1191, 20.250
1192, 20.350
1193, 20.367
1194, 20.200
1195, 20.350
1196, 20.400
1197, 20.383
1198, 20.217
1199, 20.333
1200, 20.400
1201, 20.367
1202, 20.200
1203, 20.267
1204, 20.367
1205, 20.300
1206, 20.300
1207, 20.400
1208, 20.333
1209, 20.283
1210, 20.383
1211, 20.367
1212, 20.300
1213, 20.283
1214, 20.417
1215, 20.400
1216, 20.283
1217, 20.250
1218, 20.400
1219, 20.283
1220, 20.183
1221, 20.300
1222, 20.433
1223, 20.300
1224, 20.200
1225, 20.350
1226, 20.417
1227, 20.300
1228, 20.317
1229, 20.383
1230, 20.267
1231, 20.200
1232, 20.350
1233, 20.417
1234, 20.250
1235, 20.217
1236, 20.300
1237, 20.517
1238, 20.367
1239, 20.283
1240, 20.333
1241, 20.400
1242, 20.367
1243, 20.267
1244, 20.317
1245, 20.467
1246, 20.350
1247, 20.233
1248, 20.333
1249, 20.350
1250, 20.267
1251, 20.317
1252, 20.417
1253, 20.367
1254, 20.250
1255, 20.317
1256, 20.383
1257, 20.317
1258, 20.217
1259, 20.367
1260, 20.350
1261, 20.350
1262, 20.267
1263, 20.383
1264, 20.350
1265, 20.267
1266, 20.283
1267, 20.400
1268, 20.350
1269, 20.317
1270, 20.317
1271, 20.383
1272, 20.217
1273, 20.283
1274, 20.350
1275, 20.300
1276, 20.300
1277, 20.400
1278, 20.367
1279, 20.167
1280, 20.200
1281, 20.383
1282, 20.283
1283, 20.267
1284, 20.367
1285, 20.267
1286, 20.217
1287, 20.283
1288, 20.317
1289, 20.217
1290, 20.250
1291, 20.317
1292, 20.200
1293, 20.233
1294, 20.333
1295, 20.350
1296, 20.200
1297, 20.217
1298, 20.417
1299, 20.283
1300, 20.283
1301, 20.350
1302, 20.200
1303, 20.217
1304, 20.367
1305, 20.367
1306, 20.267
1307, 20.217
1308, 20.350
1309, 20.167
1310, 19.933
1311, 20.017
1312, 20.167
1313, 20.300
1314, 20.100
1315, 20.000
1316, 20.133
1317, 20.267
1318, 20.183
1319, 20.000
1320, 20.067
1321, 20.250
1322, 20.283
1323, 20.083
1324, 19.933
1325, 20.133
1326, 20.267
1327, 20.283
1328, 19.983
1329, 19.967
1330, 20.167
1331, 20.300
1332, 20.250
1333, 20.000
1334, 20.050
1335, 20.250
1336, 20.283
1337, 20.117
1338, 19.917
1339, 20.100
1340, 20.317
1341, 20.317
1342, 20.083
1343, 19.900
1344, 20.117
1345, 20.283
1346, 20.217
1347, 19.950
1348, 19.917
1349, 20.133
1350, 20.267
1351, 20.133
1352, 19.867
1353, 20.033
1354, 20.167
1355, 20.233
1356, 20.000
1357, 19.867
1358, 20.150
1359, 20.200
1360, 20.217
1361, 20.000
1362, 19.850
1363, 20.050
1364, 20.250
1365, 20.117
1366, 20.750
1367, 20.183
1368, 20.283
1369, 20.200
1370, 19.900
1371, 19.717
1372, 19.950
1373, 20.050
1374, 20.133
1375, 19.950
1376, 19.717
1377, 19.933
1378, 20.017
1379, 20.033
1380, 19.833
1381, 19.950
1382, 20.100
1383, 20.117
1384, 19.967
1385, 19.800
1386, 19.967
1387, 20.067
1388, 20.050
1389, 19.833
1390, 19.850
1391, 20.017
1392, 20.083
1393, 20.000
1394, 19.833
1395, 19.983
1396, 20.067
1397, 20.083
1398, 19.900
1399, 19.717
1400, 19.933
1401, 20.083
1402, 20.167
1403, 19.983
1404, 19.817
1405, 20.067
1406, 20.100
1407, 19.900
1408, 19.750
1409, 19.967
1410, 20.167
1411, 20.067
1412, 19.833
1413, 19.850
1414, 19.983
1415, 20.067
1416, 19.917
1417, 19.817
1418, 19.967
1419, 20.100
1420, 20.117
1421, 19.983
1422, 19.900
1423, 20.050
1424, 20.117
1425, 20.000
1426, 19.817
1427, 19.967
1428, 20.150
1429, 20.050
1430, 19.883
1431, 19.967
1432, 20.133
1433, 20.100
1434, 19.833
1435, 19.900
1436, 20.100
1437, 20.200
1438, 20.000
1439, 19.733
