minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
1,0,0,0,50.000000,0.000000,0.000000,2.350000,52.000000,119.263492,119.263492,131.365992,131.365992,134.391617,134.391617,134.391617,134.391617,134.391617,134.391617,134.391617,134.391617,119.263492,131.365992,134.391617,134.391617,134.391617,134.391617,1.336717
2,0,0,0,50.000000,0.000000,0.000000,3.000000,52.000000,104.940405,104.940405,123.351424,123.351424,133.532675,133.532675,134.383632,134.383632,134.383632,134.383632,134.383632,134.383632,104.940405,123.351424,133.532675,134.383632,134.383632,134.383632,1.651125
3,0,0,0,50.000000,0.000000,0.000000,3.000000,52.000000,94.730398,94.730398,113.478671,113.478671,130.661612,130.661612,134.136714,134.136714,134.376046,134.376046,134.376046,134.376046,94.730398,113.478671,130.661612,134.136714,134.376046,134.376046,1.985336
4,0,0,0,50.000000,0.000000,0.000000,2.350000,52.000000,89.314389,89.314389,105.335613,105.335613,126.868722,126.868722,133.363832,133.363832,134.316045,134.316045,134.368772,134.368772,89.314389,105.335613,126.868722,133.363832,134.316045,134.368772,2.238579
5,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.307117,89.307117,105.328340,105.328340,126.861449,126.861449,133.356560,133.356560,134.308772,134.308772,134.361500,134.361500,89.307117,105.328340,126.861449,133.356560,134.308772,134.361500,2.238863
6,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.299845,89.299845,105.321068,105.321068,126.854177,126.854177,133.349287,133.349287,134.301500,134.301500,134.354228,134.354228,89.299845,105.321068,126.854177,133.349287,134.301500,134.354228,2.239146
7,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.292573,89.292573,105.313796,105.313796,126.846906,126.846906,133.342016,133.342016,134.294228,134.294228,134.346956,134.346956,89.292573,105.313796,126.846906,133.342016,134.294228,134.346956,2.239430
8,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.285303,89.285303,105.306526,105.306526,126.839635,126.839635,133.334746,133.334746,134.286958,134.286958,134.339686,134.339686,89.285303,105.306526,126.839635,133.334746,134.286958,134.339686,2.239714
9,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.278033,89.278033,105.299256,105.299256,126.832365,126.832365,133.327476,133.327476,134.279688,134.279688,134.332416,134.332416,89.278033,105.299256,126.832365,133.327476,134.279688,134.332416,2.239997
10,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.270764,89.270764,105.291987,105.291987,126.825096,126.825096,133.320207,133.320207,134.272419,134.272419,134.325147,134.325147,89.270764,105.291987,126.825096,133.320207,134.272419,134.325147,2.240281
11,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.263495,89.263495,105.284719,105.284719,126.817828,126.817828,133.312938,133.312938,134.265151,134.265151,134.317878,134.317878,89.263495,105.284719,126.817828,133.312938,134.265151,134.317878,2.240564
12,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.256228,89.256228,105.277451,105.277451,126.810560,126.810560,133.305671,133.305671,134.257883,134.257883,134.310611,134.310611,89.256228,105.277451,126.810560,133.305671,134.257883,134.310611,2.240848
13,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.248961,89.248961,105.270184,105.270184,126.803293,126.803293,133.298404,133.298404,134.250616,134.250616,134.303344,134.303344,89.248961,105.270184,126.803293,133.298404,134.250616,134.303344,2.241132
14,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.241695,89.241695,105.262918,105.262918,126.796027,126.796027,133.291138,133.291138,134.243350,134.243350,134.296078,134.296078,89.241695,105.262918,126.796027,133.291138,134.243350,134.296078,2.241415
15,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.234430,89.234430,105.255653,105.255653,126.788762,126.788762,133.283872,133.283872,134.236085,134.236085,134.288813,134.288813,89.234430,105.255653,126.788762,133.283872,134.236085,134.288813,2.241699
16,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.227165,89.227165,105.248388,105.248388,126.781497,126.781497,133.276608,133.276608,134.228820,134.228820,134.281548,134.281548,89.227165,105.248388,126.781497,133.276608,134.228820,134.281548,2.241982
17,0,0,0,50.000000,0.000000,0.000000,0.000000,52.000000,89.219901,89.219901,105.241124,105.241124,126.774234,126.774234,133.269344,133.269344,134.221556,134.221556,134.274284,134.274284,89.219901,105.241124,126.774234,133.269344,134.221556,134.274284,2.242266
