minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
1,0,0,0,67.500000,0.000000,0.000000,2.350000,58.000000,115.253667,115.253667,131.442556,131.442556,135.489778,135.489778,135.489778,135.489778,135.489778,135.489778,135.489778,135.489778,115.253667,131.442556,135.489778,135.489778,135.489778,135.489778,2.986096
2,1,0,0,67.500000,0.008105,0.000000,3.000000,58.000000,98.968944,98.968944,119.663941,119.663941,133.956698,133.956698,135.480383,135.480383,135.480383,135.480383,135.480383,135.480383,98.968944,119.663941,133.956698,135.480383,135.480383,135.480383,3.229971
3,1,0,0,67.500000,0.007784,0.000000,3.000000,58.000000,88.497360,88.497360,106.809162,106.809162,128.327910,128.327910,134.862303,134.862303,135.471777,135.471777,135.471777,135.471777,88.497360,106.809162,128.327910,134.862303,135.471777,135.471777,3.423692
4,1,0,0,67.500000,0.007596,0.000000,2.350000,58.000000,83.570180,83.570180,97.795314,97.795314,121.675230,121.675230,132.806864,132.806864,135.272812,135.272812,135.463781,135.463781,83.570180,97.795314,121.675230,132.806864,135.272812,135.463781,3.539450
5,1,0,0,67.500000,0.007614,0.000000,0.000000,58.000000,84.492233,84.492233,98.224556,98.224556,121.765004,121.765004,132.798830,132.798830,135.264778,135.264778,135.455746,135.455746,84.492233,98.224556,121.765004,132.798830,135.264778,135.455746,3.528230
6,1,0,0,67.500000,0.007632,0.000000,0.000000,58.000000,85.398150,85.398150,98.668698,98.668698,121.854698,121.854698,132.790758,132.790758,135.256706,135.256706,135.447674,135.447674,85.398150,98.668698,121.854698,132.790758,135.256706,135.447674,3.517020
7,1,0,0,67.500000,0.007650,0.000000,0.000000,58.000000,86.289807,86.289807,99.125841,99.125841,121.944321,121.944321,132.782649,132.782649,135.248596,135.248596,135.439565,135.439565,86.289807,99.125841,121.944321,132.782649,135.248596,135.439565,3.505820
8,1,0,0,67.500000,0.007668,0.000000,0.000000,58.000000,87.168820,87.168820,99.594340,99.594340,122.033887,122.033887,132.774503,132.774503,135.240449,135.240449,135.431417,135.431417,87.168820,99.594340,122.033887,132.774503,135.240449,135.431417,3.494631
9,1,0,0,67.500000,0.007686,0.000000,0.000000,58.000000,88.036575,88.036575,100.072781,100.072781,122.123410,122.123410,132.766319,132.766319,135.232264,135.232264,135.423232,135.423232,88.036575,100.072781,122.123410,132.766319,135.232264,135.423232,3.483452
10,1,0,0,67.500000,0.007705,0.000000,0.000000,58.000000,88.894256,88.894256,100.559944,100.559944,122.212910,122.212910,132.758099,132.758099,135.224041,135.224041,135.415010,135.415010,88.894256,100.559944,122.212910,132.758099,135.224041,135.415010,3.472284
11,1,0,0,67.500000,0.007723,0.000000,0.000000,58.000000,89.742870,89.742870,101.054783,101.054783,122.302414,122.302414,132.749841,132.749841,135.215781,135.215781,135.406750,135.406750,89.742870,101.054783,122.302414,132.749841,135.215781,135.406750,3.461128
12,1,0,0,67.500000,0.007741,0.000000,0.000000,58.000000,90.583277,90.583277,101.556390,101.556390,122.391954,122.391954,132.741546,132.741546,135.207484,135.207484,135.398452,135.398452,90.583277,101.556390,122.391954,132.741546,135.207484,135.398452,3.449983
13,1,0,0,67.500000,0.007759,0.000000,0.000000,58.000000,91.416208,91.416208,102.063980,102.063980,122.481570,122.481570,132.733215,132.733215,135.199149,135.199149,135.390117,135.390117,91.416208,102.063980,122.481570,132.733215,135.199149,135.390117,3.438850
14,1,0,0,67.500000,0.007777,0.000000,0.000000,58.000000,92.242282,92.242282,102.576867,102.576867,122.571314,122.571314,132.724848,132.724848,135.190776,135.190776,135.381744,135.381744,92.242282,102.576867,122.571314,132.724848,135.190776,135.381744,3.427729
15,1,0,0,67.500000,0.007795,0.000000,0.000000,58.000000,93.062025,93.062025,103.094445,103.094445,122.661250,122.661250,132.716446,132.716446,135.182366,135.182366,135.373334,135.373334,93.062025,103.094445,122.661250,132.716446,135.182366,135.373334,3.416621
16,1,0,0,67.500000,0.007813,0.000000,0.000000,58.000000,93.875879,93.875879,103.616180,103.616180,122.751459,122.751459,132.708008,132.708008,135.173919,135.173919,135.364887,135.364887,93.875879,103.616180,122.751459,132.708008,135.173919,135.364887,3.405527
17,1,0,0,67.500000,0.007831,0.000000,0.000000,58.000000,94.684209,94.684209,104.141587,104.141587,122.842041,122.842041,132.699537,132.699537,135.165435,135.165435,135.356403,135.356403,94.684209,104.141587,122.842041,132.699537,135.165435,135.356403,3.394447
18,1,0,0,67.500000,0.007850,0.000000,0.000000,58.000000,95.487317,95.487317,104.670231,104.670231,122.933119,122.933119,132.691032,132.691032,135.156913,135.156913,135.347881,135.347881,95.487317,104.670231,122.933119,132.691032,135.156913,135.347881,3.383383
19,1,0,0,67.500000,0.007868,0.000000,0.000000,58.000000,96.285437,96.285437,105.201706,105.201706,123.024847,123.024847,132.682496,132.682496,135.148355,135.148355,135.339322,135.339322,96.285437,105.201706,123.024847,132.682496,135.148355,135.339322,3.372335
20,1,0,0,67.500000,0.007886,0.000000,0.000000,58.000000,97.078748,97.078748,105.735633,105.735633,123.117411,123.117411,132.673930,132.673930,135.139759,135.139759,135.330726,135.330726,97.078748,105.735633,123.117411,132.673930,135.139759,135.330726,3.361305
21,1,0,0,67.500000,0.007904,0.000000,0.000000,58.000000,97.867369,97.867369,106.271649,106.271649,123.211037,123.211037,132.665336,132.665336,135.131127,135.131127,135.322093,135.322093,97.867369,106.271649,123.211037,132.665336,135.131127,135.322093,3.350294
22,1,0,0,67.500000,0.007922,0.000000,0.000000,58.000000,98.651366,98.651366,106.809402,106.809402,123.305997,123.305997,132.656718,132.656718,135.122458,135.122458,135.313423,135.313423,98.651366,106.809402,123.305997,132.656718,135.122458,135.313423,3.339306
23,1,0,0,67.500000,0.007940,0.000000,0.000000,58.000000,99.430748,99.430748,107.348543,107.348543,123.402615,123.402615,132.648079,132.648079,135.113752,135.113752,135.304716,135.304716,99.430748,107.348543,123.402615,132.648079,135.113752,135.304716,3.328341
