Time [s],T_amb_DB [°C],T_amb_WB [°C],RH [%],Power [W],Tank Temp #1 [°C],Tank Temp #2 [°C],Tank Temp #3 [°C],Tank Temp #4 [°C],Tank Temp #5 [°C],Tank Temp #6 [°C],T_water_in [°C],T_water_out [°C],Flow Rate [GPM]
36090,10.1,6.0,58.2,1.5,50.7,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36100,10.1,6.0,58.0,1.7,50.7,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36110,10.2,6.0,57.9,1.5,50.7,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36120,10.1,5.9,58.0,1.7,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36130,10.1,5.9,57.9,1.5,50.7,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36140,10.1,5.9,57.9,1.8,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36150,10.0,5.8,57.9,1.6,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36160,10.1,5.9,57.9,1.8,50.7,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36170,10.1,5.9,57.9,1.5,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36180,10.0,5.8,57.6,1.7,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36190,10.0,5.8,57.7,1.6,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36200,10.0,5.8,57.6,1.7,50.4,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36210,10.1,5.9,57.6,1.6,50.5,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36220,10.1,5.9,57.9,1.7,50.5,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36230,10.1,5.9,57.9,1.6,50.5,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36240,10.1,5.9,57.9,1.7,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36250,10.2,6.0,57.8,1.5,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36260,10.1,5.9,57.8,1.7,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36270,10.0,5.8,57.8,1.6,50.4,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36280,10.0,5.8,57.7,1.7,50.4,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36290,10.0,5.8,57.5,1.5,50.5,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36300,10.0,5.8,57.6,1.7,50.7,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36310,10.1,5.9,57.8,1.5,50.5,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36320,10.1,5.9,57.6,1.7,50.5,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36330,10.1,5.9,57.8,1.6,50.3,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36340,10.0,5.9,57.8,1.7,50.4,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36350,10.1,5.9,57.8,1.6,50.2,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36360,10.1,5.8,57.5,1.7,50.3,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36370,10.0,5.8,57.8,1.6,50.4,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36380,9.9,5.7,57.7,1.7,50.4,50.7,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36390,9.9,5.8,58.0,1.5,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36400,10.0,5.8,57.9,1.7,50.4,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36410,10.0,5.8,57.8,1.6,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36420,10.0,5.9,58.0,1.8,50.4,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36430,10.1,5.9,58.0,1.6,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36440,10.1,5.9,58.0,1.7,50.3,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36450,10.2,6.0,58.1,1.6,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36460,10.2,6.0,58.1,1.7,50.5,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36470,10.1,5.9,58.2,1.6,50.6,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36480,10.0,5.8,57.9,1.7,50.6,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36490,10.0,5.8,57.9,1.6,50.4,50.8,50.9,50.8,50.4,46.8,11.0,14.9,0.0
36500,9.9,5.8,58.0,1.7,50.4,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36510,9.9,5.8,58.0,1.5,50.4,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36520,10.0,5.8,58.1,1.7,50.4,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36530,10.0,5.9,58.4,1.6,50.5,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36540,9.9,5.8,58.3,1.7,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36550,9.9,5.8,58.2,1.6,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36560,10.0,5.8,58.2,1.7,50.6,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36570,10.0,5.8,58.0,1.5,50.6,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36580,10.0,5.8,58.2,1.7,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36590,10.0,5.9,58.4,1.6,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36600,9.9,5.8,58.5,1.7,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36610,9.9,5.8,58.1,1.6,50.3,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36620,10.0,5.8,58.1,1.7,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36630,9.9,5.8,58.3,1.5,50.3,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36640,9.9,5.8,58.1,1.7,50.6,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36650,9.9,5.8,58.1,1.6,50.5,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36660,10.0,5.9,58.4,1.7,50.6,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36670,10.0,5.9,58.2,1.5,50.6,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36680,10.0,5.9,58.3,1.7,50.6,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36690,10.0,5.9,58.5,1.6,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36700,10.0,5.9,58.4,1.7,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36710,10.1,6.0,58.3,1.5,50.4,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36720,10.2,6.0,58.0,1.7,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36730,10.2,6.0,58.1,1.5,50.4,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36740,10.2,6.0,57.9,1.8,50.4,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36750,10.1,5.9,57.9,1.6,50.4,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36760,10.1,5.9,58.0,1.8,50.5,50.7,50.8,50.7,50.4,46.8,11.0,14.9,0.0
36770,10.0,5.9,57.9,1.6,50.5,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36780,10.0,5.8,57.8,1.8,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36790,10.1,5.9,57.8,1.6,50.5,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36800,10.1,5.9,58.0,1.8,50.4,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36810,10.1,5.9,57.6,1.5,50.5,50.8,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36820,10.1,5.9,57.7,1.8,50.5,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36830,10.0,5.9,57.9,1.5,50.4,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36840,10.0,5.8,57.7,1.7,50.4,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36850,10.1,5.9,57.7,1.5,50.5,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36860,10.0,5.8,57.6,1.7,50.5,50.7,50.8,50.7,50.4,46.8,11.0,14.9,0.0
36870,10.0,5.9,58.0,1.6,50.5,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36880,10.0,5.9,58.0,1.7,50.5,50.7,50.8,50.7,50.4,46.8,11.0,14.9,0.0
36890,10.0,5.9,57.9,1.6,50.5,50.7,50.8,50.7,50.4,46.8,11.0,14.9,0.0
36900,10.0,5.8,57.8,1.6,50.1,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36910,10.0,5.8,57.8,1.6,50.0,50.7,50.8,50.7,50.4,46.8,11.0,14.9,0.0
36920,10.1,5.9,57.7,1.6,50.0,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36930,10.1,5.9,57.7,1.7,50.2,50.7,50.8,50.7,50.4,46.8,11.0,14.9,0.0
36940,10.1,5.9,57.8,1.6,50.4,50.7,50.8,50.7,50.4,46.7,11.0,14.9,0.0
36950,10.1,5.9,57.8,1.7,50.5,50.7,50.8,50.7,50.4,46.8,11.0,14.9,0.0
36960,10.1,5.9,57.8,1.6,50.5,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
36970,10.1,5.9,58.1,1.7,50.5,50.7,50.8,50.7,50.4,46.7,11.0,14.9,0.0
36980,10.0,5.8,58.1,1.5,50.5,50.7,50.8,50.7,50.4,46.8,11.0,14.9,0.0
36990,9.9,5.8,58.1,1.7,50.6,50.7,50.8,50.8,50.4,46.8,11.0,14.9,0.0
37000,10.0,5.8,57.8,1.5,50.5,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37010,10.0,5.8,57.8,1.7,50.5,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37020,10.1,5.9,57.8,1.5,50.3,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37030,10.1,5.9,58.0,1.7,50.5,50.7,50.8,50.8,50.3,46.8,11.0,15.0,0.0
37040,10.1,5.9,58.1,1.5,50.3,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37050,10.1,5.9,57.9,1.7,50.4,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37060,10.0,5.8,58.0,1.5,50.3,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37070,9.9,5.8,58.2,1.7,50.2,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37080,9.9,5.8,57.9,1.5,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37090,9.9,5.8,58.1,1.7,50.1,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37100,9.9,5.8,58.0,1.5,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37110,10.0,5.9,58.2,1.7,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37120,10.0,5.8,58.0,1.5,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37130,10.0,5.8,58.2,1.7,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37140,9.9,5.8,58.3,1.5,50.4,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37150,9.9,5.8,58.0,1.8,50.3,50.7,50.8,50.7,50.4,46.8,11.0,15.0,0.0
37160,9.9,5.8,58.0,1.6,50.4,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37170,9.9,5.8,58.2,1.8,50.4,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37180,10.0,5.9,58.3,1.6,50.5,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37190,10.0,5.8,58.1,1.8,50.5,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37200,9.9,5.7,58.0,1.6,50.3,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37210,9.8,5.7,58.3,1.8,50.2,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37220,9.9,5.7,58.1,1.6,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37230,9.9,5.8,58.2,1.8,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37240,9.9,5.8,58.1,1.6,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37250,10.0,5.8,58.1,1.8,50.3,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37260,10.0,5.9,58.3,1.6,50.2,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37270,10.1,5.9,58.0,1.8,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37280,10.1,5.9,58.1,1.6,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37290,10.2,6.0,58.1,1.8,50.3,50.7,50.8,50.7,50.3,46.7,10.9,14.9,0.0
37300,10.2,6.0,57.8,1.6,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37310,10.2,6.0,58.1,1.8,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37320,10.2,6.0,57.8,1.6,50.5,50.7,50.8,50.7,50.3,46.8,11.0,14.9,0.0
37330,10.2,6.0,57.8,1.7,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37340,10.2,6.0,57.6,1.6,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37350,10.2,6.0,57.9,1.7,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37360,10.2,6.0,57.8,1.5,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37370,10.1,5.9,57.9,1.7,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37380,10.2,5.9,57.7,1.6,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37390,10.2,6.0,57.7,1.7,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37400,10.2,6.0,57.6,1.7,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37410,10.1,6.0,57.9,1.7,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37420,10.1,5.9,57.6,1.6,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37430,10.1,5.9,57.8,1.7,50.2,50.7,50.8,50.8,50.3,46.7,11.0,14.9,0.0
37440,10.1,5.9,57.5,1.5,50.2,50.7,50.8,50.8,50.3,46.7,11.0,14.9,0.0
37450,10.2,6.0,57.9,1.7,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37460,10.2,5.9,57.4,1.6,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37470,10.1,5.9,57.7,1.7,50.1,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37480,10.0,5.8,57.8,1.5,50.1,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37490,10.1,5.9,57.6,1.7,49.9,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37500,10.1,5.9,57.6,1.6,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37510,10.1,5.9,57.8,1.7,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37520,10.1,5.9,57.6,1.5,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37530,10.1,5.9,57.6,1.7,50.2,50.7,50.7,50.7,50.3,46.7,11.0,14.9,0.0
37540,10.1,5.9,57.5,1.6,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37550,10.1,5.9,57.9,1.7,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37560,10.1,5.9,57.8,1.5,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37570,10.1,5.9,57.8,1.8,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37580,10.1,5.9,57.9,1.6,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37590,10.1,5.9,57.8,1.8,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37600,10.2,5.9,57.6,1.6,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37610,10.1,5.9,57.7,1.8,50.2,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37620,10.1,5.9,57.6,1.6,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37630,10.1,5.9,57.9,1.8,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37640,10.0,5.8,58.0,1.6,50.1,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37650,10.0,5.8,58.0,1.8,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37660,10.0,5.8,58.0,1.5,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37670,10.0,5.9,58.0,1.7,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37680,10.0,5.8,58.0,1.6,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37690,10.0,5.8,58.1,1.7,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37700,10.0,5.8,58.1,1.6,50.3,50.7,50.7,50.7,50.3,46.7,11.0,14.9,0.0
37710,9.9,5.8,57.9,1.7,50.3,50.7,50.7,50.7,50.3,46.7,11.0,14.9,0.0
37720,10.0,5.9,58.1,1.6,50.3,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37730,10.0,5.8,57.9,1.8,50.5,50.7,50.8,50.7,50.3,46.7,11.0,15.0,0.0
37740,10.1,5.9,58.1,1.6,50.5,50.7,50.8,50.7,50.3,46.7,11.0,14.9,0.0
37750,10.0,5.8,58.0,1.7,50.5,50.7,50.8,50.7,50.3,46.7,11.0,15.0,0.0
37760,10.1,5.9,58.2,1.6,50.4,50.7,50.8,50.7,50.3,46.7,11.0,14.9,1.1
37770,10.0,5.9,58.3,1.7,50.4,50.7,50.8,50.7,50.3,46.7,13.0,14.9,3.0
37780,9.9,5.8,58.2,1.6,50.3,50.7,50.7,50.7,50.3,46.7,11.7,14.9,3.0
37790,9.9,5.7,58.0,1.7,50.2,50.7,50.7,50.7,50.3,46.7,10.2,14.9,3.0
37800,9.9,5.7,58.1,1.6,50.5,50.7,50.8,50.7,50.3,46.7,9.2,14.9,3.0
37810,9.9,5.8,58.1,1.7,50.4,50.7,50.7,50.7,50.3,46.7,8.9,18.4,3.0
37820,9.9,5.8,58.1,1.6,48.9,50.7,50.7,50.7,50.3,47.9,8.9,50.4,3.1
37830,9.9,5.8,58.1,1.7,49.2,50.7,50.8,50.7,50.0,45.0,10.0,50.6,3.0
37840,9.9,5.7,58.0,1.6,48.5,50.7,50.7,50.6,49.9,43.7,10.0,50.7,3.0
37850,9.9,5.7,58.1,1.7,49.3,50.7,50.7,50.4,49.7,41.4,9.9,50.7,3.0
37860,9.9,5.8,58.2,1.6,48.9,50.6,50.7,50.4,49.5,40.0,9.8,50.7,3.0
37870,9.9,5.8,58.3,1.6,49.3,50.6,50.7,50.2,49.7,38.8,9.8,50.7,3.0
37880,9.8,5.7,58.1,1.7,49.1,50.6,50.7,50.2,49.7,37.9,9.8,50.7,3.0
37890,9.9,5.7,58.1,1.6,49.4,50.6,50.6,50.4,48.9,36.1,9.8,50.7,3.0
37900,9.9,5.8,58.4,1.7,49.0,50.6,50.6,50.3,48.9,36.2,9.8,50.7,3.0
37910,10.0,5.8,58.2,1.6,49.3,50.6,50.5,50.1,48.3,35.0,9.8,50.7,3.0
37920,10.0,5.8,58.0,1.7,48.9,50.6,50.5,50.2,46.0,34.0,9.8,50.7,3.0
37930,10.0,5.9,58.3,1.6,49.0,50.6,50.5,50.1,44.2,32.5,9.8,50.7,3.0
37940,10.1,5.9,58.3,1.7,48.9,50.5,50.4,50.1,44.0,31.4,9.8,50.7,3.0
37950,10.1,5.9,58.2,1.5,49.1,50.5,50.4,50.0,41.4,30.9,9.8,50.7,3.0
37960,10.1,5.9,58.1,1.7,48.8,50.5,50.3,50.1,40.1,29.9,9.8,50.7,3.0
37970,10.1,5.9,58.2,1.6,48.8,50.4,50.2,50.0,37.4,29.8,9.8,50.7,3.0
37980,10.1,6.0,58.4,1.7,48.9,50.3,50.2,49.8,36.3,29.1,9.7,50.6,3.0
37990,10.0,5.9,58.4,1.6,48.4,50.3,50.2,49.7,33.0,28.2,9.7,50.6,3.0
38000,10.0,5.9,58.3,1.7,48.3,50.2,50.1,49.8,32.3,27.8,9.7,50.6,3.0
38010,10.1,5.9,58.2,1.5,48.3,50.2,50.1,49.9,30.8,27.3,9.7,50.6,3.0
38020,10.1,5.9,58.4,1.7,48.3,50.2,50.1,49.8,29.4,26.5,9.7,50.6,3.0
38030,10.1,6.0,58.4,1.6,48.4,50.2,50.1,49.6,29.2,25.8,9.8,50.5,3.0
38040,10.1,5.9,58.2,1.7,48.0,50.1,50.0,49.8,29.2,26.3,9.7,50.5,3.0
38050,10.1,6.0,58.2,1.5,48.3,50.1,49.9,49.7,28.5,25.5,9.8,50.4,3.0
38060,10.1,5.9,58.1,1.7,48.0,50.1,49.9,49.5,27.6,25.2,9.8,50.4,3.0
38070,10.1,6.0,58.4,1.5,48.3,50.0,49.8,49.6,26.1,24.2,9.7,50.3,3.0
38080,10.1,6.0,58.0,9.0,47.9,50.0,49.8,49.4,26.3,23.8,9.7,50.3,3.0
38090,10.2,6.0,58.1,27.1,48.1,50.0,49.8,49.2,25.9,23.6,9.7,50.3,3.0
38100,10.2,6.0,58.2,27.8,48.0,49.9,49.8,49.3,25.1,22.7,9.7,50.2,3.0
38110,10.1,6.0,58.3,27.4,49.1,49.9,49.8,49.2,24.1,22.4,9.7,50.2,0.0
38120,10.1,5.9,58.3,22.2,49.8,49.8,49.7,49.3,23.4,22.1,9.7,50.2,0.0
38130,10.1,6.0,58.4,273.3,49.8,49.8,49.7,49.3,23.2,22.3,9.7,50.1,0.0
38140,10.0,5.9,58.4,277.3,49.9,49.8,49.7,49.3,23.1,22.0,9.7,50.1,0.0
38150,9.9,5.8,58.6,301.6,50.0,49.8,49.7,49.3,23.1,22.1,9.8,49.9,0.0
38160,10.0,5.9,58.5,300.6,50.1,49.8,49.7,49.3,23.4,22.1,9.7,49.8,0.0
38170,9.9,5.8,58.5,307.7,50.0,49.8,49.7,49.3,24.7,22.1,9.7,49.5,0.0
38180,9.9,5.8,58.7,312.0,50.0,49.8,49.7,49.0,24.0,22.2,9.7,49.1,0.0
38190,10.0,5.9,58.6,320.1,49.9,49.8,49.7,49.0,23.5,22.3,9.8,49.0,0.0
38200,10.0,5.9,58.8,324.6,49.9,49.8,49.7,49.1,23.4,22.4,9.8,48.8,0.0
38210,10.0,5.9,58.7,329.7,49.9,49.8,49.7,49.0,23.7,22.4,9.8,48.6,0.0
38220,10.0,5.9,58.8,342.1,49.9,49.8,49.7,48.9,23.8,22.4,9.8,48.4,0.0
38230,9.9,5.8,58.9,347.4,49.9,49.8,49.7,48.8,23.6,22.4,9.8,48.3,0.0
38240,9.8,5.8,58.7,349.7,49.8,49.7,49.6,48.6,23.5,22.4,9.8,48.1,0.0
38250,9.8,5.7,58.9,353.8,49.7,49.7,49.6,48.6,23.7,22.4,9.8,47.8,0.0
38260,9.8,5.7,58.8,353.6,49.9,49.8,49.7,48.8,23.8,22.3,9.8,47.6,0.0
38270,9.9,5.8,59.1,350.9,49.8,49.8,49.7,48.9,23.8,22.3,9.8,47.4,0.0
38280,9.8,5.7,58.9,348.2,49.7,49.8,49.7,48.8,24.0,22.3,9.8,47.3,0.0
38290,9.7,5.7,58.9,351.7,49.8,49.8,49.7,48.5,24.2,22.3,9.8,47.0,0.0
38300,9.7,5.6,59.1,355.3,49.8,49.8,49.7,48.3,24.1,22.3,9.8,46.8,0.0
38310,9.6,5.6,59.2,357.2,49.8,49.8,49.6,48.3,24.2,22.3,9.8,46.6,0.0
38320,9.6,5.6,59.0,356.7,49.9,49.8,49.7,48.3,24.4,22.3,9.8,46.4,0.0
38330,9.6,5.6,59.3,353.8,49.9,49.8,49.6,48.4,24.4,22.3,9.8,46.2,0.0
38340,9.7,5.6,58.9,349.7,49.8,49.8,49.7,48.3,24.3,22.3,9.8,46.1,0.0
38350,9.7,5.6,59.0,344.0,49.9,49.8,49.7,48.1,24.2,22.3,9.8,45.8,0.0
38360,9.8,5.8,59.1,338.2,49.7,49.7,49.7,48.1,24.6,22.3,9.8,45.7,0.0
38370,9.9,5.9,59.1,333.4,49.8,49.8,49.7,48.2,24.7,22.3,9.8,45.5,0.0
38380,10.1,6.0,58.9,330.3,49.8,49.8,49.7,48.2,24.6,22.3,9.8,45.3,0.0
38390,10.2,6.1,58.9,324.9,49.9,49.8,49.7,48.1,24.7,22.4,9.8,45.1,0.0
38400,10.2,6.1,58.9,322.6,49.9,49.8,49.7,48.0,24.7,22.4,9.8,44.9,0.0
38410,10.3,6.1,58.8,319.9,49.8,49.8,49.6,48.1,24.6,22.4,9.8,44.7,0.0
38420,10.3,6.1,58.8,318.8,49.8,49.8,49.6,48.1,24.7,22.4,9.8,44.5,0.0
38430,10.3,6.1,58.4,317.4,49.8,49.8,49.7,48.1,24.9,22.4,9.8,44.3,0.0
38440,10.2,6.1,58.5,317.1,49.9,49.8,49.6,47.9,25.3,22.5,9.8,44.1,0.0
38450,10.2,6.0,58.0,317.2,49.9,49.7,49.6,48.0,25.3,22.6,9.8,43.9,0.0
38460,10.2,6.0,58.0,317.5,49.7,49.7,49.6,47.9,25.2,22.6,9.8,43.7,0.0
38470,10.2,6.0,57.8,317.6,49.3,49.7,49.6,48.0,25.2,22.6,9.8,43.5,0.0
38480,10.2,5.9,57.5,317.7,49.4,49.8,49.6,48.1,25.3,22.6,9.8,43.4,0.0
38490,10.1,5.9,57.6,315.8,49.5,49.8,49.6,48.0,25.4,22.6,9.8,43.2,0.0
38500,10.1,5.9,57.6,317.1,49.5,49.7,49.6,48.0,25.5,22.5,9.8,43.0,0.0
38510,10.1,5.9,57.4,317.7,49.5,49.7,49.6,47.9,25.5,22.5,9.8,42.8,0.0
38520,10.1,5.8,57.2,317.4,49.6,49.8,49.6,48.0,25.6,22.6,9.8,42.6,0.0
38530,10.0,5.8,57.4,315.9,49.7,49.8,49.6,48.0,25.7,22.6,9.8,42.4,0.0
38540,10.0,5.8,57.3,315.2,49.5,49.8,49.6,48.0,25.8,22.6,9.8,42.3,0.0
38550,9.9,5.7,57.0,315.4,49.7,49.8,49.6,48.1,25.8,22.6,9.8,42.1,0.0
38560,9.9,5.7,57.1,314.3,49.5,49.8,49.6,47.9,25.9,22.6,9.8,41.9,0.0
38570,9.9,5.6,56.9,313.4,49.4,49.8,49.6,47.9,26.1,22.6,9.8,41.8,0.0
38580,9.9,5.6,56.9,313.8,49.3,49.7,49.6,48.0,26.2,22.6,9.8,41.6,0.0
38590,9.8,5.6,57.0,313.5,49.5,49.7,49.6,47.9,26.2,22.6,9.8,41.4,0.0
