"minutes","test","model","flow","inputPower","outputPower","tcouples1","tcouples2","tcouples3","tcouples4","tcouples5","tcouples6","aveTankTemp","type"
1132,"DOE_24hr17","Sanden80",0,0,0,133.25306,141.18584,142.44908,142.98548,143.33666,143.73554,141.15761,"Simulated"
1133,"DOE_24hr17","Sanden80",0,0,0,133.24514,141.17792,142.44134,142.97756,143.32874,143.7278,141.14975,"Simulated"
1134,"DOE_24hr17","Sanden80",0,0,0,133.23722,141.17018,142.43342,142.96982,143.32082,143.71988,141.14189,"Simulated"
1135,"DOE_24hr17","Sanden80",0,0,0,133.22948,141.16226,142.4255,142.9619,143.3129,143.71196,141.134,"Simulated"
1136,"DOE_24hr17","Sanden80",0,0,0,133.22156,141.15434,142.41776,142.95398,143.30516,143.70422,141.12617,"Simulated"
1137,"DOE_24hr17","Sanden80",0,0,0,133.21364,141.1466,142.40984,142.94624,143.29724,143.6963,141.11831,"Simulated"
1138,"DOE_24hr17","Sanden80",0,0,0,133.20572,141.13868,142.40192,142.93832,143.28932,143.68838,141.11039,"Simulated"
1139,"DOE_24hr17","Sanden80",0,0,0,133.19798,141.13076,142.394,142.9304,143.28158,143.68046,141.10253,"Simulated"
1140,"DOE_24hr17","Sanden80",0,0,0,133.19006,141.12284,142.38626,142.92266,143.27366,143.67272,141.0947,"Simulated"
1141,"DOE_24hr17","Sanden80",0,0,0,133.18214,141.1151,142.37834,142.91474,143.26574,143.6648,141.08681,"Simulated"
1142,"DOE_24hr17","Sanden80",0,0,0,133.1744,141.10718,142.37042,142.90682,143.258,143.65688,141.07895,"Simulated"
1143,"DOE_24hr17","Sanden80",0,0,0,133.16648,141.09926,142.36268,142.8989,143.25008,143.64914,141.07109,"Simulated"
1144,"DOE_24hr17","Sanden80",0,0,0,133.15856,141.09152,142.35476,142.89116,143.24216,143.64122,141.06323,"Simulated"
1145,"DOE_24hr17","Sanden80",0,0,0,133.15082,141.0836,142.34684,142.88324,143.23424,143.6333,141.05534,"Simulated"
1146,"DOE_24hr17","Sanden80",0,0,0,133.1429,141.07568,142.3391,142.87532,143.2265,143.62556,141.04751,"Simulated"
1147,"DOE_24hr17","Sanden80",0,0,0,133.13498,141.06794,142.33118,142.86758,143.21858,143.61764,141.03965,"Simulated"
1148,"DOE_24hr17","Sanden80",0,0,0,133.12724,141.06002,142.32326,142.85966,143.21066,143.60972,141.03176,"Simulated"
1149,"DOE_24hr17","Sanden80",0,0,0,133.11932,141.0521,142.31552,142.85174,143.20292,143.60198,141.02393,"Simulated"
1150,"DOE_24hr17","Sanden80",0,0,0,133.1114,141.04436,142.3076,142.844,143.195,143.59406,141.01607,"Simulated"
1151,"DOE_24hr17","Sanden80",0,0,0,133.10366,141.03644,142.29968,142.83608,143.18708,143.58614,141.00818,"Simulated"
1152,"DOE_24hr17","Sanden80",0,0,0,133.09574,141.02852,142.29194,142.82816,143.17934,143.5784,141.00035,"Simulated"
1153,"DOE_24hr17","Sanden80",0,0,0,133.08782,141.02078,142.28402,142.82042,143.17142,143.57048,140.99249,"Simulated"
1154,"DOE_24hr17","Sanden80",0,0,0,133.08008,141.01286,142.2761,142.8125,143.1635,143.56256,140.9846,"Simulated"
1155,"DOE_24hr17","Sanden80",0,0,0,133.07216,141.00494,142.26836,142.80458,143.15576,143.55482,140.97677,"Simulated"
1156,"DOE_24hr17","Sanden80",0,0,0,133.06424,140.9972,142.26044,142.79684,143.14784,143.5469,140.96891,"Simulated"
1157,"DOE_24hr17","Sanden80",0,0,0,133.0565,140.98928,142.25252,142.78892,143.13992,143.53898,140.96102,"Simulated"
1158,"DOE_24hr17","Sanden80",0,0,0,133.04858,140.98136,142.24478,142.781,143.13218,143.53124,140.95319,"Simulated"
1159,"DOE_24hr17","Sanden80",0,0,0,133.04066,140.97362,142.23686,142.77326,143.12426,143.52332,140.94533,"Simulated"
1160,"DOE_24hr17","Sanden80",0,0,0,133.03292,140.9657,142.22894,142.76534,143.11652,143.5154,140.93747,"Simulated"
1161,"DOE_24hr17","Sanden80",0,0,0,133.025,140.95778,142.2212,142.7576,143.1086,143.50766,140.92964,"Simulated"
1162,"DOE_24hr17","Sanden80",0,0,0,133.01708,140.95004,142.21328,142.74968,143.10068,143.49974,140.92175,"Simulated"
1163,"DOE_24hr17","Sanden80",0,0,0,133.00934,140.94212,142.20536,142.74176,143.09294,143.49182,140.91389,"Simulated"
1164,"DOE_24hr17","Sanden80",0,0,0,133.00142,140.9342,142.19762,142.73402,143.08502,143.48408,140.90606,"Simulated"
1165,"DOE_24hr17","Sanden80",0,0,0,132.9935,140.92646,142.1897,142.7261,143.0771,143.47616,140.89817,"Simulated"
1166,"DOE_24hr17","Sanden80",0,0,0,132.98576,140.91854,142.18196,142.71818,143.06936,143.46842,140.89037,"Simulated"
1167,"DOE_24hr17","Sanden80",0,0,0,132.97784,140.9108,142.17404,142.71044,143.06144,143.4605,140.88251,"Simulated"
1168,"DOE_24hr17","Sanden80",0,0,0,132.9701,140.90288,142.16612,142.70252,143.05352,143.45258,140.87462,"Simulated"
1169,"DOE_24hr17","Sanden80",0,0,0,132.96218,140.89496,142.15838,142.6946,143.04578,143.44484,140.86679,"Simulated"
1170,"DOE_24hr17","Sanden80",0,0,0,132.95426,140.88722,142.15046,142.68686,143.03786,143.43692,140.85893,"Simulated"
1171,"DOE_24hr17","Sanden80",0,0,0,132.94652,140.8793,142.14254,142.67894,143.03012,143.429,140.85107,"Simulated"
1172,"DOE_24hr17","Sanden80",0,0,0,132.9386,140.87156,142.1348,142.6712,143.0222,143.42126,140.84327,"Simulated"
1173,"DOE_24hr17","Sanden80",0,0,0,132.93086,140.86364,142.12688,142.66328,143.01428,143.41334,140.83538,"Simulated"
1174,"DOE_24hr17","Sanden80",0,0,0,132.92294,140.85572,142.11914,142.65536,143.00654,143.4056,140.82755,"Simulated"
1175,"DOE_24hr17","Sanden80",0,0,0,132.91502,140.84798,142.11122,142.64762,142.99862,143.39768,140.81969,"Simulated"
1176,"DOE_24hr17","Sanden80",0,0,0,132.90728,140.84006,142.1033,142.6397,142.99088,143.38976,140.81183,"Simulated"
1177,"DOE_24hr17","Sanden80",0,0,0,132.89936,140.83232,142.09556,142.63196,142.98296,143.38202,140.80403,"Simulated"
1178,"DOE_24hr17","Sanden80",0,0,0,132.89162,140.8244,142.08764,142.62404,142.97504,143.3741,140.79614,"Simulated"
1179,"DOE_24hr17","Sanden80",0,0,0,132.8837,140.81648,142.0799,142.61612,142.9673,143.36636,140.78831,"Simulated"
1180,"DOE_24hr17","Sanden80",0,0,0,132.87578,140.80874,142.07198,142.60838,142.95938,143.35844,140.78045,"Simulated"
1181,"DOE_24hr17","Sanden80",0,0,0,132.86804,140.80082,142.06406,142.60046,142.95164,143.3507,140.77262,"Simulated"
1182,"DOE_24hr17","Sanden80",0,0,0,132.86012,140.79308,142.05632,142.59272,142.94372,143.34278,140.76479,"Simulated"
1183,"DOE_24hr17","Sanden80",0,0,0,132.85238,140.78516,142.0484,142.5848,142.93598,143.33486,140.75693,"Simulated"
1184,"DOE_24hr17","Sanden80",0,0,0,132.84446,140.77724,142.04066,142.57706,142.92806,143.32712,140.7491,"Simulated"
1185,"DOE_24hr17","Sanden80",0,0,0,132.83654,140.7695,142.03274,142.56914,142.92014,143.3192,140.74121,"Simulated"
1186,"DOE_24hr17","Sanden80",0,0,0,132.8288,140.76158,142.025,142.56122,142.9124,143.31146,140.73341,"Simulated"
1187,"DOE_24hr17","Sanden80",0,0,0,132.82088,140.75384,142.01708,142.55348,142.90448,143.30354,140.72555,"Simulated"
1188,"DOE_24hr17","Sanden80",0,0,0,132.81314,140.74592,142.00916,142.54556,142.89674,143.29562,140.71769,"Simulated"
1189,"DOE_24hr17","Sanden80",0,0,0,132.80522,140.73818,142.00142,142.53782,142.88882,143.28788,140.70989,"Simulated"
1190,"DOE_24hr17","Sanden80",0,0,0,132.79748,140.73026,141.9935,142.5299,142.88108,143.27996,140.70203,"Simulated"
1191,"DOE_24hr17","Sanden80",0,0,0,132.78956,140.72234,141.98576,142.52216,142.87316,143.27222,140.6942,"Simulated"
1192,"DOE_24hr17","Sanden80",0,0,0,132.78182,140.7146,141.97784,142.51424,142.86524,143.2643,140.68634,"Simulated"
1193,"DOE_24hr17","Sanden80",0,0,0,132.7739,140.70668,141.9701,142.50632,142.8575,143.25656,140.67851,"Simulated"
1194,"DOE_24hr17","Sanden80",0,0,0,132.76598,140.69894,141.96218,142.49858,142.84958,143.24864,140.67065,"Simulated"
1195,"DOE_24hr17","Sanden80",0,0,0,132.75824,140.69102,141.95444,142.49066,142.84184,143.2409,140.66285,"Simulated"
1196,"DOE_24hr17","Sanden80",0,0,0,132.75032,140.68328,141.94652,142.48292,142.83392,143.23298,140.65499,"Simulated"
1197,"DOE_24hr17","Sanden80",0,0,0,132.74258,140.67536,141.9386,142.475,142.82618,143.22524,140.64716,"Simulated"
1198,"DOE_24hr17","Sanden80",0,0,0,132.73466,140.66762,141.93086,142.46726,142.81826,143.21732,140.63933,"Simulated"
1199,"DOE_24hr17","Sanden80",0,0,0,132.72692,140.6597,141.92294,142.45934,142.81052,143.2094,140.63147,"Simulated"
1200,"DOE_24hr17","Sanden80",0,0,0,132.719,140.65196,141.9152,142.4516,142.8026,143.20166,140.62367,"Simulated"
1201,"DOE_24hr17","Sanden80",0,0,0,132.71126,140.64404,141.90728,142.44368,142.79486,143.19374,140.61581,"Simulated"
1202,"DOE_24hr17","Sanden80",0,0,0,132.70334,140.6363,141.89954,142.43594,142.78694,143.186,140.60801,"Simulated"
1203,"DOE_24hr17","Sanden80",0,0,0,132.6956,140.62838,141.89162,142.42802,142.77902,143.17808,140.60012,"Simulated"
1204,"DOE_24hr17","Sanden80",0,0,0,132.68768,140.62046,141.88388,142.42028,142.77128,143.17034,140.59232,"Simulated"
1205,"DOE_24hr17","Sanden80",0,0,0,132.67994,140.61272,141.87596,142.41236,142.76336,143.16242,140.58446,"Simulated"
1206,"DOE_24hr17","Sanden80",0,0,0,132.67202,140.6048,141.86822,142.40462,142.75562,143.15468,140.57666,"Simulated"
1207,"DOE_24hr17","Sanden80",0,0,0,132.66428,140.59706,141.8603,142.3967,142.7477,143.14676,140.5688,"Simulated"
1208,"DOE_24hr17","Sanden80",0,0,0,132.65636,140.58914,141.85256,142.38896,142.73996,143.13902,140.561,"Simulated"
1209,"DOE_24hr17","Sanden80",0,0,0,132.64862,140.5814,141.84464,142.38104,142.73204,143.1311,140.55314,"Simulated"
1210,"DOE_24hr17","Sanden80",0,0,0,132.6407,140.57348,141.8369,142.3733,142.7243,143.12336,140.54534,"Simulated"
1211,"DOE_24hr17","Sanden80",0,0,0,132.63296,140.56574,141.82898,142.36538,142.71638,143.11544,140.53748,"Simulated"
1212,"DOE_24hr17","Sanden80",0,0,0,132.62504,140.55782,141.82124,142.35764,142.70864,143.1077,140.52968,"Simulated"
1213,"DOE_24hr17","Sanden80",0,0,0,132.6173,140.55008,141.81332,142.34972,142.70072,143.09978,140.52182,"Simulated"
1214,"DOE_24hr17","Sanden80",0,0,0,132.60938,140.54216,141.80558,142.34198,142.69298,143.09204,140.51402,"Simulated"
1215,"DOE_24hr17","Sanden80",0,0,0,132.60164,140.53442,141.79766,142.33406,142.68506,143.08412,140.50616,"Simulated"
1216,"DOE_24hr17","Sanden80",0,0,0,132.59372,140.5265,141.78992,142.32632,142.67732,143.07638,140.49836,"Simulated"
1217,"DOE_24hr17","Sanden80",0,0,0,132.58598,140.51876,141.782,142.3184,142.6694,143.06846,140.4905,"Simulated"
1218,"DOE_24hr17","Sanden80",0,0,0,132.57806,140.51084,141.77426,142.31066,142.66166,143.06072,140.4827,"Simulated"
1219,"DOE_24hr17","Sanden80",0,0,0,132.57032,140.5031,141.76634,142.30274,142.65374,143.0528,140.47484,"Simulated"
1220,"DOE_24hr17","Sanden80",0,0,0,132.5624,140.49518,141.7586,142.295,142.646,143.04506,140.46704,"Simulated"
1221,"DOE_24hr17","Sanden80",0,0,0,132.55466,140.48744,141.75068,142.28708,142.63826,143.03714,140.45921,"Simulated"
1222,"DOE_24hr17","Sanden80",0,0,0,132.54674,140.4797,141.74294,142.27934,142.63034,143.0294,140.45141,"Simulated"
1223,"DOE_24hr17","Sanden80",0,0,0,132.539,140.47178,141.73502,142.27142,142.6226,143.02148,140.44355,"Simulated"
1224,"DOE_24hr17","Sanden80",0,0,0,132.53108,140.46404,141.72728,142.26368,142.61468,143.01374,140.43575,"Simulated"
1225,"DOE_24hr17","Sanden80",0,0,0,132.52334,140.45612,141.71936,142.25576,142.60694,143.00582,140.42789,"Simulated"
1226,"DOE_24hr17","Sanden80",0,0,0,132.51542,140.44838,141.71162,142.24802,142.59902,142.99808,140.42009,"Simulated"
1227,"DOE_24hr17","Sanden80",0,0,0,132.50768,140.44046,141.7037,142.2401,142.59128,142.99034,140.41226,"Simulated"
1228,"DOE_24hr17","Sanden80",0,0,0,132.49976,140.43272,141.69596,142.23236,142.58336,142.98242,140.40443,"Simulated"
1229,"DOE_24hr17","Sanden80",0,0,0,132.49202,140.4248,141.68822,142.22444,142.57562,142.97468,140.39663,"Simulated"
1230,"DOE_24hr17","Sanden80",0,0,0,132.4841,140.41706,141.6803,142.2167,142.5677,142.96676,140.38877,"Simulated"
1231,"DOE_24hr17","Sanden80",0,0,0,132.47636,140.40914,141.67256,142.20896,142.55996,142.95902,140.381,"Simulated"
1232,"DOE_24hr17","Sanden80",0,0,0,132.46862,140.4014,141.66464,142.20104,142.55204,142.9511,140.37314,"Simulated"
1233,"DOE_24hr17","Sanden80",0,0,0,132.4607,140.39366,141.6569,142.1933,142.5443,142.94336,140.36537,"Simulated"
1234,"DOE_24hr17","Sanden80",0,0,0,132.45296,140.38574,141.64898,142.18538,142.53656,142.93544,140.35751,"Simulated"
1235,"DOE_24hr17","Sanden80",0,0,0,132.44504,140.378,141.64124,142.17764,142.52864,142.9277,140.34971,"Simulated"
1236,"DOE_24hr17","Sanden80",0,0,0,132.4373,140.37008,141.63332,142.16972,142.5209,142.91996,140.34188,"Simulated"
1237,"DOE_24hr17","Sanden80",0,0,0,132.42938,140.36234,141.62558,142.16198,142.51298,142.91204,140.33405,"Simulated"
1238,"DOE_24hr17","Sanden80",0,0,0,132.42164,140.35442,141.61784,142.15406,142.50524,142.9043,140.32625,"Simulated"
1239,"DOE_24hr17","Sanden80",0,0,0,132.4139,140.34668,141.60992,142.14632,142.49732,142.89638,140.31842,"Simulated"
1240,"DOE_24hr17","Sanden80",0,0,0,132.40598,140.33894,141.60218,142.13858,142.48958,142.88864,140.31065,"Simulated"
1241,"DOE_24hr17","Sanden80",0,0,0,132.39824,140.33102,141.59426,142.13066,142.48184,142.88072,140.30279,"Simulated"
1242,"DOE_24hr17","Sanden80",0,0,0,132.39032,140.32328,141.58652,142.12292,142.47392,142.87298,140.29499,"Simulated"
1243,"DOE_24hr17","Sanden80",0,0,0,132.38258,140.31536,141.57878,142.115,142.46618,142.86524,140.28719,"Simulated"
1244,"DOE_24hr17","Sanden80",0,0,0,132.37466,140.30762,141.57086,142.10726,142.45826,142.85732,140.27933,"Simulated"
1245,"DOE_24hr17","Sanden80",0,0,0,132.36692,140.2997,141.56312,142.09952,142.45052,142.84958,140.27156,"Simulated"
1246,"DOE_24hr17","Sanden80",0,0,0,132.35918,140.29196,141.5552,142.0916,142.44278,142.84166,140.26373,"Simulated"
1247,"DOE_24hr17","Sanden80",0,0,0,132.35126,140.28422,141.54746,142.08386,142.43486,142.83392,140.25593,"Simulated"
1248,"DOE_24hr17","Sanden80",0,0,0,132.34352,140.2763,141.53972,142.07594,142.42712,142.82618,140.24813,"Simulated"
1249,"DOE_24hr17","Sanden80",0,0,0,132.3356,140.26856,141.5318,142.0682,142.4192,142.81826,140.24027,"Simulated"
1250,"DOE_24hr17","Sanden80",0,0,0,132.32786,140.26064,141.52406,142.06046,142.41146,142.81052,140.2325,"Simulated"
1251,"DOE_24hr17","Sanden80",0,0,0,132.32012,140.2529,141.51614,142.05254,142.40372,142.8026,140.22467,"Simulated"
1252,"DOE_24hr17","Sanden80",0,0,0,132.3122,140.24516,141.5084,142.0448,142.3958,142.79486,140.21687,"Simulated"
1253,"DOE_24hr17","Sanden80",0,0,0,132.30446,140.23724,141.50066,142.03688,142.38806,142.78712,140.20907,"Simulated"
1254,"DOE_24hr17","Sanden80",0,0,0,132.29672,140.2295,141.49274,142.02914,142.38014,142.7792,140.20124,"Simulated"
1255,"DOE_24hr17","Sanden80",0,0,0,132.2888,140.22158,141.485,142.0214,142.3724,142.77146,140.19344,"Simulated"
1256,"DOE_24hr17","Sanden80",0,0,0,132.28106,140.21384,141.47708,142.01348,142.36466,142.76354,140.18561,"Simulated"
1257,"DOE_24hr17","Sanden80",0,0,0,132.27314,140.2061,141.46934,142.00574,142.35674,142.7558,140.17781,"Simulated"
1258,"DOE_24hr17","Sanden80",0,0,0,132.2654,140.19818,141.4616,141.99782,142.349,142.74806,140.17001,"Simulated"
1259,"DOE_24hr17","Sanden80",0,0,0,132.25766,140.19044,141.45368,141.99008,142.34126,142.74014,140.16221,"Simulated"
1260,"DOE_24hr17","Sanden80",0,0,0,132.24974,140.1827,141.44594,141.98234,142.33334,142.7324,140.15441,"Simulated"
1261,"DOE_24hr17","Sanden80",0,0,0,132.242,140.17478,141.4382,141.97442,142.3256,142.72466,140.14661,"Simulated"
1262,"DOE_24hr17","Sanden80",0,0,0,132.23426,140.16704,141.43028,141.96668,142.31768,142.71674,140.13878,"Simulated"
1263,"DOE_24hr17","Sanden80",0,0,0,132.22634,140.1593,141.42254,141.95894,142.30994,142.709,140.13101,"Simulated"
1264,"DOE_24hr17","Sanden80",0,0,0,132.2186,140.15138,141.41462,141.95102,142.3022,142.70126,140.12318,"Simulated"
1265,"DOE_24hr17","Sanden80",0,0,0,132.21068,140.14364,141.40688,141.94328,142.29428,142.69334,140.11535,"Simulated"
1266,"DOE_24hr17","Sanden80",0,0,0,132.20294,140.13572,141.39914,141.93554,142.28654,142.6856,140.10758,"Simulated"
1267,"DOE_24hr17","Sanden80",0,0,0,132.1952,140.12798,141.39122,141.92762,142.2788,142.67768,140.09975,"Simulated"
1268,"DOE_24hr17","Sanden80",0,0,0,132.18728,140.12024,141.38348,141.91988,142.27088,142.66994,140.09195,"Simulated"
1269,"DOE_24hr17","Sanden80",0,0,0,132.17954,140.11232,141.37574,141.91214,142.26314,142.6622,140.08418,"Simulated"
1270,"DOE_24hr17","Sanden80",0,0,0,132.1718,140.10458,141.36782,141.90422,142.2554,142.65428,140.07635,"Simulated"
1271,"DOE_24hr17","Sanden80",0,0,0,132.16388,140.09684,141.36008,141.89648,142.24748,142.64654,140.06855,"Simulated"
1272,"DOE_24hr17","Sanden80",0,0,0,132.15614,140.08892,141.35234,141.88874,142.23974,142.6388,140.06078,"Simulated"
1273,"DOE_24hr17","Sanden80",0,0,0,132.1484,140.08118,141.34442,141.88082,142.232,142.63088,140.05295,"Simulated"
1274,"DOE_24hr17","Sanden80",0,0,0,132.14048,140.07344,141.33668,141.87308,142.22408,142.62314,140.04515,"Simulated"
1275,"DOE_24hr17","Sanden80",0,0,0,132.13274,140.06552,141.32894,141.86534,142.21634,142.6154,140.03738,"Simulated"
1276,"DOE_24hr17","Sanden80",0,0,0,132.125,140.05778,141.32102,141.85742,142.2086,142.60748,140.02955,"Simulated"
1277,"DOE_24hr17","Sanden80",0,0,0,132.11708,140.05004,141.31328,141.84968,142.20068,142.59974,140.02175,"Simulated"
1278,"DOE_24hr17","Sanden80",0,0,0,132.10934,140.04212,141.30554,141.84194,142.19294,142.592,140.01398,"Simulated"
1279,"DOE_24hr17","Sanden80",0,0,0,132.1016,140.03438,141.29762,141.83402,142.1852,142.58426,140.00618,"Simulated"
1280,"DOE_24hr17","Sanden80",0,0,0,132.09368,140.02664,141.28988,141.82628,142.17728,142.57634,139.99835,"Simulated"
1281,"DOE_24hr17","Sanden80",0,0,0,132.08594,140.0189,141.28214,141.81854,142.16954,142.5686,139.99061,"Simulated"
1282,"DOE_24hr17","Sanden80",0,0,0,132.0782,140.01098,141.2744,141.81062,142.1618,142.56086,139.98281,"Simulated"
1283,"DOE_24hr17","Sanden80",0,0,0,132.07046,140.00324,141.26648,141.80288,142.15388,142.55294,139.97498,"Simulated"
1284,"DOE_24hr17","Sanden80",0,0,0,132.06254,139.9955,141.25874,141.79514,142.14614,142.5452,139.96721,"Simulated"
1285,"DOE_24hr17","Sanden80",0,0,0,132.0548,139.98758,141.251,141.78722,142.1384,142.53746,139.95941,"Simulated"
1286,"DOE_24hr17","Sanden80",0,0,0,132.04706,139.97984,141.24308,141.77948,142.13066,142.52954,139.95161,"Simulated"
1287,"DOE_24hr17","Sanden80",0,0,0,132.03914,139.9721,141.23534,141.77174,142.12274,142.5218,139.94381,"Simulated"
1288,"DOE_24hr17","Sanden80",0,0,0,132.0314,139.96418,141.2276,141.764,142.115,142.51406,139.93604,"Simulated"
1289,"DOE_24hr17","Sanden80",0,0,0,132.02366,139.95644,141.21968,141.75608,142.10726,142.50632,139.92824,"Simulated"
1290,"DOE_24hr17","Sanden80",0,0,0,132.01592,139.9487,141.21194,141.74834,142.09934,142.4984,139.92044,"Simulated"
1291,"DOE_24hr17","Sanden80",0,0,0,132.008,139.94096,141.2042,141.7406,142.0916,142.49066,139.91267,"Simulated"
1292,"DOE_24hr17","Sanden80",0,0,0,132.00026,139.93304,141.19646,141.73268,142.08386,142.48292,139.90487,"Simulated"
1293,"DOE_24hr17","Sanden80",0,0,0,131.99252,139.9253,141.18854,141.72494,142.07612,142.475,139.89707,"Simulated"
1294,"DOE_24hr17","Sanden80",0,0,0,131.9846,139.91756,141.1808,141.7172,142.0682,142.46726,139.88927,"Simulated"
1295,"DOE_24hr17","Sanden80",0,0,0,131.97686,139.90964,141.17306,141.70946,142.06046,142.45952,139.8815,"Simulated"
1296,"DOE_24hr17","Sanden80",0,0,0,131.96912,139.9019,141.16532,141.70154,142.05272,142.45178,139.87373,"Simulated"
1297,"DOE_24hr17","Sanden80",0,0,0,131.96138,139.89416,141.1574,141.6938,142.0448,142.44386,139.8659,"Simulated"
1298,"DOE_24hr17","Sanden80",0,0,0,131.95346,139.88642,141.14966,141.68606,142.03706,142.43612,139.85813,"Simulated"
1299,"DOE_24hr17","Sanden80",0,0,0,131.94572,139.8785,141.14192,141.67832,142.02932,142.42838,139.85036,"Simulated"
1300,"DOE_24hr17","Sanden80",0,0,0,131.93798,139.87076,141.134,141.6704,142.02158,142.42064,139.84256,"Simulated"
1301,"DOE_24hr17","Sanden80",0,0,0,131.93024,139.86302,141.12626,141.66266,142.01366,142.41272,139.83476,"Simulated"
1302,"DOE_24hr17","Sanden80",0,0,0,131.92232,139.85528,141.11852,141.65492,142.00592,142.40498,139.82699,"Simulated"
1303,"DOE_24hr17","Sanden80",0,0,0,131.91458,139.84736,141.11078,141.64718,141.99818,142.39724,139.81922,"Simulated"
1304,"DOE_24hr17","Sanden80",0,0,0,131.90684,139.83962,141.10286,141.63926,141.99044,142.3895,139.81142,"Simulated"
1305,"DOE_24hr17","Sanden80",0,0,0,131.8991,139.83188,141.09512,141.63152,141.98252,142.38158,139.80362,"Simulated"
1306,"DOE_24hr17","Sanden80",0,0,0,131.89118,139.82414,141.08738,141.62378,141.97478,142.37384,139.79585,"Simulated"
1307,"DOE_24hr17","Sanden80",0,0,0,131.88344,139.81622,141.07964,141.61604,141.96704,142.3661,139.78808,"Simulated"
1308,"DOE_24hr17","Sanden80",0,0,0,131.8757,139.80848,141.0719,141.60812,141.9593,142.35836,139.78031,"Simulated"
1309,"DOE_24hr17","Sanden80",0,0,0,131.86796,139.80074,141.06398,141.60038,141.95138,142.35044,139.77248,"Simulated"
1310,"DOE_24hr17","Sanden80",0,0,0,131.86004,139.793,141.05624,141.59264,141.94364,142.3427,139.76471,"Simulated"
1311,"DOE_24hr17","Sanden80",0,0,0,131.8523,139.78526,141.0485,141.5849,141.9359,142.33496,139.75697,"Simulated"
1312,"DOE_24hr17","Sanden80",0,0,0,131.84456,139.77734,141.04076,141.57698,141.92816,142.32722,139.74917,"Simulated"
1313,"DOE_24hr17","Sanden80",0,0,0,131.83682,139.7696,141.03284,141.56924,141.92042,142.3193,139.74137,"Simulated"
1314,"DOE_24hr17","Sanden80",0,0,0,131.8289,139.76186,141.0251,141.5615,141.9125,142.31156,139.73357,"Simulated"
1315,"DOE_24hr17","Sanden80",0,0,0,131.82116,139.75412,141.01736,141.55376,141.90476,142.30382,139.72583,"Simulated"
1316,"DOE_24hr17","Sanden80",0,0,0,131.81342,139.7462,141.00962,141.54602,141.89702,142.29608,139.71806,"Simulated"
1317,"DOE_24hr17","Sanden80",0,0,0,131.80568,139.73846,141.00188,141.5381,141.88928,142.28834,139.71029,"Simulated"
1318,"DOE_24hr17","Sanden80",0,0,0,131.79794,139.73072,140.99396,141.53036,141.88154,142.28042,139.70249,"Simulated"
1319,"DOE_24hr17","Sanden80",0,0,0,131.79002,139.72298,140.98622,141.52262,141.87362,142.27268,139.69469,"Simulated"
1320,"DOE_24hr17","Sanden80",0,0,0,131.78228,139.71524,140.97848,141.51488,141.86588,142.26494,139.68695,"Simulated"
1321,"DOE_24hr17","Sanden80",0,0,0,131.77454,139.70732,140.97074,141.50714,141.85814,142.2572,139.67918,"Simulated"
1322,"DOE_24hr17","Sanden80",0,0,0,131.7668,139.69958,140.96282,141.49922,141.8504,142.24946,139.67138,"Simulated"
1323,"DOE_24hr17","Sanden80",0,0,0,131.75906,139.69184,140.95508,141.49148,141.84266,142.24154,139.66361,"Simulated"
1324,"DOE_24hr17","Sanden80",0,0,0,131.75114,139.6841,140.94734,141.48374,141.83474,142.2338,139.65581,"Simulated"
1325,"DOE_24hr17","Sanden80",0,0,0,131.7434,139.67636,140.9396,141.476,141.827,142.22606,139.64807,"Simulated"
1326,"DOE_24hr17","Sanden80",0,0,0,131.73566,139.66844,140.93186,141.46826,141.81926,142.21832,139.6403,"Simulated"
1327,"DOE_24hr17","Sanden80",0,0,0,131.72792,139.6607,140.92412,141.46034,141.81152,142.21058,139.63253,"Simulated"
1328,"DOE_24hr17","Sanden80",0,0,0,131.72018,139.65296,140.9162,141.4526,141.80378,142.20266,139.62473,"Simulated"
1329,"DOE_24hr17","Sanden80",0,0,0,131.71244,139.64522,140.90846,141.44486,141.79586,142.19492,139.61696,"Simulated"
1330,"DOE_24hr17","Sanden80",0,0,0,131.70452,139.63748,140.90072,141.43712,141.78812,142.18718,139.60919,"Simulated"
1331,"DOE_24hr17","Sanden80",0,0,0,131.69678,139.62974,140.89298,141.42938,141.78038,142.17944,139.60145,"Simulated"
1332,"DOE_24hr17","Sanden80",0,0,0,131.68904,139.62182,140.88524,141.42164,141.77264,142.1717,139.59368,"Simulated"
1333,"DOE_24hr17","Sanden80",0,0,0,131.6813,139.61408,140.87732,141.41372,141.7649,142.16396,139.58588,"Simulated"
1334,"DOE_24hr17","Sanden80",0,0,0,131.67356,139.60634,140.86958,141.40598,141.75716,142.15604,139.57811,"Simulated"
1335,"DOE_24hr17","Sanden80",0,0,0,131.66582,139.5986,140.86184,141.39824,141.74924,142.1483,139.57034,"Simulated"
1336,"DOE_24hr17","Sanden80",0,0,0,131.6579,139.59086,140.8541,141.3905,141.7415,142.14056,139.56257,"Simulated"
1337,"DOE_24hr17","Sanden80",0,0,0,131.65016,139.58312,140.84636,141.38276,141.73376,142.13282,139.55483,"Simulated"
1338,"DOE_24hr17","Sanden80",0,0,0,131.64242,139.5752,140.83862,141.37502,141.72602,142.12508,139.54706,"Simulated"
1339,"DOE_24hr17","Sanden80",0,0,0,131.63468,139.56746,140.83088,141.3671,141.71828,142.11734,139.53929,"Simulated"
