"minutes","test","model","flow","inputPower","outputPower","tcouples1","tcouples2","tcouples3","tcouples4","tcouples5","tcouples6","aveTankTemp","type"
1112,"DOE_24hr35","Sanden80",0,0,0,135.1571,142.42766,143.43458,143.84966,144.11354,144.41972,142.23371,"Simulated"
1113,"DOE_24hr35","Sanden80",0,0,0,135.15026,142.42082,143.42774,143.84282,144.1067,144.41288,142.22687,"Simulated"
1114,"DOE_24hr35","Sanden80",0,0,0,135.1436,142.41398,143.4209,143.83616,144.09986,144.40604,142.22009,"Simulated"
1115,"DOE_24hr35","Sanden80",0,0,0,135.13676,142.40732,143.41406,143.82932,144.09302,144.3992,142.21328,"Simulated"
1116,"DOE_24hr35","Sanden80",0,0,0,135.12992,142.40048,143.40722,143.82248,144.08618,144.39236,142.20644,"Simulated"
1117,"DOE_24hr35","Sanden80",0,0,0,135.12308,142.39364,143.40056,143.81564,144.07952,144.3857,142.19969,"Simulated"
1118,"DOE_24hr35","Sanden80",0,0,0,135.11624,142.3868,143.39372,143.8088,144.07268,144.37886,142.19285,"Simulated"
1119,"DOE_24hr35","Sanden80",0,0,0,135.10958,142.37996,143.38688,143.80214,144.06584,144.37202,142.18607,"Simulated"
1120,"DOE_24hr35","Sanden80",0,0,0,135.10274,142.3733,143.38004,143.7953,144.059,144.36518,142.17926,"Simulated"
1121,"DOE_24hr35","Sanden80",0,0,0,135.0959,142.36646,143.3732,143.78846,144.05216,144.35834,142.17242,"Simulated"
1122,"DOE_24hr35","Sanden80",0,0,0,135.08906,142.35962,143.36654,143.78162,144.0455,144.35168,142.16567,"Simulated"
1123,"DOE_24hr35","Sanden80",0,0,0,135.08222,142.35278,143.3597,143.77478,144.03866,144.34484,142.15883,"Simulated"
1124,"DOE_24hr35","Sanden80",0,0,0,135.07556,142.34594,143.35286,143.76812,144.03182,144.338,142.15205,"Simulated"
1125,"DOE_24hr35","Sanden80",0,0,0,135.06872,142.33928,143.34602,143.76128,144.02498,144.33116,142.14524,"Simulated"
1126,"DOE_24hr35","Sanden80",0,0,0,135.06188,142.33244,143.33918,143.75444,144.01814,144.32432,142.1384,"Simulated"
1127,"DOE_24hr35","Sanden80",0,0,0,135.05504,142.3256,143.33252,143.7476,144.01148,144.31766,142.13165,"Simulated"
1128,"DOE_24hr35","Sanden80",0,0,0,135.0482,142.31876,143.32568,143.74076,144.00464,144.31082,142.12481,"Simulated"
1129,"DOE_24hr35","Sanden80",0,0,0,135.04154,142.3121,143.31884,143.7341,143.9978,144.30398,142.11806,"Simulated"
1130,"DOE_24hr35","Sanden80",0,0,0,135.0347,142.30526,143.312,143.72726,143.99096,144.29714,142.11122,"Simulated"
1131,"DOE_24hr35","Sanden80",0,0,0,135.02786,142.29842,143.30516,143.72042,143.9843,144.2903,142.10441,"Simulated"
1132,"DOE_24hr35","Sanden80",0,0,0,135.02102,142.29158,143.2985,143.71358,143.97746,144.28364,142.09763,"Simulated"
1133,"DOE_24hr35","Sanden80",0,0,0,135.01418,142.28474,143.29166,143.70692,143.97062,144.2768,142.09082,"Simulated"
1134,"DOE_24hr35","Sanden80",0,0,0,135.00752,142.27808,143.28482,143.70008,143.96378,144.26996,142.08404,"Simulated"
1135,"DOE_24hr35","Sanden80",0,0,0,135.00068,142.27124,143.27798,143.69324,143.95694,144.26312,142.0772,"Simulated"
1136,"DOE_24hr35","Sanden80",0,0,0,134.99384,142.2644,143.27132,143.6864,143.95028,144.25646,142.07045,"Simulated"
1137,"DOE_24hr35","Sanden80",0,0,0,134.987,142.25756,143.26448,143.67956,143.94344,144.24962,142.06361,"Simulated"
1138,"DOE_24hr35","Sanden80",0,0,0,134.98034,142.2509,143.25764,143.6729,143.9366,144.24278,142.05686,"Simulated"
1139,"DOE_24hr35","Sanden80",0,0,0,134.9735,142.24406,143.2508,143.66606,143.92976,144.23594,142.05002,"Simulated"
1140,"DOE_24hr35","Sanden80",0,0,0,134.96666,142.23722,143.24414,143.65922,143.9231,144.22928,142.04327,"Simulated"
1141,"DOE_24hr35","Sanden80",0,0,0,134.95982,142.23038,143.2373,143.65238,143.91626,144.22244,142.03643,"Simulated"
1142,"DOE_24hr35","Sanden80",0,0,0,134.95316,142.22372,143.23046,143.64572,143.90942,144.2156,142.02968,"Simulated"
1143,"DOE_24hr35","Sanden80",0,0,0,134.94632,142.21688,143.22362,143.63888,143.90258,144.20876,142.02284,"Simulated"
1144,"DOE_24hr35","Sanden80",0,0,0,134.93948,142.21004,143.21696,143.63204,143.89592,144.2021,142.01609,"Simulated"
1145,"DOE_24hr35","Sanden80",0,0,0,134.93264,142.2032,143.21012,143.6252,143.88908,144.19526,142.00925,"Simulated"
1146,"DOE_24hr35","Sanden80",0,0,0,134.92598,142.19654,143.20328,143.61854,143.88224,144.18842,142.0025,"Simulated"
1147,"DOE_24hr35","Sanden80",0,0,0,134.91914,142.1897,143.19644,143.6117,143.8754,144.18158,141.99566,"Simulated"
1148,"DOE_24hr35","Sanden80",0,0,0,134.9123,142.18286,143.18978,143.60486,143.86874,144.17492,141.98891,"Simulated"
1149,"DOE_24hr35","Sanden80",0,0,0,134.90546,142.17602,143.18294,143.5982,143.8619,144.16808,141.9821,"Simulated"
1150,"DOE_24hr35","Sanden80",0,0,0,134.8988,142.16936,143.1761,143.59136,143.85506,144.16124,141.97532,"Simulated"
1151,"DOE_24hr35","Sanden80",0,0,0,134.89196,142.16252,143.16926,143.58452,143.8484,144.1544,141.96851,"Simulated"
1152,"DOE_24hr35","Sanden80",0,0,0,134.88512,142.15568,143.1626,143.57768,143.84156,144.14774,141.96173,"Simulated"
1153,"DOE_24hr35","Sanden80",0,0,0,134.87846,142.14884,143.15576,143.57102,143.83472,144.1409,141.95495,"Simulated"
1154,"DOE_24hr35","Sanden80",0,0,0,134.87162,142.14218,143.14892,143.56418,143.82788,144.13406,141.94814,"Simulated"
1155,"DOE_24hr35","Sanden80",0,0,0,134.86478,142.13534,143.14226,143.55734,143.82122,144.1274,141.94139,"Simulated"
1156,"DOE_24hr35","Sanden80",0,0,0,134.85794,142.1285,143.13542,143.5505,143.81438,144.12056,141.93455,"Simulated"
1157,"DOE_24hr35","Sanden80",0,0,0,134.85128,142.12184,143.12858,143.54384,143.80754,144.11372,141.9278,"Simulated"
1158,"DOE_24hr35","Sanden80",0,0,0,134.84444,142.115,143.12174,143.537,143.8007,144.10688,141.92096,"Simulated"
1159,"DOE_24hr35","Sanden80",0,0,0,134.8376,142.10816,143.11508,143.53016,143.79404,144.10022,141.91421,"Simulated"
1160,"DOE_24hr35","Sanden80",0,0,0,134.83094,142.10132,143.10824,143.5235,143.7872,144.09338,141.90743,"Simulated"
1161,"DOE_24hr35","Sanden80",0,0,0,134.8241,142.09466,143.1014,143.51666,143.78036,144.08654,141.90062,"Simulated"
1162,"DOE_24hr35","Sanden80",0,0,0,134.81726,142.08782,143.09474,143.50982,143.7737,144.07988,141.89387,"Simulated"
1163,"DOE_24hr35","Sanden80",0,0,0,134.81042,142.08098,143.0879,143.50316,143.76686,144.07304,141.88706,"Simulated"
1164,"DOE_24hr35","Sanden80",0,0,0,134.80376,142.07432,143.08106,143.49632,143.76002,144.0662,141.88028,"Simulated"
1165,"DOE_24hr35","Sanden80",0,0,0,134.79692,142.06748,143.07422,143.48948,143.75336,144.05954,141.8735,"Simulated"
1166,"DOE_24hr35","Sanden80",0,0,0,134.79008,142.06064,143.06756,143.48264,143.74652,144.0527,141.86669,"Simulated"
1167,"DOE_24hr35","Sanden80",0,0,0,134.78342,142.05398,143.06072,143.47598,143.73968,144.04586,141.85994,"Simulated"
1168,"DOE_24hr35","Sanden80",0,0,0,134.77658,142.04714,143.05388,143.46914,143.73284,144.03902,141.8531,"Simulated"
1169,"DOE_24hr35","Sanden80",0,0,0,134.76974,142.0403,143.04722,143.4623,143.72618,144.03236,141.84635,"Simulated"
1170,"DOE_24hr35","Sanden80",0,0,0,134.76308,142.03364,143.04038,143.45564,143.71934,144.02552,141.8396,"Simulated"
1171,"DOE_24hr35","Sanden80",0,0,0,134.75624,142.0268,143.03354,143.4488,143.7125,144.01868,141.83276,"Simulated"
1172,"DOE_24hr35","Sanden80",0,0,0,134.7494,142.01996,143.02688,143.44196,143.70584,144.01202,141.82601,"Simulated"
1173,"DOE_24hr35","Sanden80",0,0,0,134.74274,142.0133,143.02004,143.4353,143.699,144.00518,141.81926,"Simulated"
1174,"DOE_24hr35","Sanden80",0,0,0,134.7359,142.00646,143.0132,143.42846,143.69216,143.99834,141.81242,"Simulated"
1175,"DOE_24hr35","Sanden80",0,0,0,134.72906,141.99962,143.00654,143.42162,143.6855,143.99168,141.80567,"Simulated"
1176,"DOE_24hr35","Sanden80",0,0,0,134.7224,141.99296,142.9997,143.41496,143.67866,143.98484,141.79892,"Simulated"
1177,"DOE_24hr35","Sanden80",0,0,0,134.71556,141.98612,142.99286,143.40812,143.67182,143.978,141.79208,"Simulated"
1178,"DOE_24hr35","Sanden80",0,0,0,134.70872,141.97928,142.9862,143.40128,143.66516,143.97134,141.78533,"Simulated"
1179,"DOE_24hr35","Sanden80",0,0,0,134.70206,141.97262,142.97936,143.39462,143.65832,143.9645,141.77858,"Simulated"
1180,"DOE_24hr35","Sanden80",0,0,0,134.69522,141.96578,142.97252,143.38778,143.65148,143.95766,141.77174,"Simulated"
1181,"DOE_24hr35","Sanden80",0,0,0,134.68838,141.95894,142.96586,143.38094,143.64482,143.951,141.76499,"Simulated"
1182,"DOE_24hr35","Sanden80",0,0,0,134.68172,141.95228,142.95902,143.37428,143.63798,143.94416,141.75824,"Simulated"
1183,"DOE_24hr35","Sanden80",0,0,0,134.67488,141.94544,142.95218,143.36744,143.63114,143.93732,141.7514,"Simulated"
1184,"DOE_24hr35","Sanden80",0,0,0,134.66804,141.9386,142.94552,143.3606,143.62448,143.93066,141.74465,"Simulated"
1185,"DOE_24hr35","Sanden80",0,0,0,134.66138,141.93194,142.93868,143.35394,143.61764,143.92382,141.7379,"Simulated"
1186,"DOE_24hr35","Sanden80",0,0,0,134.65454,141.9251,142.93184,143.3471,143.61098,143.91698,141.73109,"Simulated"
1187,"DOE_24hr35","Sanden80",0,0,0,134.6477,141.91826,142.92518,143.34026,143.60414,143.91032,141.72431,"Simulated"
1188,"DOE_24hr35","Sanden80",0,0,0,134.64104,141.9116,142.91834,143.3336,143.5973,143.90348,141.71756,"Simulated"
1189,"DOE_24hr35","Sanden80",0,0,0,134.6342,141.90476,142.9115,143.32676,143.59064,143.89682,141.71078,"Simulated"
1190,"DOE_24hr35","Sanden80",0,0,0,134.62736,141.89792,142.90484,143.3201,143.5838,143.88998,141.704,"Simulated"
1191,"DOE_24hr35","Sanden80",0,0,0,134.6207,141.89126,142.898,143.31326,143.57696,143.88314,141.69722,"Simulated"
1192,"DOE_24hr35","Sanden80",0,0,0,134.61386,141.88442,142.89134,143.30642,143.5703,143.87648,141.69047,"Simulated"
1193,"DOE_24hr35","Sanden80",0,0,0,134.6072,141.87776,142.8845,143.29976,143.56346,143.86964,141.68372,"Simulated"
1194,"DOE_24hr35","Sanden80",0,0,0,134.60036,141.87092,142.87766,143.29292,143.55662,143.8628,141.67688,"Simulated"
1195,"DOE_24hr35","Sanden80",0,0,0,134.59352,141.86408,142.871,143.28608,143.54996,143.85614,141.67013,"Simulated"
1196,"DOE_24hr35","Sanden80",0,0,0,134.58686,141.85742,142.86416,143.27942,143.54312,143.8493,141.66338,"Simulated"
1197,"DOE_24hr35","Sanden80",0,0,0,134.58002,141.85058,142.85732,143.27258,143.53646,143.84264,141.6566,"Simulated"
1198,"DOE_24hr35","Sanden80",0,0,0,134.57318,141.84374,142.85066,143.26592,143.52962,143.8358,141.64982,"Simulated"
1199,"DOE_24hr35","Sanden80",0,0,0,134.56652,141.83708,142.84382,143.25908,143.52278,143.82896,141.64304,"Simulated"
1200,"DOE_24hr35","Sanden80",0,0,0,134.55968,141.83024,142.83716,143.25224,143.51612,143.8223,141.63629,"Simulated"
1201,"DOE_24hr35","Sanden80",0,0,0,134.55302,141.82358,142.83032,143.24558,143.50928,143.81546,141.62954,"Simulated"
1202,"DOE_24hr35","Sanden80",0,0,0,134.54618,141.81674,142.82348,143.23874,143.50262,143.80862,141.62273,"Simulated"
1203,"DOE_24hr35","Sanden80",0,0,0,134.53934,141.8099,142.81682,143.2319,143.49578,143.80196,141.61595,"Simulated"
1204,"DOE_24hr35","Sanden80",0,0,0,134.53268,141.80324,142.80998,143.22524,143.48894,143.79512,141.6092,"Simulated"
1205,"DOE_24hr35","Sanden80",0,0,0,134.52584,141.7964,142.80332,143.2184,143.48228,143.78846,141.60245,"Simulated"
1206,"DOE_24hr35","Sanden80",0,0,0,134.51918,141.78974,142.79648,143.21174,143.47544,143.78162,141.5957,"Simulated"
1207,"DOE_24hr35","Sanden80",0,0,0,134.51234,141.7829,142.78964,143.2049,143.46878,143.77478,141.58889,"Simulated"
1208,"DOE_24hr35","Sanden80",0,0,0,134.5055,141.77606,142.78298,143.19824,143.46194,143.76812,141.58214,"Simulated"
1209,"DOE_24hr35","Sanden80",0,0,0,134.49884,141.7694,142.77614,143.1914,143.4551,143.76128,141.57536,"Simulated"
1210,"DOE_24hr35","Sanden80",0,0,0,134.492,141.76256,142.76948,143.18456,143.44844,143.75462,141.56861,"Simulated"
1211,"DOE_24hr35","Sanden80",0,0,0,134.48534,141.7559,142.76264,143.1779,143.4416,143.74778,141.56186,"Simulated"
1212,"DOE_24hr35","Sanden80",0,0,0,134.4785,141.74906,142.7558,143.17106,143.43494,143.74112,141.55508,"Simulated"
1213,"DOE_24hr35","Sanden80",0,0,0,134.47184,141.74222,142.74914,143.1644,143.4281,143.73428,141.54833,"Simulated"
1214,"DOE_24hr35","Sanden80",0,0,0,134.465,141.73556,142.7423,143.15756,143.42126,143.72744,141.54152,"Simulated"
1215,"DOE_24hr35","Sanden80",0,0,0,134.45816,141.72872,142.73564,143.15072,143.4146,143.72078,141.53477,"Simulated"
1216,"DOE_24hr35","Sanden80",0,0,0,134.4515,141.72206,142.7288,143.14406,143.40776,143.71394,141.52802,"Simulated"
1217,"DOE_24hr35","Sanden80",0,0,0,134.44466,141.71522,142.72214,143.13722,143.4011,143.70728,141.52127,"Simulated"
1218,"DOE_24hr35","Sanden80",0,0,0,134.438,141.70856,142.7153,143.13056,143.39426,143.70044,141.51452,"Simulated"
1219,"DOE_24hr35","Sanden80",0,0,0,134.43116,141.70172,142.70846,143.12372,143.3876,143.69378,141.50774,"Simulated"
1220,"DOE_24hr35","Sanden80",0,0,0,134.4245,141.69488,142.7018,143.11706,143.38076,143.68694,141.50099,"Simulated"
1221,"DOE_24hr35","Sanden80",0,0,0,134.41766,141.68822,142.69496,143.11022,143.37392,143.6801,141.49418,"Simulated"
1222,"DOE_24hr35","Sanden80",0,0,0,134.41082,141.68138,142.6883,143.10338,143.36726,143.67344,141.48743,"Simulated"
1223,"DOE_24hr35","Sanden80",0,0,0,134.40416,141.67472,142.68146,143.09672,143.36042,143.6666,141.48068,"Simulated"
1224,"DOE_24hr35","Sanden80",0,0,0,134.39732,141.66788,142.6748,143.08988,143.35376,143.65994,141.47393,"Simulated"
1225,"DOE_24hr35","Sanden80",0,0,0,134.39066,141.66122,142.66796,143.08322,143.34692,143.6531,141.46718,"Simulated"
1226,"DOE_24hr35","Sanden80",0,0,0,134.38382,141.65438,142.6613,143.07638,143.34026,143.64644,141.46043,"Simulated"
1227,"DOE_24hr35","Sanden80",0,0,0,134.37716,141.64772,142.65446,143.06972,143.33342,143.6396,141.45368,"Simulated"
1228,"DOE_24hr35","Sanden80",0,0,0,134.37032,141.64088,142.64762,143.06288,143.32676,143.63294,141.4469,"Simulated"
1229,"DOE_24hr35","Sanden80",0,0,0,134.36366,141.63404,142.64096,143.05622,143.31992,143.6261,141.44015,"Simulated"
1230,"DOE_24hr35","Sanden80",0,0,0,134.35682,141.62738,142.63412,143.04938,143.31326,143.61926,141.43337,"Simulated"
1231,"DOE_24hr35","Sanden80",0,0,0,134.34998,141.62054,142.62746,143.04272,143.30642,143.6126,141.42662,"Simulated"
1232,"DOE_24hr35","Sanden80",0,0,0,134.34332,141.61388,142.62062,143.03588,143.29958,143.60576,141.41984,"Simulated"
1233,"DOE_24hr35","Sanden80",0,0,0,134.33648,141.60704,142.61396,143.02904,143.29292,143.5991,141.41309,"Simulated"
1234,"DOE_24hr35","Sanden80",0,0,0,134.32982,141.60038,142.60712,143.02238,143.28608,143.59226,141.40634,"Simulated"
1235,"DOE_24hr35","Sanden80",0,0,0,134.32298,141.59354,142.60046,143.01554,143.27942,143.5856,141.39959,"Simulated"
1236,"DOE_24hr35","Sanden80",0,0,0,134.31632,141.58688,142.59362,143.00888,143.27258,143.57876,141.39284,"Simulated"
1237,"DOE_24hr35","Sanden80",0,0,0,134.30948,141.58004,142.58696,143.00204,143.26592,143.5721,141.38609,"Simulated"
1238,"DOE_24hr35","Sanden80",0,0,0,134.30282,141.57338,142.58012,142.99538,143.25908,143.56526,141.37934,"Simulated"
1239,"DOE_24hr35","Sanden80",0,0,0,134.29598,141.56654,142.57346,142.98854,143.25242,143.5586,141.37259,"Simulated"
1240,"DOE_24hr35","Sanden80",0,0,0,134.28932,141.55988,142.56662,142.98188,143.24558,143.55176,141.36584,"Simulated"
1241,"DOE_24hr35","Sanden80",0,0,0,134.28248,141.55304,142.55996,142.97504,143.23892,143.5451,141.35909,"Simulated"
1242,"DOE_24hr35","Sanden80",0,0,0,134.27582,141.54638,142.55312,142.96838,143.23208,143.53826,141.35234,"Simulated"
1243,"DOE_24hr35","Sanden80",0,0,0,134.26898,141.53954,142.54646,142.96154,143.22542,143.5316,141.34559,"Simulated"
1244,"DOE_24hr35","Sanden80",0,0,0,134.26232,141.53288,142.53962,142.95488,143.21858,143.52476,141.33884,"Simulated"
1245,"DOE_24hr35","Sanden80",0,0,0,134.25548,141.52604,142.53296,142.94804,143.21192,143.5181,141.33209,"Simulated"
1246,"DOE_24hr35","Sanden80",0,0,0,134.24882,141.51938,142.52612,142.94138,143.20508,143.51126,141.32534,"Simulated"
1247,"DOE_24hr35","Sanden80",0,0,0,134.24198,141.51254,142.51946,142.93454,143.19842,143.5046,141.31859,"Simulated"
1248,"DOE_24hr35","Sanden80",0,0,0,134.23532,141.50588,142.51262,142.92788,143.19158,143.49776,141.31184,"Simulated"
1249,"DOE_24hr35","Sanden80",0,0,0,134.22848,141.49904,142.50596,142.92104,143.18492,143.4911,141.30509,"Simulated"
1250,"DOE_24hr35","Sanden80",0,0,0,134.22182,141.49238,142.49912,142.91438,143.17808,143.48426,141.29834,"Simulated"
1251,"DOE_24hr35","Sanden80",0,0,0,134.21498,141.48554,142.49246,142.90754,143.17142,143.4776,141.29159,"Simulated"
1252,"DOE_24hr35","Sanden80",0,0,0,134.20832,141.47888,142.48562,142.90088,143.16458,143.47076,141.28484,"Simulated"
1253,"DOE_24hr35","Sanden80",0,0,0,134.20148,141.47204,142.47896,142.89404,143.15792,143.4641,141.27809,"Simulated"
1254,"DOE_24hr35","Sanden80",0,0,0,134.19482,141.46538,142.47212,142.88738,143.15108,143.45726,141.27134,"Simulated"
1255,"DOE_24hr35","Sanden80",0,0,0,134.18798,141.45854,142.46546,142.88054,143.14442,143.4506,141.26459,"Simulated"
1256,"DOE_24hr35","Sanden80",0,0,0,134.18132,141.45188,142.45862,142.87388,143.13758,143.44376,141.25784,"Simulated"
1257,"DOE_24hr35","Sanden80",0,0,0,134.17448,141.44504,142.45196,142.86704,143.13092,143.4371,141.25109,"Simulated"
1258,"DOE_24hr35","Sanden80",0,0,0,134.16782,141.43838,142.44512,142.86038,143.12408,143.43026,141.24434,"Simulated"
1259,"DOE_24hr35","Sanden80",0,0,0,134.16098,141.43154,142.43846,142.85354,143.11742,143.4236,141.23759,"Simulated"
1260,"DOE_24hr35","Sanden80",0,0,0,134.15432,141.42488,142.43162,142.84688,143.11058,143.41676,141.23084,"Simulated"
1261,"DOE_24hr35","Sanden80",0,0,0,134.14748,141.41804,142.42496,142.84022,143.10392,143.4101,141.22412,"Simulated"
1262,"DOE_24hr35","Sanden80",0,0,0,134.14082,141.41138,142.41812,142.83338,143.09708,143.40326,141.21734,"Simulated"
1263,"DOE_24hr35","Sanden80",0,0,0,134.13416,141.40454,142.41146,142.82672,143.09042,143.3966,141.21065,"Simulated"
1264,"DOE_24hr35","Sanden80",0,0,0,134.12732,141.39788,142.40462,142.81988,143.08376,143.38994,141.2039,"Simulated"
1265,"DOE_24hr35","Sanden80",0,0,0,134.12066,141.39122,142.39796,142.81322,143.07692,143.3831,141.19718,"Simulated"
1266,"DOE_24hr35","Sanden80",0,0,0,134.11382,141.38438,142.3913,142.80638,143.07026,143.37644,141.19043,"Simulated"
1267,"DOE_24hr35","Sanden80",0,0,0,134.10716,141.37772,142.38446,142.79972,143.06342,143.3696,141.18368,"Simulated"
1268,"DOE_24hr35","Sanden80",0,0,0,134.10032,141.37088,142.3778,142.79288,143.05676,143.36294,141.17693,"Simulated"
1269,"DOE_24hr35","Sanden80",0,0,0,134.09366,141.36422,142.37096,142.78622,143.04992,143.3561,141.17018,"Simulated"
1270,"DOE_24hr35","Sanden80",0,0,0,134.08682,141.35738,142.3643,142.77938,143.04326,143.34944,141.16343,"Simulated"
1271,"DOE_24hr35","Sanden80",0,0,0,134.08016,141.35072,142.35746,142.77272,143.03642,143.3426,141.15668,"Simulated"
1272,"DOE_24hr35","Sanden80",0,0,0,134.07332,141.34388,142.3508,142.76606,143.02976,143.33594,141.14996,"Simulated"
1273,"DOE_24hr35","Sanden80",0,0,0,134.06666,141.33722,142.34396,142.75922,143.0231,143.3291,141.14321,"Simulated"
1274,"DOE_24hr35","Sanden80",0,0,0,134.06,141.33056,142.3373,142.75256,143.01626,143.32244,141.13652,"Simulated"
1275,"DOE_24hr35","Sanden80",0,0,0,134.05316,141.32372,142.33064,142.74572,143.0096,143.31578,141.12977,"Simulated"
1276,"DOE_24hr35","Sanden80",0,0,0,134.0465,141.31706,142.3238,142.73906,143.00276,143.30894,141.12302,"Simulated"
1277,"DOE_24hr35","Sanden80",0,0,0,134.03966,141.31022,142.31714,142.73222,142.9961,143.30228,141.11627,"Simulated"
1278,"DOE_24hr35","Sanden80",0,0,0,134.033,141.30356,142.3103,142.72556,142.98926,143.29544,141.10952,"Simulated"
1279,"DOE_24hr35","Sanden80",0,0,0,134.02616,141.29672,142.30364,142.7189,142.9826,143.28878,141.1028,"Simulated"
1280,"DOE_24hr35","Sanden80",0,0,0,134.0195,141.29006,142.2968,142.71206,142.97594,143.28194,141.09605,"Simulated"
1281,"DOE_24hr35","Sanden80",0,0,0,134.01284,141.2834,142.29014,142.7054,142.9691,143.27528,141.08936,"Simulated"
1282,"DOE_24hr35","Sanden80",0,0,0,134.006,141.27656,142.28348,142.69856,142.96244,143.26862,141.08261,"Simulated"
1283,"DOE_24hr35","Sanden80",0,0,0,133.99934,141.2699,142.27664,142.6919,142.9556,143.26178,141.07586,"Simulated"
1284,"DOE_24hr35","Sanden80",0,0,0,133.9925,141.26306,142.26998,142.68506,142.94894,143.25512,141.06911,"Simulated"
1285,"DOE_24hr35","Sanden80",0,0,0,133.98584,141.2564,142.26314,142.6784,142.9421,143.24828,141.06236,"Simulated"
1286,"DOE_24hr35","Sanden80",0,0,0,133.97918,141.24956,142.25648,142.67174,142.93544,143.24162,141.05567,"Simulated"
1287,"DOE_24hr35","Sanden80",0,0,0,133.97234,141.2429,142.24982,142.6649,142.92878,143.23496,141.04895,"Simulated"
1288,"DOE_24hr35","Sanden80",0,0,0,133.96568,141.23624,142.24298,142.65824,142.92194,143.22812,141.0422,"Simulated"
1289,"DOE_24hr35","Sanden80",0,0,0,133.95884,141.2294,142.23632,142.6514,142.91528,143.22146,141.03545,"Simulated"
1290,"DOE_24hr35","Sanden80",0,0,0,133.95218,141.22274,142.22948,142.64474,142.90844,143.21462,141.0287,"Simulated"
1291,"DOE_24hr35","Sanden80",0,0,0,133.94552,141.2159,142.22282,142.63808,142.90178,143.20796,141.02201,"Simulated"
1292,"DOE_24hr35","Sanden80",0,0,0,133.93868,141.20924,142.21616,142.63124,142.89512,143.2013,141.01529,"Simulated"
1293,"DOE_24hr35","Sanden80",0,0,0,133.93202,141.20258,142.20932,142.62458,142.88828,143.19446,141.00854,"Simulated"
1294,"DOE_24hr35","Sanden80",0,0,0,133.92518,141.19574,142.20266,142.61774,142.88162,143.1878,141.00179,"Simulated"
1295,"DOE_24hr35","Sanden80",0,0,0,133.91852,141.18908,142.19582,142.61108,142.87496,143.18096,140.99507,"Simulated"
1296,"DOE_24hr35","Sanden80",0,0,0,133.91186,141.18242,142.18916,142.60442,142.86812,143.1743,140.98838,"Simulated"
1297,"DOE_24hr35","Sanden80",0,0,0,133.90502,141.17558,142.1825,142.59758,142.86146,143.16764,140.98163,"Simulated"
1298,"DOE_24hr35","Sanden80",0,0,0,133.89836,141.16892,142.17566,142.59092,142.85462,143.1608,140.97488,"Simulated"
1299,"DOE_24hr35","Sanden80",0,0,0,133.89152,141.16208,142.169,142.58426,142.84796,143.15414,140.96816,"Simulated"
1300,"DOE_24hr35","Sanden80",0,0,0,133.88486,141.15542,142.16234,142.57742,142.8413,143.14748,140.96147,"Simulated"
1301,"DOE_24hr35","Sanden80",0,0,0,133.8782,141.14876,142.1555,142.57076,142.83446,143.14064,140.95472,"Simulated"
1302,"DOE_24hr35","Sanden80",0,0,0,133.87136,141.14192,142.14884,142.56392,142.8278,143.13398,140.94797,"Simulated"
1303,"DOE_24hr35","Sanden80",0,0,0,133.8647,141.13526,142.142,142.55726,142.82114,143.12714,140.94125,"Simulated"
1304,"DOE_24hr35","Sanden80",0,0,0,133.85804,141.1286,142.13534,142.5506,142.8143,143.12048,140.93456,"Simulated"
1305,"DOE_24hr35","Sanden80",0,0,0,133.8512,141.12176,142.12868,142.54376,142.80764,143.11382,140.92781,"Simulated"
1306,"DOE_24hr35","Sanden80",0,0,0,133.84454,141.1151,142.12184,142.5371,142.8008,143.10698,140.92106,"Simulated"
1307,"DOE_24hr35","Sanden80",0,0,0,133.83788,141.10826,142.11518,142.53044,142.79414,143.10032,140.91437,"Simulated"
1308,"DOE_24hr35","Sanden80",0,0,0,133.83104,141.1016,142.10852,142.5236,142.78748,143.09366,140.90765,"Simulated"
1309,"DOE_24hr35","Sanden80",0,0,0,133.82438,141.09494,142.10168,142.51694,142.78064,143.08682,140.9009,"Simulated"
1310,"DOE_24hr35","Sanden80",0,0,0,133.81754,141.0881,142.09502,142.51028,142.77398,143.08016,140.89418,"Simulated"
1311,"DOE_24hr35","Sanden80",0,0,0,133.81088,141.08144,142.08836,142.50344,142.76732,143.0735,140.88749,"Simulated"
1312,"DOE_24hr35","Sanden80",0,0,0,133.80422,141.07478,142.08152,142.49678,142.76048,143.06666,140.88074,"Simulated"
1313,"DOE_24hr35","Sanden80",0,0,0,133.79738,141.06794,142.07486,142.49012,142.75382,143.06,140.87402,"Simulated"
1314,"DOE_24hr35","Sanden80",0,0,0,133.79072,141.06128,142.0682,142.48328,142.74716,143.05334,140.86733,"Simulated"
1315,"DOE_24hr35","Sanden80",0,0,0,133.78406,141.05462,142.06136,142.47662,142.74032,143.0465,140.86058,"Simulated"
1316,"DOE_24hr35","Sanden80",0,0,0,133.77722,141.04778,142.0547,142.46996,142.73366,143.03984,140.85386,"Simulated"
1317,"DOE_24hr35","Sanden80",0,0,0,133.77056,141.04112,142.04804,142.46312,142.727,143.03318,140.84717,"Simulated"
1318,"DOE_24hr35","Sanden80",0,0,0,133.7639,141.03446,142.0412,142.45646,142.72016,143.02634,140.84042,"Simulated"
1319,"DOE_24hr35","Sanden80",0,0,0,133.75706,141.02762,142.03454,142.4498,142.7135,143.01968,140.8337,"Simulated"
