default 10.213
time(min),temperature(C)
512, 10.450
513, 10.267
514, 10.150
515, 10.083
516, 9.933
517, 10.217
518, 10.700
519, 10.583
520, 10.383
521, 10.233
522, 10.150
523, 10.033
524, 9.983
525, 10.283
526, 10.783
527, 10.533
528, 10.300
529, 10.183
530, 10.083
531, 10.033
532, 9.983
533, 10.300
534, 10.667
535, 10.567
536, 10.350
537, 10.200
538, 10.133
539, 9.967
540, 9.950
541, 10.383
542, 10.700
543, 10.567
544, 10.350
545, 10.200
546, 10.067
547, 10.000
548, 10.000
549, 10.233
550, 10.733
551, 10.550
552, 10.383
553, 10.167
554, 10.083
555, 10.033
556, 9.917
557, 10.200
558, 10.700
559, 10.567
560, 10.333
561, 10.217
562, 10.067
563, 9.967
564, 10.000
565, 10.500
566, 10.617
567, 10.433
568, 10.233
569, 10.100
570, 10.033
571, 9.933
572, 10.183
573, 10.683
574, 10.583
575, 10.300
576, 10.167
577, 10.050
578, 9.983
579, 10.033
580, 10.583
581, 10.650
582, 10.433
583, 10.217
584, 10.083
585, 10.033
586, 9.967
587, 10.433
588, 10.700
589, 10.583
590, 10.317
591, 10.150
592, 10.033
593, 9.967
594, 10.133
595, 10.600
596, 10.617
597, 10.333
598, 10.183
599, 10.050
600, 9.983
601, 9.983
602, 10.517
603, 10.667
604, 10.467
605, 10.250
606, 10.150
607, 9.983
608, 9.950
609, 10.333
610, 10.667
611, 10.483
612, 10.333
613, 10.167
614, 10.017
615, 9.917
616, 10.017
617, 10.567
618, 10.567
619, 10.433
620, 10.333
621, 10.300
622, 10.050
623, 9.950
624, 9.933
625, 10.367
626, 10.667
627, 10.433
628, 10.250
629, 10.117
630, 9.983
631, 9.967
632, 10.217
633, 10.650
634, 10.533
635, 10.417
636, 10.267
637, 10.133
638, 10.067
639, 9.950
640, 10.033
641, 10.467
642, 10.750
643, 10.550
644, 10.317
645, 10.183
646, 10.117
647, 10.050
648, 10.033
649, 10.100
650, 10.683
651, 10.600
652, 10.450
653, 10.283
654, 10.167
655, 10.067
656, 10.067
657, 10.067
658, 10.583
659, 10.700
660, 10.533
661, 10.267
662, 10.200
663, 10.133
664, 10.000
665, 9.967
666, 10.283
667, 10.750
668, 10.617
669, 10.367
670, 10.250
671, 10.150
672, 10.033
673, 10.000
674, 10.133
675, 10.717
676, 10.683
677, 10.467
678, 10.267
679, 10.150
680, 10.133
681, 10.000
682, 9.967
683, 10.533
684, 10.717
685, 10.500
686, 10.283
687, 10.183
688, 10.117
689, 10.000
690, 10.050
691, 10.533
692, 10.683
693, 10.517
694, 10.267
695, 10.133
696, 9.950
697, 9.850
698, 10.117
699, 10.350
700, 10.100
701, 10.017
702, 10.017
703, 10.433
704, 10.417
705, 10.150
706, 9.917
707, 9.817
708, 10.133
709, 10.217
710, 10.200
711, 10.317
712, 10.517
713, 10.183
714, 10.067
715, 9.883
716, 9.983
717, 10.250
718, 10.050
719, 10.050
720, 10.383
721, 10.400
722, 10.200
723, 9.967
724, 9.817
725, 10.150
726, 10.183
727, 10.167
728, 10.350
729, 10.300
730, 10.067
731, 10.067
732, 10.417
733, 10.400
734, 10.200
735, 9.933
736, 9.833
737, 10.167
738, 10.133
739, 10.167
740, 10.417
741, 10.283
742, 10.067
743, 10.033
744, 10.367
745, 10.400
746, 10.133
747, 9.900
748, 9.867
749, 10.200
750, 10.133
751, 10.283
752, 10.433
753, 10.233
754, 10.000
755, 10.017
756, 10.333
757, 10.300
758, 10.050
759, 9.850
760, 10.017
761, 10.233
762, 10.117
763, 10.350
764, 10.417
765, 10.233
766, 9.917
767, 10.033
768, 10.367
769, 10.200
770, 9.983
771, 9.850
772, 10.217
773, 10.300
774, 10.083
775, 10.000
776, 10.283
777, 10.450
778, 10.250
779, 10.083
780, 9.817
781, 10.133
782, 10.283
783, 10.083
784, 10.150
785, 10.483
786, 10.350
787, 10.083
788, 9.900
789, 9.917
790, 10.233
791, 10.117
792, 10.233
793, 10.417
794, 10.300
795, 10.033
796, 9.933
797, 10.267
798, 10.317
799, 10.100
800, 10.000
801, 10.233
802, 10.367
803, 10.150
804, 9.933
805, 9.850
806, 10.167
807, 10.183
808, 10.150
809, 10.450
810, 10.317
811, 10.133
812, 9.933
813, 10.150
814, 10.400
815, 10.217
816, 10.033
817, 9.883
818, 10.067
819, 10.233
820, 10.167
821, 10.433
822, 10.383
823, 10.133
824, 9.950
825, 9.983
826, 10.250
827, 10.183
828, 10.350
829, 10.467
830, 10.267
831, 10.017
832, 9.900
833, 10.267
834, 10.250
835, 10.083
836, 10.200
837, 10.450
838, 10.517
839, 10.350
840, 10.050
841, 9.867
842, 9.917
843, 10.267
844, 10.167
845, 10.300
846, 10.400
847, 10.250
848, 10.033
849, 9.950
850, 10.317
851, 10.400
852, 10.167
853, 9.967
854, 9.967
855, 10.250
856, 10.450
857, 10.450
858, 10.350
859, 10.217
860, 10.083
861, 10.033
862, 10.017
863, 10.183
864, 10.633
865, 10.633
866, 10.450
867, 10.233
868, 10.167
869, 10.100
870, 10.033
871, 10.017
872, 10.317
873, 10.583
874, 10.450
875, 10.300
876, 10.183
877, 10.083
878, 10.067
879, 10.000
880, 10.433
881, 10.700
882, 10.533
883, 10.333
884, 10.217
885, 10.117
886, 10.033
887, 9.983
888, 10.200
889, 10.700
890, 10.667
891, 10.467
892, 10.283
893, 10.167
894, 10.083
895, 10.017
896, 10.033
897, 10.300
898, 10.750
899, 10.633
900, 10.383
901, 10.167
902, 10.100
903, 10.067
904, 10.000
905, 10.100
906, 10.617
907, 10.650
908, 10.483
909, 10.300
910, 10.150
911, 10.083
912, 10.017
913, 10.033
914, 10.550
915, 10.617
916, 10.533
917, 10.300
918, 10.167
919, 10.033
920, 9.983
921, 10.067
922, 10.517
923, 10.667
924, 10.433
925, 10.233
926, 10.100
927, 10.067
928, 9.950
929, 10.017
930, 10.567
931, 10.600
932, 10.400
933, 10.233
934, 10.117
935, 10.000
936, 9.950
937, 10.083
938, 10.650
939, 10.650
940, 10.450
941, 10.217
942, 10.100
943, 10.000
944, 10.017
945, 10.250
946, 10.683
947, 10.517
948, 10.317
949, 10.183
950, 10.117
951, 10.000
952, 10.017
953, 10.600
954, 10.567
955, 10.467
956, 10.233
957, 10.100
958, 10.033
959, 9.983
960, 10.283
961, 10.633
962, 10.550
963, 10.350
964, 10.167
965, 10.117
966, 10.033
967, 10.033
968, 10.417
969, 10.650
970, 10.450
971, 10.267
972, 10.200
973, 10.067
974, 10.000
975, 10.067
976, 10.650
977, 10.617
978, 10.467
979, 10.300
980, 10.150
981, 10.100
982, 9.967
983, 10.117
984, 10.617
985, 10.650
986, 10.483
987, 10.283
988, 10.133
989, 10.000
990, 10.017
991, 10.133
992, 10.600
993, 10.533
994, 10.333
995, 10.200
996, 10.100
997, 10.033
998, 10.033
999, 10.333
1000, 10.667
1001, 10.567
1002, 10.350
1003, 10.350
1004, 10.117
1005, 10.017
1006, 9.967
1007, 10.300
1008, 10.650
1009, 10.500
1010, 10.350
1011, 10.150
1012, 10.050
1013, 10.000
1014, 10.017
1015, 10.550
1016, 10.550
1017, 10.367
1018, 10.217
1019, 10.083
1020, 10.033
1021, 10.000
1022, 10.350
1023, 10.600
1024, 10.450
1025, 10.250
1026, 10.200
1027, 9.933
1028, 9.800
1029, 10.100
1030, 10.283
1031, 10.167
1032, 10.183
1033, 10.483
1034, 10.317
1035, 10.083
1036, 9.883
1037, 10.033
1038, 10.233
1039, 10.117
1040, 10.217
1041, 10.200
1042, 10.033
1043, 10.133
1044, 10.350
1045, 10.200
1046, 10.000
1047, 10.100
1048, 10.433
1049, 10.283
1050, 10.017
1051, 9.867
1052, 10.117
1053, 10.333
1054, 10.200
1055, 9.950
1056, 10.100
1057, 10.267
1058, 10.150
1059, 10.100
1060, 10.317
1061, 10.383
1062, 10.133
1063, 9.950
1064, 10.267
1065, 10.400
1066, 10.150
1067, 9.933
1068, 9.883
1069, 10.200
1070, 10.117
1071, 10.183
1072, 10.350
1073, 10.233
1074, 10.017
1075, 10.400
1076, 10.517
1077, 10.300
1078, 10.017
1079, 9.817
1080, 10.083
1081, 10.083
1082, 10.100
1083, 10.233
1084, 10.167
1085, 10.017
1086, 10.383
1087, 10.483
1088, 10.267
1089, 10.000
1090, 9.800
1091, 10.067
1092, 10.167
1093, 10.100
1094, 10.317
1095, 10.283
1096, 10.017
1097, 9.967
1098, 10.333
1099, 10.317
1100, 10.083
1101, 10.000
1102, 10.317
1103, 10.400
1104, 10.133
1105, 9.867
1106, 10.067
1107, 10.267
1108, 10.167
1109, 10.267
1110, 10.333
1111, 10.133
1112, 9.850
1113, 10.283
1114, 10.400
1115, 10.200
1116, 9.933
1117, 9.983
1118, 10.267
1119, 10.217
1120, 10.017
1121, 10.250
1122, 10.450
1123, 10.250
1124, 9.950
1125, 9.867
1126, 10.217
1127, 10.217
1128, 10.167
1129, 10.267
1130, 10.217
1131, 10.133
1132, 10.117
1133, 10.450
1134, 10.533
1135, 10.433
1136, 10.283
1137, 10.117
1138, 9.933
1139, 9.900
1140, 10.333
1141, 10.500
1142, 10.350
1143, 10.117
1144, 10.017
1145, 9.967
1146, 10.083
1147, 10.500
1148, 10.400
1149, 10.250
1150, 10.133
1151, 9.983
1152, 9.850
1153, 10.200
1154, 10.500
1155, 10.383
1156, 10.167
1157, 9.967
1158, 9.950
1159, 10.167
1160, 10.500
1161, 10.383
1162, 10.200
1163, 10.000
1164, 9.917
1165, 10.083
1166, 10.517
1167, 10.417
1168, 10.217
1169, 10.050
1170, 9.967
1171, 9.917
1172, 10.350
1173, 10.517
1174, 10.333
1175, 10.133
1176, 10.000
1177, 9.933
1178, 10.183
1179, 10.517
1180, 10.350
1181, 10.167
1182, 10.017
1183, 9.917
1184, 10.183
1185, 10.500
1186, 10.400
1187, 10.200
1188, 10.050
1189, 9.933
1190, 10.117
1191, 10.517
1192, 10.433
1193, 10.283
1194, 10.033
1195, 9.917
1196, 10.050
1197, 10.467
1198, 10.400
1199, 10.233
1200, 10.033
1201, 9.917
1202, 10.033
1203, 10.517
1204, 10.417
1205, 10.283
1206, 10.017
1207, 9.917
1208, 10.117
1209, 10.450
1210, 10.450
1211, 10.183
1212, 10.067
1213, 10.000
1214, 10.017
1215, 10.500
1216, 10.467
1217, 10.217
1218, 10.033
1219, 9.917
1220, 9.950
1221, 10.417
1222, 10.533
1223, 10.267
1224, 10.083
1225, 9.950
1226, 10.017
1227, 10.367
1228, 10.483
1229, 10.267
1230, 10.100
1231, 9.933
1232, 9.967
1233, 10.350
1234, 10.533
1235, 10.317
1236, 10.133
1237, 9.967
1238, 9.883
1239, 10.083
1240, 10.500
1241, 10.333
1242, 10.183
1243, 10.050
1244, 9.850
1245, 10.217
1246, 10.500
1247, 10.367
1248, 10.183
1249, 9.967
1250, 9.900
1251, 10.167
1252, 10.517
1253, 10.367
1254, 10.117
1255, 9.983
1256, 9.917
1257, 10.333
1258, 10.483
1259, 10.400
1260, 10.150
1261, 9.933
1262, 9.933
1263, 10.267
1264, 10.450
1265, 10.200
1266, 10.067
1267, 9.917
1268, 9.983
1269, 10.400
1270, 10.500
1271, 10.283
1272, 10.100
1273, 9.900
1274, 9.983
1275, 10.400
1276, 10.450
1277, 10.183
1278, 10.083
1279, 9.933
1280, 10.000
1281, 10.433
1282, 10.400
1283, 10.200
1284, 10.050
1285, 9.933
1286, 10.017
1287, 10.367
1288, 10.483
1289, 10.217
1290, 10.033
1291, 9.950
1292, 10.017
1293, 10.500
1294, 10.400
1295, 10.150
1296, 10.033
1297, 9.883
1298, 10.117
1299, 10.483
1300, 10.400
1301, 10.133
1302, 10.000
1303, 9.917
1304, 10.117
1305, 10.483
1306, 10.333
1307, 10.183
1308, 10.033
1309, 9.867
1310, 10.183
1311, 10.517
1312, 10.333
1313, 10.150
1314, 10.000
1315, 9.850
1316, 10.117
1317, 10.417
1318, 10.317
1319, 10.117
1320, 9.983
1321, 9.917
1322, 10.333
1323, 10.450
1324, 10.200
1325, 10.067
1326, 9.933
1327, 9.967
1328, 10.433
1329, 10.417
1330, 10.250
1331, 10.067
1332, 9.883
1333, 9.950
1334, 10.367
1335, 10.433
1336, 10.233
1337, 10.033
1338, 9.967
1339, 10.033
1340, 10.450
1341, 10.417
1342, 10.183
1343, 10.000
1344, 9.900
1345, 10.117
1346, 10.467
1347, 10.433
1348, 10.250
1349, 9.983
1350, 9.800
1351, 10.133
1352, 10.483
1353, 10.300
1354, 10.133
1355, 9.900
1356, 9.917
1357, 10.300
1358, 10.483
1359, 10.267
1360, 10.117
1361, 9.967
1362, 9.950
1363, 10.383
1364, 10.400
1365, 10.267
1366, 10.050
1367, 9.933
1368, 10.033
1369, 10.467
1370, 10.383
1371, 10.183
1372, 10.067
1373, 9.950
1374, 10.217
1375, 10.417
1376, 10.283
1377, 10.067
1378, 9.900
1379, 9.917
1380, 10.350
1381, 10.383
1382, 10.200
1383, 9.983
1384, 9.933
1385, 10.150
1386, 10.433
1387, 10.267
1388, 10.100
1389, 9.967
1390, 9.883
1391, 10.333
1392, 10.433
1393, 10.200
1394, 10.067
1395, 9.950
1396, 9.967
1397, 10.400
1398, 10.417
1399, 10.200
1400, 10.100
1401, 9.933
1402, 9.983
1403, 10.433
1404, 10.450
1405, 10.183
1406, 9.983
1407, 9.883
1408, 10.067
1409, 10.433
1410, 10.350
1411, 10.133
1412, 10.000
1413, 9.867
1414, 10.150
1415, 10.450
1416, 10.317
1417, 10.083
1418, 9.917
1419, 9.967
1420, 10.417
1421, 10.400
1422, 10.183
1423, 10.000
1424, 9.833
1425, 10.117
1426, 10.433
1427, 10.217
1428, 10.067
1429, 9.900
1430, 10.083
1431, 10.483
1432, 10.350
1433, 10.167
1434, 10.050
1435, 9.850
1436, 10.167
1437, 10.450
1438, 10.267
1439, 10.050
