minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
1,0,0,0,50.000000,0.000000,0.000000,0.700000,50.000000,115.778966,125.298966,125.298966,125.298966,126.488966,126.488966,126.488966,126.488966,126.488966,126.488966,126.488966,126.488966,120.538966,125.298966,126.488966,126.488966,126.488966,126.488966,2.103058
2,0,0,0,50.000000,0.000000,0.000000,1.700000,50.000000,95.423863,118.773240,121.650395,121.650395,125.938889,126.478356,126.478356,126.478356,126.478356,126.478356,126.478356,126.478356,107.098551,121.650395,126.208623,126.478356,126.478356,126.478356,2.390930
3,0,0,0,50.000000,0.000000,0.000000,1.700000,50.000000,85.295655,107.533306,115.638570,116.508111,123.984587,126.223613,126.468171,126.468171,126.468171,126.468171,126.468171,126.468171,96.414481,116.073340,125.104100,126.468171,126.468171,126.468171,2.765591
4,0,0,0,50.000000,0.000000,0.000000,1.700000,50.000000,79.088987,97.860507,107.535138,110.301628,120.585491,125.198828,126.347545,126.458412,126.458412,126.458412,126.458412,126.458412,88.474747,108.918383,122.892160,126.402978,126.458412,126.458412,3.201293
5,0,0,0,50.000000,0.000000,0.000000,1.700000,50.000000,74.546111,90.178626,99.377662,103.309782,115.914138,123.098114,125.817458,126.398817,126.449076,126.449076,126.449076,126.449076,82.362369,101.343722,119.506126,126.108138,126.449076,126.449076,3.669538
6,1,0,0,50.000000,0.005416,0.000000,1.700000,50.000000,73.319748,83.989999,92.066468,96.279660,110.191253,119.832467,124.575778,126.126357,126.417381,126.440166,126.440166,126.440166,78.654873,94.173064,115.011860,125.351068,126.428774,126.440166,4.141504
7,1,0,0,50.000000,0.005219,0.000000,1.700000,50.000000,71.459116,79.821885,85.984564,89.960917,103.876148,115.453267,122.416961,125.414912,126.276934,126.421321,126.431650,126.431650,75.640501,87.972741,109.664708,123.915937,126.349128,126.431650,4.540463
8,1,0,0,50.000000,0.005054,0.000000,1.700000,50.000000,69.582015,76.462361,81.211846,84.523324,97.559786,110.196850,119.251963,124.047718,125.878027,126.347742,126.418844,126.423526,73.022188,82.867585,103.878318,121.649840,126.112885,126.421185,4.899534
9,1,0,0,50.000000,0.004917,0.000000,1.700000,50.000000,67.861026,73.639658,77.377091,80.017869,91.642192,104.460316,115.139246,121.865910,125.040555,126.127073,126.378879,126.413671,70.750342,78.697480,98.051254,118.502578,125.583814,126.396275,5.216216
10,1,0,0,50.000000,0.004887,0.000000,0.700000,50.000000,69.436180,73.555850,75.627259,77.461175,89.464727,102.060008,113.138255,120.602675,124.440363,125.916665,126.324284,126.399586,71.496015,76.544217,95.762368,116.870465,125.178514,126.361935,5.287492
11,1,0,0,50.000000,0.004917,0.000000,0.000000,50.000000,70.893813,74.515710,75.926142,77.512257,89.457103,102.052384,113.130631,120.595051,124.432739,125.909041,126.316660,126.391962,72.704762,76.719199,95.754743,116.862841,125.170890,126.354311,5.217419
12,1,0,0,50.000000,0.004946,0.000000,0.000000,50.000000,72.068649,75.396936,76.451104,77.678090,89.449447,102.044726,113.122973,120.587394,124.425082,125.901383,126.309003,126.384304,73.732793,77.064597,95.747087,116.855183,125.163233,126.346653,5.148579
13,1,0,0,50.000000,0.004975,0.000000,0.000000,50.000000,73.076443,76.197229,77.054112,77.993349,89.441760,102.037036,113.115283,120.579703,124.417392,125.893693,126.301312,126.376614,74.636836,77.523731,95.739398,116.847493,125.155542,126.338963,5.080955
14,1,0,0,50.000000,0.005004,0.000000,0.000000,50.000000,73.986003,76.943838,77.674970,78.422277,89.434044,102.029314,113.107560,120.571981,124.409669,125.885971,126.293590,126.368891,75.464920,78.048623,95.731679,116.839771,125.147820,126.331241,5.014529
15,1,0,0,50.000000,0.005032,0.000000,0.000000,50.000000,74.836425,77.657753,78.299946,78.918628,89.426307,102.021559,113.099806,120.564226,124.401914,125.878216,126.285835,126.361136,76.247089,78.609287,95.723933,116.832016,125.140065,126.323486,4.949282
16,1,0,0,50.000000,0.005061,0.000000,0.000000,50.000000,75.648151,78.350642,78.925612,79.453827,89.418561,102.013772,113.092019,120.556439,124.394127,125.870429,126.278048,126.353349,76.999397,79.189720,95.716166,116.824229,125.132278,126.315699,4.885197
17,1,0,0,50.000000,0.005089,0.000000,0.000000,50.000000,76.432205,79.028731,79.550602,80.012093,89.410832,102.005953,113.084200,120.548620,124.386308,125.862610,126.270229,126.345531,77.730468,79.781347,95.708392,116.816410,125.124459,126.307880,4.822256
