minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
1,0,0,0,67.500000,0.000000,0.000000,2.350000,58.000000,118.166036,118.166036,130.666387,130.666387,133.791474,133.791474,133.791474,133.791474,133.791474,133.791474,133.791474,133.791474,118.166036,130.666387,133.791474,133.791474,133.791474,133.791474,2.342639
2,0,0,0,67.500000,0.000000,0.000000,3.000000,58.000000,103.750361,103.750361,122.118809,122.118809,132.796618,132.796618,133.783488,133.783488,133.783488,133.783488,133.783488,133.783488,103.750361,122.118809,132.796618,133.783488,133.783488,133.783488,2.683230
3,0,0,0,67.500000,0.000000,0.000000,3.000000,58.000000,93.797993,93.797993,111.808238,111.808238,129.417232,129.417232,133.464398,133.464398,133.776041,133.776041,133.776041,133.776041,93.797993,111.808238,129.417232,133.464398,133.776041,133.776041,2.992959
4,0,0,0,67.500000,0.000000,0.000000,2.350000,58.000000,88.670738,88.670738,103.610986,103.610986,125.054299,125.054299,132.456233,132.456233,133.691926,133.691926,133.769017,133.769017,88.670738,103.610986,125.054299,132.456233,133.691926,133.769017,3.201327
5,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.663715,88.663715,103.603963,103.603963,125.047275,125.047275,132.449210,132.449210,133.684903,133.684903,133.761994,133.761994,88.663715,103.603963,125.047275,132.449210,133.684903,133.761994,3.201548
6,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.656692,88.656692,103.596941,103.596941,125.040253,125.040253,132.442187,132.442187,133.677881,133.677881,133.754972,133.754972,88.656692,103.596941,125.040253,132.442187,133.677881,133.754972,3.201770
7,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.649671,88.649671,103.589919,103.589919,125.033232,125.033232,132.435166,132.435166,133.670859,133.670859,133.747950,133.747950,88.649671,103.589919,125.033232,132.435166,133.670859,133.747950,3.201991
8,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.642650,88.642650,103.582899,103.582899,125.026211,125.026211,132.428145,132.428145,133.663839,133.663839,133.740930,133.740930,88.642650,103.582899,125.026211,132.428145,133.663839,133.740930,3.202213
9,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.635631,88.635631,103.575879,103.575879,125.019192,125.019192,132.421126,132.421126,133.656820,133.656820,133.733910,133.733910,88.635631,103.575879,125.019192,132.421126,133.656820,133.733910,3.202435
10,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.628612,88.628612,103.568861,103.568861,125.012173,125.012173,132.414107,132.414107,133.649801,133.649801,133.726892,133.726892,88.628612,103.568861,125.012173,132.414107,133.649801,133.726892,3.202656
11,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.621595,88.621595,103.561843,103.561843,125.005156,125.005156,132.407090,132.407090,133.642783,133.642783,133.719874,133.719874,88.621595,103.561843,125.005156,132.407090,133.642783,133.719874,3.202878
12,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.614578,88.614578,103.554827,103.554827,124.998139,124.998139,132.400073,132.400073,133.635767,133.635767,133.712857,133.712857,88.614578,103.554827,124.998139,132.400073,133.635767,133.712857,3.203099
13,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.607563,88.607563,103.547811,103.547811,124.991123,124.991123,132.393058,132.393058,133.628751,133.628751,133.705842,133.705842,88.607563,103.547811,124.991123,132.393058,133.628751,133.705842,3.203320
14,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.600548,88.600548,103.540796,103.540796,124.984109,124.984109,132.386043,132.386043,133.621736,133.621736,133.698827,133.698827,88.600548,103.540796,124.984109,132.386043,133.621736,133.698827,3.203542
15,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.593534,88.593534,103.533782,103.533782,124.977095,124.977095,132.379029,132.379029,133.614723,133.614723,133.691813,133.691813,88.593534,103.533782,124.977095,132.379029,133.614723,133.691813,3.203763
16,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.586521,88.586521,103.526769,103.526769,124.970082,124.970082,132.372016,132.372016,133.607710,133.607710,133.684800,133.684800,88.586521,103.526769,124.970082,132.372016,133.607710,133.684800,3.203984
17,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.579509,88.579509,103.519758,103.519758,124.963070,124.963070,132.365004,132.365004,133.600698,133.600698,133.677789,133.677789,88.579509,103.519758,124.963070,132.365004,133.600698,133.677789,3.204206
18,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.572498,88.572498,103.512747,103.512747,124.956059,124.956059,132.357993,132.357993,133.593687,133.593687,133.670778,133.670778,88.572498,103.512747,124.956059,132.357993,133.593687,133.670778,3.204427
19,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.565488,88.565488,103.505737,103.505737,124.949049,124.949049,132.350983,132.350983,133.586677,133.586677,133.663768,133.663768,88.565488,103.505737,124.949049,132.350983,133.586677,133.663768,3.204648
20,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.558479,88.558479,103.498727,103.498727,124.942040,124.942040,132.343974,132.343974,133.579668,133.579668,133.656758,133.656758,88.558479,103.498727,124.942040,132.343974,133.579668,133.656758,3.204870
21,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.551471,88.551471,103.491719,103.491719,124.935032,124.935032,132.336966,132.336966,133.572660,133.572660,133.649750,133.649750,88.551471,103.491719,124.935032,132.336966,133.572660,133.649750,3.205091
22,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.544464,88.544464,103.484712,103.484712,124.928025,124.928025,132.329959,132.329959,133.565653,133.565653,133.642743,133.642743,88.544464,103.484712,124.928025,132.329959,133.565653,133.642743,3.205312
23,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.537458,88.537458,103.477706,103.477706,124.921019,124.921019,132.322953,132.322953,133.558646,133.558646,133.635737,133.635737,88.537458,103.477706,124.921019,132.322953,133.558646,133.635737,3.205533
24,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.530452,88.530452,103.470701,103.470701,124.914013,124.914013,132.315947,132.315947,133.551641,133.551641,133.628732,133.628732,88.530452,103.470701,124.914013,132.315947,133.551641,133.628732,3.205754
25,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.523448,88.523448,103.463696,103.463696,124.907009,124.907009,132.308943,132.308943,133.544637,133.544637,133.621727,133.621727,88.523448,103.463696,124.907009,132.308943,133.544637,133.621727,3.205975
26,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.516445,88.516445,103.456693,103.456693,124.900006,124.900006,132.301940,132.301940,133.537633,133.537633,133.614724,133.614724,88.516445,103.456693,124.900006,132.301940,133.537633,133.614724,3.206196
27,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.509442,88.509442,103.449691,103.449691,124.893003,124.893003,132.294937,132.294937,133.530631,133.530631,133.607722,133.607722,88.509442,103.449691,124.893003,132.294937,133.530631,133.607722,3.206418
28,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.502441,88.502441,103.442689,103.442689,124.886002,124.886002,132.287936,132.287936,133.523629,133.523629,133.600720,133.600720,88.502441,103.442689,124.886002,132.287936,133.523629,133.600720,3.206639
29,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.495440,88.495440,103.435688,103.435688,124.879001,124.879001,132.280935,132.280935,133.516629,133.516629,133.593719,133.593719,88.495440,103.435688,124.879001,132.280935,133.516629,133.593719,3.206860
30,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.488441,88.488441,103.428689,103.428689,124.872001,124.872001,132.273936,132.273936,133.509629,133.509629,133.586720,133.586720,88.488441,103.428689,124.872001,132.273936,133.509629,133.586720,3.207081
31,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.481442,88.481442,103.421690,103.421690,124.865003,124.865003,132.266937,132.266937,133.502631,133.502631,133.579721,133.579721,88.481442,103.421690,124.865003,132.266937,133.502631,133.579721,3.207302
32,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.474444,88.474444,103.414692,103.414692,124.858005,124.858005,132.259939,132.259939,133.495633,133.495633,133.572723,133.572723,88.474444,103.414692,124.858005,132.259939,133.495633,133.572723,3.207522
33,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.467447,88.467447,103.407696,103.407696,124.851008,124.851008,132.252942,132.252942,133.488636,133.488636,133.565727,133.565727,88.467447,103.407696,124.851008,132.252942,133.488636,133.565727,3.207743
34,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.460452,88.460452,103.400700,103.400700,124.844012,124.844012,132.245947,132.245947,133.481640,133.481640,133.558731,133.558731,88.460452,103.400700,124.844012,132.245947,133.481640,133.558731,3.207964
35,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.453457,88.453457,103.393705,103.393705,124.837018,124.837018,132.238952,132.238952,133.474645,133.474645,133.551736,133.551736,88.453457,103.393705,124.837018,132.238952,133.474645,133.551736,3.208185
36,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.446463,88.446463,103.386711,103.386711,124.830024,124.830024,132.231958,132.231958,133.467651,133.467651,133.544742,133.544742,88.446463,103.386711,124.830024,132.231958,133.467651,133.544742,3.208406
37,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.439470,88.439470,103.379718,103.379718,124.823031,124.823031,132.224965,132.224965,133.460658,133.460658,133.537749,133.537749,88.439470,103.379718,124.823031,132.224965,133.460658,133.537749,3.208627
38,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.432478,88.432478,103.372726,103.372726,124.816039,124.816039,132.217973,132.217973,133.453666,133.453666,133.530757,133.530757,88.432478,103.372726,124.816039,132.217973,133.453666,133.530757,3.208847
39,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.425487,88.425487,103.365735,103.365735,124.809047,124.809047,132.210982,132.210982,133.446675,133.446675,133.523766,133.523766,88.425487,103.365735,124.809047,132.210982,133.446675,133.523766,3.209068
40,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.418496,88.418496,103.358745,103.358745,124.802057,124.802057,132.203991,132.203991,133.439685,133.439685,133.516776,133.516776,88.418496,103.358745,124.802057,132.203991,133.439685,133.516776,3.209289
41,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.411507,88.411507,103.351755,103.351755,124.795068,124.795068,132.197002,132.197002,133.432696,133.432696,133.509786,133.509786,88.411507,103.351755,124.795068,132.197002,133.432696,133.509786,3.209510
42,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.404519,88.404519,103.344767,103.344767,124.788080,124.788080,132.190014,132.190014,133.425707,133.425707,133.502798,133.502798,88.404519,103.344767,124.788080,132.190014,133.425707,133.502798,3.209730
43,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.397532,88.397532,103.337780,103.337780,124.781092,124.781092,132.183027,132.183027,133.418720,133.418720,133.495811,133.495811,88.397532,103.337780,124.781092,132.183027,133.418720,133.495811,3.209951
44,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.390545,88.390545,103.330793,103.330793,124.774106,124.774106,132.176040,132.176040,133.411734,133.411734,133.488824,133.488824,88.390545,103.330793,124.774106,132.176040,133.411734,133.488824,3.210172
45,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.383560,88.383560,103.323808,103.323808,124.767121,124.767121,132.169055,132.169055,133.404748,133.404748,133.481839,133.481839,88.383560,103.323808,124.767121,132.169055,133.404748,133.481839,3.210392
46,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.376575,88.376575,103.316823,103.316823,124.760136,124.760136,132.162070,132.162070,133.397764,133.397764,133.474854,133.474854,88.376575,103.316823,124.760136,132.162070,133.397764,133.474854,3.210613
47,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.369592,88.369592,103.309840,103.309840,124.753152,124.753152,132.155087,132.155087,133.390780,133.390780,133.467871,133.467871,88.369592,103.309840,124.753152,132.155087,133.390780,133.467871,3.210833
48,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.362609,88.362609,103.302857,103.302857,124.746170,124.746170,132.148104,132.148104,133.383798,133.383798,133.460888,133.460888,88.362609,103.302857,124.746170,132.148104,133.383798,133.460888,3.211054
49,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.355627,88.355627,103.295876,103.295876,124.739188,124.739188,132.141122,132.141122,133.376816,133.376816,133.453907,133.453907,88.355627,103.295876,124.739188,132.141122,133.376816,133.453907,3.211274
50,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.348647,88.348647,103.288895,103.288895,124.732207,124.732207,132.134142,132.134142,133.369835,133.369835,133.446926,133.446926,88.348647,103.288895,124.732207,132.134142,133.369835,133.446926,3.211495
51,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.341667,88.341667,103.281915,103.281915,124.725228,124.725228,132.127162,132.127162,133.362855,133.362855,133.439946,133.439946,88.341667,103.281915,124.725228,132.127162,133.362855,133.439946,3.211715
52,0,0,0,67.500000,0.000000,0.000000,0.000000,58.000000,88.334688,88.334688,103.274936,103.274936,124.718249,124.718249,132.120183,132.120183,133.355877,133.355877,133.432967,133.432967,88.334688,103.274936,124.718249,132.120183,133.355877,133.432967,3.211936
