minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
1,0,0,0,71.000000,0.000000,0.000000,2.350000,50.000000,49.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,132.213326,148.990970,148.990970,148.990970,148.990970,148.990970,4.031902
2,0,0,0,71.000000,0.000000,0.000000,3.000000,50.000000,49.991400,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,110.788410,148.982370,148.982370,148.982370,148.982370,148.982370,4.031881
3,0,0,0,71.000000,0.000000,0.000000,3.000000,50.000000,49.991829,58.254240,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,89.365784,148.974199,148.974199,148.974199,148.974199,148.974199,4.031861
4,0,0,0,71.000000,0.000000,0.000000,2.350000,50.000000,49.992166,49.974640,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,72.584679,148.966365,148.966365,148.966365,148.966365,148.966365,4.031844
5,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.984333,49.966807,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,72.576845,148.958532,148.958532,148.958532,148.958532,148.958532,4.032220
6,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.976501,49.958975,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,72.569013,148.950700,148.950700,148.950700,148.950700,148.950700,4.032596
7,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.968670,49.951143,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,72.561182,148.942869,148.942869,148.942869,148.942869,148.942869,4.032971
8,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.960839,49.943313,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,72.553352,148.935038,148.935038,148.935038,148.935038,148.935038,4.033347
9,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.953010,49.935484,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,72.545523,148.927209,148.927209,148.927209,148.927209,148.927209,4.033722
10,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.945182,49.927655,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,72.537694,148.919381,148.919381,148.919381,148.919381,148.919381,4.034098
11,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.937354,49.919828,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,72.529867,148.911553,148.911553,148.911553,148.911553,148.911553,4.034473
12,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.929528,49.912002,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,72.522040,148.903727,148.903727,148.903727,148.903727,148.903727,4.034849
13,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.921702,49.904176,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,72.514215,148.895901,148.895901,148.895901,148.895901,148.895901,4.035224
14,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.913878,49.896351,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,72.506390,148.888077,148.888077,148.888077,148.888077,148.888077,4.035600
15,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.906054,49.888528,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,72.498566,148.880253,148.880253,148.880253,148.880253,148.880253,4.035975
16,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.898231,49.880705,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,72.490744,148.872430,148.872430,148.872430,148.872430,148.872430,4.036350
