time,T+AF8-In+AF8-water,T+AF8-Out+AF8-water,T+AF8-Evap+AF8-In,T+AF8-Evap+AF8-Sat,T+AF8-Evap+AF8-Out,T+AF8-out+AF8-air,Power+AF8-W,flow+AF8-out+AF8-gpm,T+AF8-Tank+AF8-02,T+AF8-Tank+AF8-04,T+AF8-Tank+AF8-06,T+AF8-Tank+AF8-08,T+AF8-Tank+AF8-10,T+AF8-Tank+AF8-12,Power+AF8-res+AF8-kW,Power+AF8-comp+AF8-kW,T+AF8-Plenum+AF8-In,RH+AF8-In,minutes,hours,Power+AF8-kW,T+AF8-Tank+AF8-ave,T+AF8-Tank+AF8-COP,flow+AF8-out+AF8-gal,flow+AF8-out+AF8-tot,sumM+AF8-Outlet,dEin,E+AF8-in+AF8-tot,dT+AF8-Tank+AF8-ave,dEout,COP,minutes5,dEin5min,T+AF8-Tank+AF8-ave+AF8-5min,dT+AF8-Tank+AF8-ave+AF8-5min,dEadd5min,COP5min,Cap5min,Input5min
17may2013 21:23:00,,,35.246574,35.196528,34.321806,34.888889,1,0,59.763565,62.410833,63.138796,63.480046,63.833102,64.369074,,,35,40,100,1,0.001,62.83257,62.83257,0,0,0,0.06,40.79953,+AC0-0.0062904,+AC0-8.199791,,20,,,,,,,
17may2013 21:24:00,,,35.26412,35.193611,34.340417,34.904722,1,0,59.740556,62.396667,63.130417,63.470602,63.828194,64.366343,,,35.1,40,101,1,0.001,62.82213,62.82213,0,0,0,0.06,40.85954,+AC0-0.0104408,+AC0-13.60996,,20,,,,,,,
17may2013 21:25:00,,,35.263519,35.231759,34.369398,34.908657,1,0,59.732083,62.397361,63.130694,63.473148,63.826343,64.364491,,,35,40,102,1,0.001,62.82069,62.82069,0,0,0,0.06,40.91953,+AC0-0.001442,+AC0-1.879637,,20,,,,,,,
17may2013 21:26:00,,,35.238519,35.194907,34.35713,34.879028,1,0,59.705417,62.38713,63.117361,63.456528,63.825463,64.354907,,,35,40,103,1,0.001,62.8078,62.8078,0,0,0,0.06,40.97953,+AC0-0.012886,+AC0-16.79739,,20,,,,,,,
17may2013 21:27:00,,,35.237546,35.210556,34.356759,34.893611,1,0,59.732176,62.407593,63.139352,63.481019,63.834444,64.376806,,,35,40,104,1,0.001,62.82856,62.82856,0,0,0,0.06,41.03954,0.0207634,27.06577,,20,,,,,,,
17may2013 21:28:00,,,35.241713,35.216435,34.361898,34.906111,1,0,59.69787,62.389352,63.124676,63.468935,63.822269,64.361991,,,35,40,105,1,0.001,62.81085,62.81085,0,0,0,0.06,41.09953,+AC0-0.0177155,+AC0-23.09268,,21,,,,,,,
17may2013 21:29:00,,,35.250787,35.228843,34.382593,34.914954,1,0,59.681111,62.369491,63.109954,63.461528,63.817731,64.35213,,,35,40,106,1,0.001,62.79866,62.79866,0,0,0,0.06,41.15953,+AC0-0.0121918,+AC0-15.89238,,21,,,,,,,
17may2013 21:30:00,,,35.255324,35.245139,34.39412,34.944722,1,0,59.68375,62.388981,63.123796,63.467083,63.81463,64.359861,,,35,40,107,1,0.001,62.80635,62.80635,0,0,0,0.06,41.21953,0.0076942,10.0297,,21,,,,,,,
17may2013 21:31:00,,,35.280694,35.23463,34.405139,34.944954,1,0,59.674537,62.379074,63.129954,63.461528,63.81875,64.355463,,,35,40,108,1,0.001,62.80322,62.80322,0,0,0,0.06,41.27953,+AC0-0.0031319,+AC0-4.082491,,21,,,,,,,
17may2013 21:32:00,,,35.278426,35.245556,34.409537,34.946852,1,0,59.671481,62.39338,63.123704,63.470972,63.816065,64.358981,,,35,40,109,1,0.001,62.80576,62.80576,0,0,0,0.06,41.33953,0.0025444,3.316713,,21,,,,,,,
17may2013 21:33:00,,,35.272083,35.256389,34.427361,34.930556,1,0,59.640926,62.366667,63.109491,63.445694,63.810509,64.343472,,,35,40,110,1,0.001,62.78613,62.78613,0,0,0,0.06,41.39953,+AC0-0.0196381,+AC0-25.59886,,22,,,,,,,
17may2013 21:34:00,,,35.270556,35.254213,34.431389,34.912222,1,0,59.643194,62.377917,63.113009,63.461065,63.815602,64.344352,,,35,40,111,1,0.001,62.79252,62.79252,0,0,0,0.06,41.45953,0.0063972,8.339023,,22,,,,,,,
17may2013 21:35:00,,,35.256991,35.240324,34.415278,34.925417,1,0,59.62662,62.371065,63.117176,63.457037,63.805324,64.339815,,,35,40,112,1,0.001,62.78617,62.78617,0,0,0,0.06,41.51954,+AC0-0.0063515,+AC0-8.279352,,22,,,,,,,
17may2013 21:36:00,,,35.262037,35.242361,34.416343,34.920556,1,0,59.613241,62.362361,63.098287,63.445324,63.801481,64.331296,,,35,40,113,1,0.001,62.77533,62.77533,0,0,0,0.06,41.57953,+AC0-0.0108376,+AC0-14.12711,,22,,,,,,,
17may2013 21:37:00,,,35.250926,35.245231,34.408843,34.900185,1,0,59.584815,62.344028,63.083472,63.4275,63.788148,64.326343,,,35,40,114,1,0.001,62.75905,62.75905,0,0,0,0.06,41.63953,+AC0-0.0162811,+AC0-21.22299,,22,,,,,,,
17may2013 21:38:00,,,35.243333,35.23787,34.415509,34.920833,1,0,59.55412,62.329583,63.070463,63.422685,63.775787,64.3125,,,35,40,115,1,0.001,62.74419,62.74419,0,0,0,0.06,41.69954,+AC0-0.0148621,+AC0-19.37319,,23,,,,,,,
17may2013 21:39:00,,,35.246852,35.263472,34.406296,34.910231,1,0,59.562639,62.332639,63.081991,63.426157,63.777361,64.312546,,,35,40,116,1,0.001,62.74889,62.74889,0,0,0,0.06,41.75953,0.0046997,6.126223,,23,,,,,,,
17may2013 21:40:00,,,35.218843,35.265278,34.423472,34.951713,1,0,59.524954,62.318704,63.058056,63.412315,63.765787,64.297963,,,35.1,40,117,1,0.001,62.72963,62.72963,0,0,0,0.06,41.81953,+AC0-0.0192604,+AC0-25.10658,,23,,,,,,,
17may2013 21:41:00,,,35.232315,35.3125,34.442454,34.937963,1,0,59.521481,62.3125,63.062315,63.411065,63.767222,64.297037,,,35,40,118,1,0.001,62.7286,62.7286,0,0,0,0.06,41.87953,+AC0-0.0010262,+AC0-1.337625,,23,,,,,,,
17may2013 21:42:00,,,35.246481,35.321204,34.447454,34.944259,1,0,59.509074,62.303287,63.059722,63.404306,63.760648,64.289259,,,35,40,119,1,0.001,62.72105,62.72105,0,0,0,0.06,41.93953,+AC0-0.0075531,+AC0-9.845716,,23,,,,,,,
17may2013 21:43:00,,,35.240185,35.327269,34.461713,34.950417,1,0,59.488611,62.304907,63.051343,63.399861,63.759306,64.281991,,,35.1,40,120,2,0.001,62.71434,62.71434,0,0,0,0.06,41.99953,+AC0-0.0067139,+AC0-8.751747,,24,,,,,,,
17may2013 21:44:00,,,35.256296,35.302269,34.468611,34.953194,1,0,59.482407,62.306944,63.054907,63.402639,63.75625,64.283519,,,35,40,121,2,0.001,62.71444,62.71444,0,0,0,0.06,42.05953,0.0001068,0.1392324,,24,,,,,,,
17may2013 21:45:00,,,35.241806,35.32287,34.470185,34.925324,1,0,59.479907,62.304954,63.054028,63.403009,63.759213,64.27625,,,35,40,122,2,0.001,62.71289,62.71289,0,0,0,0.06,42.11953,+AC0-0.0015488,+AC0-2.018869,,24,,,,,,,
17may2013 21:46:00,,,35.23412,35.3275,34.463565,34.887731,1,0,59.470417,62.312083,63.053194,63.403657,63.748194,64.274398,,,35,40,123,2,0.001,62.71032,62.71032,0,0,0,0.06,42.17953,+AC0-0.0025711,+AC0-3.351521,,24,,,,,,,
17may2013 21:47:00,,,35.203657,35.278843,34.447083,34.875926,1,0,59.467037,62.31,63.05463,63.40162,63.746574,64.270972,,,35,40,124,2,0.001,62.70847,62.70847,0,0,0,0.06,42.23953,+AC0-0.0018501,+AC0-2.411703,,24,,,,,,,
17may2013 21:48:00,,,35.207778,35.293565,34.460139,34.926759,1,0,59.458472,62.311574,63.056389,63.4025,63.749907,64.264491,,,35,40,125,2,0.001,62.70722,62.70722,0,0,0,0.06,42.29953,+AC0-0.0012512,+AC0-1.631007,,25,,,,,,,
17may2013 21:49:00,,,35.198056,35.307963,34.455509,34.854444,1,0,59.436343,62.301296,63.047315,63.397407,63.744861,64.255278,,,35,40,126,2,0.001,62.69708,62.69708,0,0,0,0.06,42.35954,+AC0-0.0101395,+AC0-13.21713,,25,,,,,,,
17may2013 21:50:00,,,35.19125,35.263565,34.451852,34.848426,1,0,59.417222,62.296435,63.040231,63.384907,63.746991,64.254907,,,35,40,127,2,0.001,62.69012,62.69012,0,0,0,0.06,42.41953,+AC0-0.0069656,+AC0-9.079938,,25,,,,,,,
17may2013 21:51:00,,,35.195185,35.256667,34.459583,34.904954,1,0,59.405324,62.286481,63.045509,63.387083,63.74,64.251528,,,35,40,128,2,0.001,62.68599,62.68599,0,0,0,0.06,42.47953,+AC0-0.0041275,+AC0-5.380336,,25,,,,,,,
17may2013 21:52:00,,,35.232176,35.297361,34.497546,34.945648,1,0,59.42037,62.314769,63.060417,63.403704,63.754491,64.265046,,,35,40,129,2,0.001,62.70313,62.70313,0,0,0,0.06,42.53954,0.0171432,22.34679,,25,,,,,,,
17may2013 21:53:00,,,35.231944,35.328843,34.525741,34.956759,1,0,59.424444,62.318241,63.068889,63.413426,63.760741,64.271991,,,35.1,40,130,2,0.001,62.70962,62.70962,0,0,0,0.06,42.59953,0.0064888,8.458365,,26,,,,,,,
17may2013 21:54:00,,,35.26162,35.364815,34.550231,34.95963,1,0,59.438009,62.339907,63.089676,63.429213,63.768611,64.281296,,,35,40,131,2,0.001,62.72445,62.72445,0,0,0,0.06,42.65953,0.0148315,19.33341,,26,,,,,,,
17may2013 21:55:00,,,35.253565,35.360556,34.551528,34.986296,1,0,59.429444,62.334398,63.082546,63.4275,63.767222,64.272639,,,35.1,40,132,2,0.001,62.71896,62.71896,0,0,0,0.06,42.71953,+AC0-0.0054932,+AC0-7.160521,,26,,,,,,,
17may2013 21:56:00,,,35.279306,35.354074,34.564722,34.987593,1,0,59.42162,62.338241,63.081574,63.429583,63.766157,64.270926,,,35,40,133,2,0.001,62.71802,62.71802,0,0,0,0.06,42.77953,+AC0-0.0009422,+AC0-1.228228,,26,,,,,,,
17may2013 21:57:00,,,35.275694,35.381574,34.580417,34.983889,1,0,59.416019,62.33375,63.084306,63.429306,63.761759,64.272083,,,35,40,134,2,0.001,62.71621,62.71621,0,0,0,0.06,42.83953,+AC0-0.001812,+AC0-2.361977,,26,,,,,,,
17may2013 21:58:00,,,35.266759,35.341343,34.580463,34.963426,1,0,59.396157,62.329537,63.078102,63.421713,63.756157,64.263102,,,35.1,40,135,2,0.001,62.70746,62.70746,0,0,0,0.06,42.89953,+AC0-0.0087433,+AC0-11.39716,,27,,,,,,,
17may2013 21:59:00,,,35.2625,35.369491,34.58125,34.967037,1,0,59.389907,62.326481,63.073565,63.420648,63.75537,64.260185,,,35,40,136,2,0.001,62.70436,62.70436,0,0,0,0.06,42.95953,+AC0-0.0031013,+AC0-4.042711,,27,,,,,,,
17may2013 22:00:00,,,35.258241,35.328889,34.586296,34.958056,1,0,59.367222,62.320093,63.070648,63.411759,63.755556,64.247269,,,35,40,137,2,0.001,62.69542,62.69542,0,0,0,0.06,43.01954,+AC0-0.0089378,+AC0-11.65076,,27,,,,,,,
17may2013 22:01:00,,,35.244167,35.348611,34.57713,34.950741,1,0,59.361944,62.31713,63.070278,63.415139,63.74875,64.243519,,,35,40,138,2,0.001,62.69279,62.69279,0,0,0,0.06,43.07953,+AC0-0.0026283,+AC0-3.42611,,27,,,,,,,
17may2013 22:02:00,,,35.241157,35.305787,34.580278,34.932685,1,0,59.344444,62.311852,63.061435,63.407269,63.743241,64.242639,,,35,40,139,2,0.001,62.68515,62.68515,0,0,0,0.06,43.13953,+AC0-0.0076485,+AC0-9.970031,,27,,,,,,,
17may2013 22:03:00,,,35.233148,35.320463,34.581528,34.931806,1,0,59.331481,62.311296,63.060602,63.401991,63.738843,64.237176,,,35,40,140,2,0.001,62.68023,62.68023,0,0,0,0.06,43.19954,+AC0-0.0049133,+AC0-6.404688,,28,,,,,,,
17may2013 22:04:00,,,35.239861,35.310972,34.59088,34.970417,1,0,59.328426,62.305833,63.062222,63.402963,63.736667,64.230926,,,35.1,40,141,2,0.001,62.67784,62.67784,0,0,0,0.06,43.25953,+AC0-0.0023918,+AC0-3.11781,,28,,,,,,,
17may2013 22:05:00,,,35.236991,35.329907,34.593333,34.945,1,0,59.305231,62.304444,63.057407,63.398843,63.732315,64.226713,,,35,40,142,2,0.001,62.67083,62.67083,0,0,0,0.06,43.31953,+AC0-0.0070152,+AC0-9.144582,,28,,,,,,,
17may2013 22:06:00,,,35.231204,35.298056,34.59588,34.942269,1,0,59.295463,62.295972,63.055741,63.393704,63.731343,64.224028,,,35,40,143,2,0.001,62.66604,62.66604,0,0,0,0.06,43.37953,+AC0-0.0047836,+AC0-6.23562,,28,,,,,,,
17may2013 22:07:00,,,35.221389,35.311991,34.59287,34.904306,1,0,59.281528,62.291898,63.046296,63.390694,63.729583,64.218796,,,35,40,144,2,0.001,62.6598,62.6598,0,0,0,0.06,43.43953,+AC0-0.0062447,+AC0-8.14012,,28,,,,,,,
17may2013 22:08:00,,,35.217731,35.279398,34.590694,34.937824,1,0,59.267917,62.28875,63.044861,63.383287,63.724444,64.209444,,,35,40,145,2,0.001,62.65312,62.65312,0,0,0,0.06,43.49953,+AC0-0.0066795,+AC0-8.706994,,29,,,,,,,
17may2013 22:09:00,,,35.229769,35.313241,34.605741,34.959769,1,0,59.246759,62.284444,63.039722,63.38537,63.714074,64.211435,,,35,40,146,2,0.001,62.64697,62.64697,0,0,0,0.06,43.55953,+AC0-0.0061493,+AC0-8.015805,,29,,,,,,,
17may2013 22:10:00,,,35.21537,35.323241,34.615602,34.929722,1,0,59.235,62.283241,63.036806,63.379167,63.712222,64.19662,,,35,40,147,2,0.001,62.64051,62.64051,0,0,0,0.06,43.61953,+AC0-0.0064583,+AC0-8.418584,,29,,,,,,,
17may2013 22:11:00,,,35.23125,35.299491,34.609861,34.944028,1,0,59.223796,62.271574,63.02875,63.372037,63.701852,64.196435,,,35,40,148,2,0.001,62.63241,62.63241,0,0,0,0.06,43.67953,+AC0-0.0081024,+AC0-10.56177,,29,,,,,,,
17may2013 22:12:00,,,35.231481,35.334306,34.621759,34.915278,1,0,59.204259,62.263565,63.030417,63.361759,63.701806,64.188796,,,35,40,149,2,0.001,62.6251,62.6251,0,0,0,0.06,43.73953,+AC0-0.007309,+AC0-9.527471,,29,,,,,,,
17may2013 22:13:00,,,35.195694,35.333565,34.625602,34.9175,1,0,59.194769,62.256343,63.013935,63.363241,63.695694,64.177963,,,35,40,150,2,0.001,62.61699,62.61699,0,0,0,0.06,43.79953,+AC0-0.00811,+AC0-10.57171,,30,,,,,,,
17may2013 22:14:00,,,35.204074,35.314583,34.630787,34.92662,1,0,59.177917,62.253981,63.007778,63.356574,63.691991,64.17713,,,35,40,151,2,0.001,62.61089,62.61089,0,0,0,0.06,43.85954,+AC0-0.0060959,+AC0-7.946189,,30,,,,,,,
17may2013 22:15:00,,,35.20037,35.337083,34.617778,34.916528,1,0,59.159444,62.245926,63.009861,63.352593,63.682315,64.170093,,,35,40,152,2,0.001,62.60337,62.60337,0,0,0,0.06,43.91953,+AC0-0.0075226,+AC0-9.805935,,30,,,,,,,
17may2013 22:16:00,,,35.195926,35.311296,34.636019,34.929676,1,0,59.151019,62.241806,63.006481,63.346667,63.6725,64.161806,,,35,40,153,2,0.001,62.59671,62.59671,0,0,0,0.06,43.97953,+AC0-0.0066566,+AC0-8.677158,,30,,,,,,,
17may2013 22:17:00,,,35.188657,35.273426,34.644491,34.900139,1,0,59.140231,62.238935,63.002176,63.349954,63.679954,64.15963,,,35,40,154,2,0.001,62.59515,62.59515,0,0,0,0.06,44.03954,+AC0-0.0015678,+AC0-2.043732,,30,,,,,,,
17may2013 22:18:00,,,35.182222,35.267083,34.647269,34.894861,1,0,59.127176,62.22912,62.995093,63.340139,63.669074,64.149444,,,35,40,155,2,0.001,62.58501,62.58501,0,0,0,0.06,44.09953,+AC0-0.0101395,+AC0-13.21713,,31,,,,,,,
17may2013 22:19:00,,,35.166991,35.284861,34.638657,34.889583,1,0,59.105972,62.22662,62.999213,63.332083,63.671759,64.148935,,,35,40,156,2,0.001,62.58076,62.58076,0,0,0,0.06,44.15953,+AC0-0.0042419,+AC0-5.529513,,31,,,,,,,
17may2013 22:20:00,,,35.193102,35.278935,34.655463,34.932176,1,0,59.096481,62.229074,62.988472,63.333102,63.665278,64.140185,,,35,40,157,2,0.001,62.57543,62.57543,0,0,0,0.06,44.21953,+AC0-0.0053329,+AC0-6.951672,,31,,,,,,,
17may2013 22:21:00,,,35.182593,35.283056,34.662778,34.907731,1,0,59.077454,62.217639,62.981065,63.323611,63.657269,64.134861,,,35,40,158,2,0.001,62.56532,62.56532,0,0,0,0.06,44.27953,+AC0-0.0101166,+AC0-13.18729,,31,,,,,,,
17may2013 22:22:00,,,35.168426,35.271111,34.663333,34.939213,1,0,59.061713,62.216065,62.97838,63.32088,63.650278,64.127222,,,35,40,159,2,0.001,62.55909,62.55909,0,0,0,0.06,44.33953,+AC0-0.0062256,+AC0-8.115256,,31,,,,,,,
17may2013 22:23:00,,,35.167731,35.285417,34.669028,34.898981,1,0,59.045185,62.209213,62.969491,63.313102,63.648102,64.12463,,,35,40,160,2,0.001,62.55162,62.55162,0,0,0,0.06,44.39953,+AC0-0.0074692,+AC0-9.736319,,32,,,,,,,
17may2013 22:24:00,,,35.157639,35.288426,34.681944,34.913194,1,0,59.032824,62.200926,62.973194,63.311944,63.640972,64.119213,,,35,40,161,2,0.001,62.54651,62.54651,0,0,0,0.06,44.45953,+AC0-0.0051079,+AC0-6.658289,,32,,,,,,,
17may2013 22:25:00,,,35.173657,35.283056,34.68787,34.90625,1,0,59.020278,62.20375,62.966204,63.303565,63.630417,64.120417,,,35,40,162,2,0.001,62.54077,62.54077,0,0,0,0.06,44.51954,+AC0-0.0057411,+AC0-7.483738,,32,,,,,,,
17may2013 22:26:00,,,35.152361,35.286944,34.692639,34.908426,1,0,59.004259,62.189537,62.958843,63.308009,63.635046,64.109537,,,35,40,163,2,0.001,62.53421,62.53421,0,0,0,0.06,44.57953,+AC0-0.0065651,+AC0-8.557817,,32,,,,,,,
17may2013 22:27:00,,,35.161389,35.26875,34.70537,34.958565,1,0,58.989259,62.183472,62.962176,63.299213,63.625509,64.10162,,,35.1,40,164,2,0.001,62.52687,62.52687,0,0,0,0.06,44.63953,+AC0-0.0073318,+AC0-9.557306,,32,,,,,,,
17may2013 22:28:00,,,35.187454,35.26338,34.729907,34.921944,1,0,58.979722,62.183843,62.961667,63.29625,63.623611,64.097176,,,35,40,165,2,0.001,62.52371,62.52371,0,0,0,0.06,44.69954,+AC0-0.0031624,+AC0-4.122272,,33,,,,,,,
17may2013 22:29:00,,,35.171574,35.25912,34.732083,34.916898,1,0,58.963241,62.174352,62.954676,63.294861,63.621852,64.09375,,,35,40,166,2,0.001,62.51712,62.51712,0,0,0,0.06,44.75953,+AC0-0.0065918,+AC0-8.592625,,33,,,,,,,
17may2013 22:30:00,,,35.165,35.248519,34.741111,34.910926,1,0,58.951065,62.177407,62.952639,63.289815,63.616296,64.087963,,,35,40,167,2,0.001,62.51253,62.51253,0,0,0,0.06,44.81953,+AC0-0.0045891,+AC0-5.982018,,33,,,,,,,
17may2013 22:31:00,,,35.143426,35.265648,34.754352,34.908102,1,0,58.938287,62.17537,62.945046,63.287454,63.618426,64.080324,,,35,40,168,2,0.001,62.50748,62.50748,0,0,0,0.06,44.87953,+AC0-0.0050468,+AC0-6.578728,,33,,,,,,,
17may2013 22:32:00,,,35.161435,35.226713,34.76287,34.947917,1,0,58.928935,62.172593,62.942361,63.287963,63.607454,64.085278,,,35,40,169,2,0.001,62.5041,62.5041,0,0,0,0.06,44.93953,+AC0-0.0033875,+AC0-4.415654,,33,,,,,,,
17may2013 22:33:00,,,35.171713,35.270833,34.78588,34.926528,1,0,58.913981,62.170648,62.940139,63.28088,63.606713,64.077315,,,35,40,170,2,0.001,62.49828,62.49828,0,0,0,0.06,44.99953,+AC0-0.0058174,+AC0-7.58319,,34,,,,,,,
17may2013 22:34:00,,,35.150278,35.275972,34.786667,34.892778,1,0,58.90662,62.168796,62.943519,63.280787,63.604537,64.074722,,,35,40,171,2,0.001,62.4965,62.4965,0,0,0,0.06,45.05953,+AC0-0.0017815,+AC0-2.322197,,34,,,,,,,
17may2013 22:35:00,,,35.144444,35.234259,34.776481,34.880278,1,0,58.895417,62.162824,62.936852,63.276111,63.602037,64.06912,,,35,40,172,2,0.001,62.49039,62.49039,0,0,0,0.06,45.11953,+AC0-0.0061035,+AC0-7.956134,,34,,,,,,,
17may2013 22:36:00,,,35.127917,35.252361,34.794167,34.89662,1,0,58.875093,62.159954,62.929398,63.276296,63.595833,64.067222,,,35,40,173,2,0.001,62.48397,62.48397,0,0,0,0.06,45.17953,+AC0-0.0064278,+AC0-8.378803,,34,,,,,,,
17may2013 22:37:00,,,35.134444,35.258843,34.806157,34.878287,1,0,58.872222,62.158657,62.933981,63.275602,63.596898,64.063935,,,35,40,174,2,0.001,62.48355,62.48355,0,0,0,0.06,45.23953,+AC0-0.0004158,+AC0-0.5420116,,34,,,,,,,
17may2013 22:38:00,,,35.134213,35.241759,34.81088,34.904398,1,0,58.860417,62.158981,62.936157,63.276065,63.596713,64.061019,,,35,40,175,2,0.001,62.48156,62.48156,0,0,0,0.06,45.29953,+AC0-0.0019913,+AC0-2.595689,,35,,,,,,,
17may2013 22:39:00,,,35.145648,35.24875,34.831898,34.946435,1,0,58.852731,62.156435,62.93162,63.276389,63.593981,64.060417,,,35.1,40,176,2,0.001,62.4786,62.4786,0,0,0,0.06,45.35954,+AC0-0.002964,+AC0-3.863698,,35,,,,,,,
17may2013 22:40:00,,,35.176898,35.243657,34.863565,34.943704,1,0,58.839306,62.155694,62.923287,63.274815,63.595278,64.053009,,,35,40,177,2,0.001,62.47356,62.47356,0,0,0,0.06,45.41953,+AC0-0.0050316,+AC0-6.558838,,35,,,,,,,
17may2013 22:41:00,,,35.175602,35.253194,34.882731,34.924398,1,0,58.831204,62.154769,62.925694,63.270926,63.589861,64.049537,,,35,40,178,2,0.001,62.47033,62.47033,0,0,0,0.06,45.47953,+AC0-0.003231,+AC0-4.211779,,35,,,,,,,
17may2013 22:42:00,,,35.16338,35.250926,34.897083,34.9425,1,0,58.814444,62.148981,62.922176,63.27162,63.589074,64.045093,,,35,40,179,2,0.001,62.46523,62.46523,0,0,0,0.06,45.53953,+AC0-0.0051003,+AC0-6.648345,,35,,,,,,,
17may2013 22:43:00,,,35.16162,35.262037,34.910139,34.897315,1,0,58.807176,62.152037,62.923519,63.270602,63.587778,64.048287,,,35,40,180,3,0.001,62.4649,62.4649,0,0,0,0.06,45.59953,+AC0-0.0003319,+AC0-0.4326148,,36,,,,,,,
17may2013 22:44:00,,,35.146296,35.232407,34.914722,34.928009,1,0,58.800741,62.155972,62.931389,63.27037,63.586204,64.041481,,,35,40,181,3,0.001,62.46436,62.46436,0,0,0,0.06,45.65953,+AC0-0.0005417,+AC0-0.7061069,,36,,,,,,,
17may2013 22:45:00,,,35.154815,35.241806,34.916574,34.908426,1,0,58.786852,62.152269,62.923981,63.271713,63.581898,64.039907,,,35,40,182,3,0.001,62.45944,62.45944,0,0,0,0.06,45.71953,+AC0-0.004921,+AC0-6.414633,,36,,,,,,,
17may2013 22:46:00,,,35.136528,35.236713,34.92338,34.919398,1,0,58.777176,62.153519,62.926759,63.268889,63.580648,64.038843,,,35,40,183,3,0.001,62.45764,62.45764,0,0,0,0.06,45.77953,+AC0-0.0018005,+AC0-2.347059,,36,,,,,,,
17may2013 22:47:00,,,35.152315,35.237778,34.940926,34.909815,1,0,58.765185,62.153009,62.926991,63.264769,63.57463,64.041898,,,35,40,184,3,0.001,62.45441,62.45441,0,0,0,0.06,45.83953,+AC0-0.0032234,+AC0-4.201833,,36,,,,,,,
17may2013 22:48:00,,,35.144907,35.233148,34.944769,34.925694,1,0,58.754722,62.142917,62.92875,63.263241,63.581019,64.035046,,,35,40,185,3,0.001,62.45095,62.45095,0,0,0,0.06,45.89953,+AC0-0.0034637,+AC0-4.515106,,37,,,,,,,
17may2013 22:49:00,,,35.153935,35.2525,34.972685,34.920556,1,0,58.7375,62.142454,62.924028,63.260741,63.577593,64.025648,,,35,40,186,3,0.001,62.44466,62.44466,0,0,0,0.06,45.95953,+AC0-0.0062904,+AC0-8.199791,,37,,,,,,,
17may2013 22:50:00,,,35.142778,35.243981,34.985833,34.894352,1,0,58.723194,62.14,62.913009,63.254861,63.57412,64.031435,,,35,40,187,3,0.001,62.43944,62.43944,0,0,0,0.06,46.01954,+AC0-0.0052223,+AC0-6.807467,,37,,,,,,,
17may2013 22:51:00,,,35.140694,35.217176,34.976389,34.932222,1,0,58.7075,62.13338,62.914259,63.256944,63.569028,64.025231,,,35,40,188,3,0.001,62.43439,62.43439,0,0,0,0.06,46.07953,+AC0-0.0050468,+AC0-6.578728,,37,,,,,,,
17may2013 22:52:00,,,35.151481,35.242315,34.998333,34.939583,1,0,58.692269,62.125278,62.913981,63.255278,63.567731,64.014769,,,35,40,189,3,0.001,62.42822,62.42822,0,0,0,0.06,46.13953,+AC0-0.0061722,+AC0-8.045641,,37,,,,,,,
17may2013 22:53:00,,,35.144306,35.233426,35.001713,34.913796,1,0,58.680741,62.116157,62.908102,63.246944,63.562176,64.009444,,,35,40,190,3,0.001,62.42059,62.42059,0,0,0,0.06,46.19954,+AC0-0.0076256,+AC0-9.940195,,38,,,,,,,
17may2013 22:54:00,,,35.128519,35.226481,35.008981,34.910648,1,0,58.659259,62.115509,62.903935,63.23912,63.556944,64.002639,,,35,40,191,3,0.001,62.4129,62.4129,0,0,0,0.06,46.25953,+AC0-0.0076904,+AC0-10.02473,,38,,,,,,,
17may2013 22:55:00,,,35.111852,35.195694,35.011806,34.864583,1,0,58.64875,62.118241,62.900926,63.239167,63.552037,64.000833,,,35,40,192,3,0.001,62.40999,62.40999,0,0,0,0.06,46.31953,+AC0-0.0029106,+AC0-3.794081,,38,,,,,,,
17may2013 22:56:00,,,35.09963,35.201389,35.006019,34.900648,1,0,58.631435,62.106898,62.89037,63.234444,63.54875,63.995046,,,35,40,193,3,0.001,62.40116,62.40116,0,0,0,0.06,46.37953,+AC0-0.0088348,+AC0-11.5165,,38,,,,,,,
17may2013 22:57:00,,,35.101944,35.230185,35.009907,34.885509,1,0,58.612731,62.103611,62.888889,63.229444,63.541713,63.987454,,,35,40,194,3,0.001,62.39397,62.39397,0,0,0,0.06,46.43953,+AC0-0.0071831,+AC0-9.363376,,38,,,,,,,
17may2013 22:58:00,,,35.105139,35.193148,35.024769,34.897593,1,0,58.599954,62.09588,62.885509,63.225741,63.534954,63.983333,,,35,40,195,3,0.001,62.38756,62.38756,0,0,0,0.06,46.49953,+AC0-0.0064125,+AC0-8.358913,,39,,,,,,,
17may2013 22:59:00,,,35.107778,35.183889,35.037778,34.908843,1,0,58.578472,62.093889,62.870694,63.211806,63.531481,63.975185,,,35,40,196,3,0.001,62.37692,62.37692,0,0,0,0.06,46.55953,+AC0-0.0106392,+AC0-13.86854,,39,,,,,,,
17may2013 23:00:00,,,35.11,35.189769,35.049722,34.89537,1,0,58.559861,62.085556,62.867593,63.214676,63.526204,63.967176,,,35,40,197,3,0.001,62.37018,62.37018,0,0,0,0.06,46.61953,+AC0-0.0067444,+AC0-8.791528,,39,,,,,,,
17may2013 23:01:00,,,35.109954,35.200509,35.05463,34.898241,1,0,58.545602,62.074306,62.869306,63.208472,63.516019,63.96162,,,35,40,198,3,0.001,62.36255,62.36255,0,0,0,0.06,46.67953,+AC0-0.0076256,+AC0-9.940195,,39,,,,,,,
