Time [s],T_amb_DB [°C],T_amb_WB [°C],RH [%],Power [W],Tank Temp #1 [°C],Tank Temp #2 [°C],Tank Temp #3 [°C],Tank Temp #4 [°C],Tank Temp #5 [°C],Tank Temp #6 [°C],T_water_in [°C],T_water_out [°C],Flow Rate [GPM]
10,10.1,6.0,58.6,1.8,52.2,52.3,52.0,51.8,51.0,47.4,10.5,17.4,3.0
20,10.2,6.0,58.4,1.6,52.2,52.3,52.0,51.8,51.1,44.2,10.6,51.8,3.0
30,10.2,6.1,58.6,1.8,52.3,52.3,52.0,51.8,51.1,43.2,10.6,51.9,3.0
40,10.1,6.0,58.5,1.6,52.2,52.3,52.0,51.8,50.6,42.8,10.6,51.9,3.0
50,10.1,6.0,58.3,1.8,52.1,52.3,52.0,51.8,50.3,41.5,10.5,52.0,3.0
60,10.1,5.9,58.1,1.6,52.1,52.3,52.0,51.7,49.7,41.1,10.6,52.0,3.0
70,10.1,5.9,58.3,1.8,52.2,52.3,51.9,51.8,48.0,39.8,10.5,52.0,3.0
80,10.1,5.9,58.2,1.6,52.3,52.3,51.9,51.7,47.0,39.3,10.6,52.0,3.0
90,10.2,6.0,58.3,1.8,52.2,52.3,51.9,51.7,45.8,38.5,10.6,52.0,3.0
100,10.1,6.0,58.3,1.6,52.1,52.3,51.9,51.7,43.9,38.2,10.5,52.0,3.0
110,10.2,6.0,58.2,1.7,52.1,52.3,51.9,51.7,43.0,37.1,10.6,52.0,3.0
120,10.2,6.0,58.1,1.6,52.2,52.3,51.9,51.5,41.1,36.3,10.6,52.0,3.0
130,10.2,6.0,57.9,1.7,52.2,52.3,51.8,51.4,40.1,35.3,10.6,52.0,3.0
140,10.2,6.0,58.1,1.5,52.3,52.3,51.8,51.5,39.0,34.8,10.5,52.0,3.0
150,10.2,6.0,57.9,1.7,52.2,52.3,51.8,51.5,38.8,34.2,10.5,52.0,3.0
160,10.2,6.0,57.8,1.6,52.1,52.3,51.8,51.5,37.7,33.6,10.5,52.0,3.0
170,10.2,6.0,57.7,7.6,52.1,52.2,51.7,51.5,37.1,33.4,10.5,52.0,3.0
180,10.2,6.0,57.7,37.6,51.9,52.2,51.7,51.4,36.1,32.4,10.6,52.0,3.0
190,10.2,6.0,57.7,26.0,52.0,52.2,51.7,51.4,35.5,31.5,10.6,52.0,3.0
200,10.2,6.0,57.7,24.7,52.2,52.2,51.7,51.4,34.7,31.6,10.5,51.9,3.0
210,10.2,6.0,57.6,20.7,52.2,52.2,51.7,51.4,34.5,31.4,10.6,51.9,3.0
220,10.2,5.9,57.3,300.9,52.2,52.2,51.7,51.3,33.2,30.6,10.5,51.9,3.0
230,10.2,5.9,57.5,366.5,52.2,52.2,51.7,51.3,32.4,29.8,10.6,51.9,3.1
240,10.1,5.9,57.4,371.5,52.2,52.1,51.7,51.1,32.8,29.5,10.6,51.9,3.1
250,10.1,5.8,57.3,374.6,52.2,52.2,51.7,51.1,31.3,29.0,10.5,51.9,3.0
260,10.0,5.8,57.5,371.5,52.2,52.1,51.6,51.0,30.1,28.5,10.6,51.9,3.0
270,10.0,5.8,57.3,354.7,52.2,52.1,51.6,50.9,30.3,28.0,10.6,51.9,3.0
280,9.9,5.7,57.7,329.1,52.1,52.1,51.6,50.6,28.7,27.6,10.6,51.9,3.0
290,10.0,5.8,57.7,313.2,52.1,52.1,51.5,50.6,28.7,27.5,10.5,51.9,3.0
300,10.1,5.9,57.7,305.0,52.1,52.1,51.5,50.4,28.3,27.0,10.5,51.9,3.0
310,10.1,5.9,57.9,298.9,52.0,52.1,51.5,50.1,28.1,26.6,10.6,51.9,3.0
320,10.2,6.0,58.0,296.5,52.1,52.1,51.5,49.6,28.9,26.2,10.5,51.9,3.0
330,10.2,6.0,58.0,289.4,51.7,52.0,51.5,48.8,27.4,26.1,10.5,51.9,3.0
340,10.1,5.9,57.8,281.1,52.0,52.0,51.4,48.5,27.9,26.0,10.6,51.9,3.0
350,10.0,5.9,57.9,276.0,52.1,52.0,51.4,46.8,26.6,25.6,10.5,51.9,3.0
360,10.1,5.9,57.6,273.2,52.1,52.0,51.4,44.8,26.1,25.0,10.6,51.9,3.0
370,10.0,5.8,57.6,287.9,52.0,52.0,51.4,42.9,25.8,24.8,10.5,51.8,3.0
380,10.0,5.8,57.5,287.5,52.0,51.9,51.4,41.7,26.7,24.8,10.6,51.8,3.0
390,10.1,5.9,57.6,287.4,52.1,51.9,51.3,40.5,25.0,24.4,10.6,51.8,3.0
400,10.0,5.8,57.5,286.6,51.9,51.9,51.2,38.7,25.0,24.1,10.5,51.8,3.0
410,9.9,5.7,57.7,287.1,51.8,51.9,51.3,37.4,24.9,23.7,10.5,51.8,3.0
420,9.9,5.7,57.8,286.5,51.8,51.9,51.2,36.0,24.9,23.4,10.6,51.8,3.0
430,9.9,5.7,57.5,287.1,51.9,51.9,51.1,35.3,24.2,23.2,10.5,51.8,3.0
440,9.9,5.7,57.6,286.1,52.0,51.9,51.1,35.2,23.5,23.1,10.6,51.8,3.0
450,9.9,5.7,57.6,286.1,51.9,51.8,51.1,34.2,23.6,22.7,10.5,51.7,3.0
460,9.9,5.7,57.7,284.5,51.9,51.8,51.1,33.8,23.7,22.3,10.5,51.7,3.0
470,9.9,5.7,57.9,285.4,52.0,51.8,51.1,32.3,22.9,22.1,10.6,51.7,3.0
480,9.9,5.7,57.7,284.8,52.0,51.8,51.0,31.3,22.9,22.2,10.5,51.7,3.0
490,9.8,5.7,57.8,283.8,51.9,51.8,50.9,31.1,22.7,21.8,10.5,51.7,3.0
500,9.8,5.7,57.6,282.4,51.6,51.8,50.8,30.8,22.6,21.5,10.5,51.7,3.0
510,9.8,5.7,57.8,281.9,51.8,51.7,50.7,30.0,22.6,21.4,10.6,51.7,3.0
520,9.9,5.7,57.6,280.5,51.9,51.7,50.7,29.4,22.2,21.1,10.5,51.6,3.0
530,9.9,5.7,57.6,280.3,51.9,51.7,50.6,28.9,21.5,21.0,10.5,51.6,3.0
540,9.9,5.7,57.5,279.5,51.8,51.7,50.4,28.7,21.5,20.9,10.5,51.6,0.1
550,9.9,5.7,57.6,278.8,51.8,51.6,50.4,28.3,21.4,21.4,10.5,51.6,0.0
560,9.9,5.7,57.7,278.8,51.4,51.6,50.4,28.3,21.5,21.2,10.5,51.5,0.0
570,9.9,5.7,57.6,279.2,51.6,51.6,50.4,28.5,21.5,21.2,10.5,51.5,0.0
580,10.0,5.8,57.4,280.0,51.7,51.6,50.4,28.5,21.4,20.9,10.5,51.4,0.0
590,10.0,5.8,57.7,280.7,51.7,51.6,50.5,28.2,21.2,20.9,10.5,51.3,0.0
600,10.0,5.8,57.5,281.3,51.5,51.6,50.4,28.3,21.2,20.9,10.5,51.0,0.0
610,10.0,5.8,57.3,281.5,51.1,51.6,50.4,28.5,21.3,20.9,10.5,50.8,0.0
620,10.1,5.8,57.3,282.0,51.5,51.6,50.4,28.6,21.3,21.0,10.5,50.6,0.0
630,10.1,5.8,57.1,282.8,51.6,51.6,50.5,28.4,21.4,21.0,10.5,50.4,0.0
640,10.1,5.8,57.0,283.2,51.3,51.6,50.4,28.6,21.6,21.0,10.5,50.2,0.0
650,10.1,5.9,57.3,283.6,51.4,51.6,50.4,29.0,21.6,21.1,10.5,50.0,0.0
660,10.1,5.9,57.1,283.5,51.6,51.6,50.3,29.0,21.6,21.1,10.5,49.8,0.0
670,10.1,5.9,57.0,284.7,51.3,51.6,50.3,28.7,21.5,21.1,10.5,49.6,0.0
680,10.1,5.8,57.0,284.9,51.3,51.6,50.3,28.5,21.5,21.0,10.5,49.4,0.0
690,10.1,5.8,56.8,285.8,51.4,51.6,50.4,28.4,21.6,21.0,10.5,49.2,0.0
700,10.1,5.8,56.6,285.3,51.4,51.6,50.3,28.2,21.6,21.0,10.5,49.0,0.0
710,10.1,5.8,56.8,285.5,51.6,51.6,50.3,28.2,21.7,21.0,10.5,48.8,0.0
720,10.1,5.8,56.7,285.0,51.4,51.6,50.3,28.8,21.6,21.0,10.5,48.6,0.0
730,10.1,5.8,56.7,285.6,51.5,51.6,50.4,29.0,21.6,21.1,10.5,48.4,0.0
740,10.1,5.8,56.8,285.4,51.6,51.6,50.4,29.4,21.6,21.1,10.5,48.1,0.0
750,10.0,5.7,56.6,285.4,51.8,51.6,50.4,29.1,21.6,21.1,10.5,47.9,0.0
760,10.0,5.7,56.6,285.1,51.6,51.6,50.4,29.1,21.6,21.0,10.5,47.7,0.0
770,10.0,5.7,56.5,285.2,51.4,51.6,50.3,29.0,21.7,21.1,10.5,47.5,0.0
780,10.0,5.7,56.5,285.3,51.7,51.6,50.3,28.9,21.7,21.1,10.5,47.2,0.0
790,9.9,5.6,56.2,285.1,51.5,51.6,50.3,28.9,21.8,21.1,10.5,47.0,0.0
800,9.9,5.6,56.5,285.0,51.3,51.6,50.4,29.0,21.8,21.1,10.5,46.8,0.0
810,10.0,5.7,56.5,285.6,51.5,51.7,50.4,28.9,21.8,21.1,10.5,46.6,0.0
820,9.9,5.6,56.5,285.4,51.5,51.6,50.4,29.0,21.8,21.1,10.5,46.4,0.0
830,10.0,5.7,56.5,286.3,51.7,51.6,50.4,29.0,21.9,21.1,10.5,46.2,0.0
840,9.9,5.6,56.4,285.5,51.6,51.7,50.4,29.0,22.0,21.1,10.5,46.0,0.0
850,9.9,5.6,56.4,286.5,51.6,51.6,50.4,29.3,22.0,21.1,10.5,45.8,0.0
860,9.9,5.7,56.8,285.5,51.6,51.6,50.3,29.4,22.0,21.1,10.5,45.6,0.0
870,9.9,5.6,56.7,287.1,51.7,51.6,50.3,29.3,22.0,21.1,10.5,45.4,0.0
880,9.9,5.6,56.5,285.3,51.4,51.6,50.3,29.3,22.1,21.1,10.5,45.2,0.0
890,9.9,5.6,56.7,286.3,51.2,51.6,50.3,29.3,22.1,21.1,10.5,45.0,0.0
900,9.9,5.7,57.1,286.5,51.6,51.6,50.3,29.3,22.1,21.1,10.5,44.8,0.0
910,10.0,5.7,57.0,286.5,51.5,51.6,50.3,29.5,22.1,21.1,10.5,44.6,0.0
920,10.0,5.7,57.3,287.0,51.6,51.6,50.3,29.4,22.2,21.1,10.5,44.5,0.0
930,9.9,5.7,57.0,287.1,51.3,51.6,50.3,29.4,22.2,21.1,10.5,44.3,0.0
940,9.9,5.7,57.3,287.1,51.7,51.6,50.3,29.4,22.2,21.1,10.5,44.1,0.0
950,10.0,5.8,57.7,287.7,51.5,51.6,50.3,29.4,22.2,21.1,10.5,44.0,0.0
960,9.9,5.8,57.7,287.6,51.7,51.6,50.4,29.4,22.3,21.1,10.5,43.8,0.0
970,9.9,5.7,57.7,288.0,51.4,51.6,50.3,29.5,22.2,21.1,10.5,43.6,0.0
980,9.9,5.7,57.8,287.4,51.5,51.6,50.3,29.5,22.3,21.1,10.5,43.5,0.0
990,9.9,5.8,58.3,287.8,51.7,51.6,50.2,29.5,22.3,21.1,10.5,43.3,0.0
1000,9.9,5.8,58.4,287.8,51.3,51.6,50.3,29.7,22.4,21.1,10.5,43.1,0.0
1010,10.0,5.9,58.5,287.8,51.5,51.6,50.3,29.7,22.5,21.1,10.5,43.0,0.0
1020,10.1,6.0,58.7,288.1,51.3,51.7,50.3,29.7,22.5,21.1,10.5,42.8,0.0
1030,10.1,6.0,59.2,288.4,51.3,51.7,50.3,29.8,22.5,21.1,10.5,42.7,0.0
1040,10.1,6.1,59.2,288.9,51.2,51.7,50.3,29.7,22.6,21.1,10.5,42.5,0.0
1050,10.1,6.1,59.4,288.9,51.3,51.6,50.3,29.8,22.6,21.1,10.5,42.3,0.0
1060,10.1,6.1,59.6,289.4,51.5,51.7,50.3,29.8,22.6,21.1,10.5,42.2,0.0
1070,10.1,6.1,59.8,289.6,51.6,51.7,50.3,29.8,22.6,21.1,10.5,42.1,0.0
1080,10.1,6.2,60.1,289.8,51.6,51.6,50.3,29.9,22.7,21.1,10.5,41.9,0.0
1090,10.1,6.2,60.1,290.0,51.3,51.6,50.3,29.8,22.7,21.1,10.5,41.7,0.0
1100,10.1,6.1,60.1,289.8,51.4,51.6,50.3,29.8,22.7,21.2,10.5,41.5,0.0
1110,10.1,6.1,60.4,289.5,51.6,51.6,50.2,30.0,22.7,21.2,10.5,41.4,0.0
1120,10.1,6.2,60.7,289.6,51.7,51.6,50.2,30.0,22.7,21.2,10.5,41.2,0.0
1130,10.1,6.2,60.6,290.4,51.5,51.6,50.2,30.0,22.8,21.2,10.5,41.1,0.0
1140,10.1,6.2,60.6,290.1,51.4,51.6,50.2,29.9,22.8,21.2,10.5,40.8,0.0
1150,10.1,6.2,60.7,290.6,51.3,51.6,50.2,30.0,22.9,21.2,10.5,40.6,0.0
1160,10.1,6.1,60.5,290.5,51.4,51.6,50.3,30.1,22.9,21.2,10.5,40.5,0.0
1170,10.0,6.1,60.5,290.9,51.6,51.6,50.3,30.2,22.9,21.2,10.5,40.3,0.0
1180,10.0,6.1,60.6,290.5,51.6,51.6,50.3,30.2,22.9,21.2,10.5,40.1,0.0
1190,10.0,6.1,60.6,290.7,51.6,51.6,50.3,30.2,23.0,21.2,10.5,39.9,0.0
1200,9.9,6.0,60.3,290.9,51.6,51.6,50.2,30.1,23.0,21.2,10.4,39.8,0.0
1210,10.0,6.0,60.4,291.0,51.7,51.6,50.3,30.1,23.0,21.2,10.5,39.7,0.0
1220,10.0,6.1,60.4,291.4,51.5,51.6,50.2,30.2,23.0,21.2,10.5,39.5,0.0
1230,10.0,6.1,60.2,291.5,51.4,51.6,50.2,30.3,23.1,21.2,10.4,39.4,0.0
1240,9.9,6.0,60.0,290.7,51.2,51.6,50.2,30.3,23.1,21.2,10.4,39.3,0.0
1250,9.9,5.9,59.8,291.3,51.5,51.6,50.2,30.3,23.2,21.3,10.4,39.1,0.0
1260,9.9,5.9,59.9,291.3,51.2,51.6,50.2,30.4,23.2,21.3,10.4,38.9,0.0
1270,9.9,5.9,60.1,291.8,51.6,51.6,50.3,30.3,23.2,21.3,10.4,38.7,0.0
1280,9.9,5.9,59.9,291.7,51.5,51.6,50.2,30.4,23.2,21.3,10.4,38.6,0.0
1290,9.9,5.9,59.8,293.2,51.5,51.6,50.2,30.4,23.3,21.3,10.4,38.4,0.0
1300,9.9,5.9,59.7,291.8,51.6,51.6,50.2,30.4,23.3,21.3,10.4,38.3,0.0
1310,9.9,5.9,59.6,292.4,51.4,51.6,50.2,30.5,23.3,21.3,10.4,38.2,0.0
1320,10.0,6.0,60.0,294.4,51.4,51.6,50.2,30.5,23.4,21.3,10.4,38.0,0.0
1330,10.0,6.0,59.7,292.9,51.6,51.6,50.2,30.5,23.4,21.3,10.4,37.9,0.0
1340,10.0,6.0,59.5,294.7,51.3,51.6,50.2,30.5,23.4,21.3,10.4,37.8,0.0
1350,10.0,6.0,59.2,293.4,51.5,51.6,50.2,30.5,23.4,21.3,10.4,37.6,0.0
1360,10.1,6.0,59.6,292.7,51.5,51.6,50.2,30.6,23.5,21.3,10.4,37.5,0.0
1370,10.1,6.1,59.5,293.4,51.5,51.6,50.2,30.7,23.5,21.3,10.4,37.4,0.0
1380,10.1,6.0,59.0,292.9,51.6,51.6,50.2,30.7,23.6,21.3,10.4,37.2,0.0
1390,10.1,6.1,59.3,293.5,51.3,51.6,50.2,30.7,23.6,21.3,10.4,37.1,0.0
1400,10.1,6.0,59.1,293.2,51.4,51.6,50.1,30.7,23.6,21.4,10.4,36.9,0.0
1410,10.1,6.1,59.0,293.7,51.1,51.6,50.2,30.7,23.7,21.4,10.4,36.8,0.0
1420,10.1,6.0,58.9,293.0,51.4,51.6,50.2,30.7,23.7,21.4,10.4,36.6,0.0
1430,10.1,6.0,58.7,293.5,51.4,51.6,50.2,30.8,23.7,21.4,10.4,36.5,0.0
1440,10.1,6.0,58.6,297.1,51.4,51.6,50.1,30.8,23.7,21.4,10.4,36.4,0.0
1450,10.1,6.0,58.7,292.8,51.4,51.6,50.1,30.8,23.7,21.4,10.4,36.2,0.0
1460,10.1,6.0,58.4,292.7,51.5,51.6,50.1,30.9,23.8,21.4,10.4,36.0,0.0
1470,10.1,5.9,58.4,293.5,51.6,51.6,50.1,30.9,23.8,21.4,10.4,35.8,0.0
1480,10.1,5.9,58.1,293.5,51.0,51.6,50.2,31.0,23.9,21.4,10.4,35.7,0.0
1490,10.0,5.9,58.2,293.8,51.2,51.6,50.1,31.0,23.9,21.4,10.4,35.6,0.0
1500,10.0,5.8,57.9,293.9,51.3,51.6,50.1,31.0,23.9,21.4,10.4,35.5,0.0
1510,10.0,5.8,57.9,294.3,51.0,51.6,50.1,31.0,23.9,21.5,10.4,35.3,0.0
1520,9.9,5.7,57.4,294.8,51.0,51.6,50.1,31.0,23.9,21.5,10.4,35.2,0.0
1530,9.9,5.7,57.7,294.5,51.3,51.6,50.1,31.1,24.0,21.5,10.4,35.0,0.0
1540,9.9,5.7,57.6,294.5,51.4,51.6,50.1,31.1,24.0,21.5,10.4,35.0,0.0
1550,9.8,5.7,57.5,294.4,51.5,51.6,50.1,31.1,24.0,21.5,10.4,34.8,0.0
1560,9.8,5.6,57.5,295.1,51.6,51.6,50.1,31.1,24.1,21.5,10.4,34.6,0.0
1570,9.9,5.6,57.2,294.6,51.5,51.6,50.1,31.2,24.1,21.5,10.4,34.5,0.0
1580,9.9,5.7,57.2,294.8,51.5,51.6,50.1,31.2,24.2,21.5,10.4,34.4,0.0
1590,9.9,5.7,57.2,294.4,51.5,51.6,50.1,31.2,24.2,21.5,10.4,34.3,0.0
1600,9.8,5.6,56.9,294.8,51.2,51.6,50.1,31.3,24.2,21.6,10.4,34.1,0.0
1610,9.8,5.6,57.1,294.7,51.5,51.6,50.1,31.3,24.3,21.6,10.4,34.0,0.0
1620,9.8,5.5,57.0,295.5,51.3,51.6,50.1,31.3,24.3,21.6,10.4,33.8,0.0
1630,9.8,5.5,57.0,295.5,51.5,51.6,50.1,31.3,24.3,21.6,10.4,33.7,0.0
1640,9.8,5.6,57.0,295.4,51.5,51.6,50.1,31.3,24.3,21.6,10.4,33.8,0.0
1650,9.9,5.6,56.7,295.5,51.1,51.6,50.1,31.3,24.4,21.6,10.4,33.6,0.0
1660,9.9,5.6,56.7,295.8,51.5,51.6,50.1,31.4,24.4,21.6,10.4,33.4,0.0
1670,9.9,5.7,56.5,295.5,51.1,51.6,50.0,31.4,24.4,21.6,10.4,33.3,0.1
1680,10.0,5.7,56.8,295.6,51.3,51.6,50.1,31.5,24.5,21.6,10.4,33.1,1.0
1690,10.0,5.8,56.7,295.8,51.4,51.5,50.0,31.5,24.5,21.7,10.7,33.1,1.1
1700,10.1,5.7,56.4,295.5,51.3,51.5,50.1,31.5,24.5,21.7,10.6,33.0,1.0
1710,10.1,5.8,56.5,295.6,51.2,51.5,50.0,31.5,24.5,21.7,10.2,32.9,1.0
1720,10.1,5.8,56.1,295.8,51.2,51.5,50.1,31.5,24.6,21.7,9.7,32.8,1.0
1730,10.1,5.8,55.9,296.3,51.6,51.6,50.1,31.6,24.6,21.7,9.1,32.7,1.0
1740,10.2,5.8,56.2,296.3,51.5,51.5,50.0,31.6,24.6,21.7,9.6,32.5,1.0
1750,10.2,5.8,55.9,296.5,51.5,51.6,50.0,31.6,24.7,21.7,10.1,32.4,1.0
1760,10.2,5.8,56.1,296.4,51.4,51.6,50.0,31.6,24.7,21.7,10.3,32.3,1.0
1770,10.2,5.8,55.7,296.4,51.3,51.6,50.0,31.7,24.7,21.8,10.4,32.1,1.0
1780,10.2,5.8,55.7,296.7,51.3,51.6,50.0,31.7,24.8,21.7,10.4,32.1,1.0
1790,10.2,5.8,55.6,297.1,51.1,51.6,50.0,31.7,24.8,21.7,10.5,32.0,1.0
1800,10.2,5.8,55.7,297.3,51.3,51.5,50.0,31.7,24.8,21.8,10.5,31.9,1.0
1810,10.1,5.7,55.6,296.7,51.4,51.6,50.0,31.8,24.9,21.8,10.5,31.5,1.0
1820,10.1,5.7,55.6,297.1,51.5,51.5,50.0,31.7,24.9,21.7,10.5,47.3,1.0
1830,10.1,5.7,55.8,296.9,51.2,51.5,49.9,31.7,25.0,21.5,10.5,50.7,1.0
1840,10.1,5.7,55.6,297.2,50.7,51.5,49.8,31.6,24.9,21.4,10.5,51.0,1.0
1850,10.1,5.7,55.7,296.3,51.1,51.6,49.7,31.5,24.8,21.3,10.5,51.0,1.0
1860,10.1,5.7,55.8,296.4,50.8,51.5,49.6,31.4,24.7,21.2,10.7,51.1,1.0
1870,10.1,5.7,55.7,295.6,51.3,51.5,49.4,31.4,24.7,21.1,10.2,51.1,1.0
1880,10.1,5.7,55.9,295.7,51.2,51.5,49.3,31.3,24.6,21.0,10.4,51.1,1.0
1890,10.0,5.6,55.7,295.5,51.2,51.5,49.2,31.2,24.5,21.0,10.4,51.1,1.0
1900,10.0,5.6,55.6,295.2,51.2,51.5,49.0,31.1,24.4,20.8,10.5,51.1,1.0
1910,10.0,5.6,55.7,294.7,51.0,51.5,49.0,31.1,24.3,20.8,10.5,51.1,1.0
1920,9.9,5.6,56.0,294.4,51.0,51.5,48.7,31.0,24.3,20.7,10.5,51.1,1.0
1930,9.9,5.6,55.6,294.0,50.7,51.5,48.6,30.9,24.3,20.8,10.5,51.1,0.0
1940,9.9,5.5,55.7,294.2,50.9,51.5,48.5,30.9,24.3,20.7,10.5,51.0,0.0
1950,9.9,5.5,55.9,293.6,51.0,51.5,48.5,31.0,24.4,20.7,10.5,51.0,0.0
1960,9.9,5.5,55.9,294.5,51.0,51.5,48.3,31.1,24.4,20.9,10.5,50.9,0.0
1970,9.9,5.5,56.2,294.1,51.4,51.5,48.5,30.9,24.6,21.0,10.5,50.7,0.0
1980,9.8,5.6,56.4,294.8,51.4,51.5,48.6,30.9,24.6,21.1,10.5,50.5,0.0
1990,9.8,5.5,56.4,294.3,51.5,51.5,48.4,30.9,24.6,21.0,10.5,50.2,0.0
2000,9.8,5.5,56.3,294.6,51.5,51.5,48.4,30.9,24.6,20.9,10.4,50.0,0.0
2010,9.8,5.5,56.4,294.8,51.4,51.5,48.4,31.1,24.6,21.0,10.5,49.8,0.0
2020,9.8,5.5,56.5,294.9,51.4,51.5,48.3,31.1,24.5,21.0,10.4,49.5,0.0
2030,9.8,5.6,56.8,295.3,51.0,51.5,48.4,31.0,24.5,21.0,10.5,49.2,0.0
2040,9.9,5.6,56.8,295.5,51.1,51.5,48.3,31.0,24.5,21.0,10.5,49.0,0.0
2050,9.9,5.6,56.9,295.5,51.0,51.4,48.4,31.1,24.5,20.9,10.4,48.7,0.0
2060,9.9,5.6,57.2,296.5,51.2,51.4,48.3,31.2,24.6,20.9,10.4,48.4,0.0
2070,9.9,5.6,57.1,296.4,50.9,51.4,48.2,31.2,24.7,20.9,10.4,48.2,0.0
2080,9.9,5.7,57.3,296.3,51.3,51.4,48.3,31.2,24.7,20.9,10.4,48.0,0.0
2090,9.9,5.7,57.3,296.2,51.2,51.4,48.3,31.2,24.7,20.9,10.4,47.7,0.0
2100,10.0,5.8,57.4,296.8,51.1,51.4,48.3,31.2,24.7,20.9,10.4,47.5,0.0
2110,10.1,5.8,57.5,296.4,51.3,51.4,48.2,31.3,24.7,20.9,10.5,47.3,0.0
2120,10.1,5.9,57.6,296.5,51.3,51.4,48.2,31.3,24.8,20.9,10.4,47.1,0.0
2130,10.1,5.9,57.6,296.8,51.4,51.4,48.2,31.2,24.8,21.0,10.4,46.9,0.0
2140,10.1,5.9,58.1,296.7,51.3,51.5,48.3,31.3,24.9,20.9,10.4,46.7,0.0
2150,10.1,5.9,57.9,296.8,51.2,51.5,48.4,31.4,24.9,20.9,10.4,46.5,0.0
2160,10.2,6.0,58.0,297.0,51.2,51.4,48.2,31.5,25.0,20.9,10.4,46.3,0.0
2170,10.2,6.0,58.1,296.9,51.2,51.5,48.2,31.5,24.9,20.9,10.4,46.1,0.0
2180,10.2,6.0,58.1,297.2,51.3,51.5,48.2,31.5,24.9,20.9,10.4,46.0,0.0
2190,10.2,6.0,58.1,297.3,51.2,51.5,48.2,31.5,24.9,20.9,10.4,45.8,0.0
2200,10.2,6.0,58.1,297.9,51.2,51.4,48.2,31.5,24.9,21.0,10.4,45.6,0.0
2210,10.2,6.0,58.4,297.8,51.3,51.4,48.2,31.6,24.9,21.0,10.4,45.4,0.0
2220,10.1,6.0,58.3,298.0,51.2,51.5,48.3,31.6,24.9,21.0,10.4,45.2,0.0
2230,10.1,6.0,58.3,297.9,50.9,51.4,48.2,31.6,25.0,21.0,10.4,45.0,0.0
2240,10.1,6.0,58.4,298.2,51.2,51.4,48.2,31.6,25.1,21.0,10.4,44.8,0.0
2250,10.1,6.0,58.4,297.8,51.3,51.4,48.1,31.6,25.1,21.0,10.4,44.6,0.0
2260,10.1,5.9,58.4,297.9,51.3,51.4,48.1,31.6,25.2,21.0,10.4,44.3,0.0
2270,10.1,5.9,58.2,297.7,51.2,51.4,48.1,31.7,25.2,21.0,10.4,44.2,0.2
2280,10.1,6.0,58.6,298.2,51.2,51.4,48.2,31.7,25.2,21.0,10.4,44.0,1.0
2290,10.0,5.9,58.8,297.7,51.4,51.4,48.2,31.7,25.2,21.0,10.6,43.7,1.0
2300,10.0,5.9,58.5,298.2,51.2,51.4,48.2,31.7,25.3,21.0,10.5,43.5,0.9
2310,10.0,5.9,58.5,298.0,50.8,51.4,48.2,31.7,25.3,21.1,12.2,43.4,0.9
2320,9.9,5.9,58.9,298.5,51.3,51.4,48.2,31.8,25.3,21.1,11.6,43.1,1.0
2330,9.9,5.8,58.7,297.8,51.5,51.4,48.1,31.9,25.3,21.1,10.9,43.0,1.0
2340,10.0,5.8,58.6,298.4,51.3,51.4,48.1,31.9,25.3,21.1,10.5,42.8,1.0
2350,9.9,5.9,58.9,298.3,51.4,51.4,48.0,31.9,25.3,21.1,10.7,42.7,1.0
2360,9.9,5.9,58.8,298.9,51.4,51.4,48.0,31.9,25.4,21.1,10.6,42.5,1.0
2370,9.9,5.9,59.1,298.5,51.5,51.4,48.1,31.9,25.4,21.1,10.6,42.3,1.0
2380,9.9,5.8,58.7,298.6,51.5,51.4,48.0,31.9,25.4,21.1,10.6,42.1,1.0
2390,9.9,5.8,58.7,298.8,51.3,51.4,48.1,31.9,25.5,21.1,10.5,41.9,1.0
2400,9.9,5.8,58.9,299.2,51.4,51.4,48.1,31.9,25.5,21.1,10.5,41.7,1.0
2410,9.9,5.8,58.9,299.2,51.5,51.4,48.2,32.0,25.5,21.1,10.5,41.6,1.1
2420,9.9,5.8,58.9,299.2,51.4,51.4,47.9,32.0,25.6,21.1,10.5,49.8,1.1
2430,9.9,5.8,58.7,299.3,51.4,51.4,47.6,32.0,25.6,21.0,10.5,50.8,1.0
2440,9.9,5.8,58.6,299.0,51.2,51.4,47.5,31.9,25.4,20.9,10.5,50.9,1.0
2450,9.9,5.8,58.6,298.5,51.3,51.4,47.2,31.8,25.3,20.9,10.5,50.9,1.0
2460,9.8,5.8,58.8,298.4,51.3,51.4,46.9,31.8,25.3,20.8,10.5,51.0,1.0
2470,9.8,5.7,58.7,298.4,51.4,51.4,46.8,31.8,25.2,20.7,10.5,50.9,0.0
2480,9.9,5.8,58.9,297.8,51.3,51.4,46.7,31.7,25.0,20.7,10.5,50.9,0.0
2490,9.9,5.8,58.7,297.9,51.2,51.3,46.5,31.7,25.0,20.7,10.5,50.9,0.0
2500,9.9,5.8,58.8,297.7,51.3,51.4,46.4,31.7,25.0,20.8,10.5,50.7,0.0
2510,10.0,5.8,58.5,298.2,51.3,51.4,46.6,31.7,25.4,20.9,10.5,50.5,0.0
2520,9.9,5.9,58.7,297.9,51.4,51.4,46.6,31.7,25.5,21.0,10.5,50.3,0.0
2530,10.0,5.9,58.4,297.9,51.2,51.4,46.4,31.9,25.5,21.0,10.5,50.1,0.0
