default 10.052
time(min),temperature(C)
450, 10.183
451, 10.267
452, 10.117
453, 10.250
454, 10.100
455, 10.133
456, 10.017
457, 9.917
458, 9.917
459, 10.083
460, 10.167
461, 10.200
462, 10.200
463, 10.183
464, 10.167
465, 10.217
466, 10.017
467, 10.000
468, 10.117
469, 10.183
470, 10.100
471, 10.067
472, 9.983
473, 9.917
474, 10.000
475, 10.033
476, 10.200
477, 10.233
478, 10.117
479, 9.950
480, 9.967
481, 9.900
482, 10.067
483, 10.283
484, 10.300
485, 10.300
486, 10.217
487, 10.217
488, 10.167
489, 10.100
490, 10.217
491, 10.200
492, 10.200
493, 10.050
494, 10.067
495, 10.083
496, 10.183
497, 10.117
498, 10.000
499, 10.050
500, 10.033
501, 10.017
502, 10.067
503, 9.900
504, 9.950
505, 10.333
506, 10.500
507, 10.467
508, 10.417
509, 10.383
510, 10.200
511, 10.300
512, 10.250
513, 10.067
514, 10.167
515, 10.083
516, 10.050
517, 10.117
518, 10.067
519, 10.000
520, 10.067
521, 10.050
522, 10.033
523, 10.133
524, 10.133
525, 10.017
526, 10.017
527, 10.000
528, 10.017
529, 10.100
530, 10.300
531, 10.267
532, 10.283
533, 10.267
534, 10.200
535, 10.117
536, 10.050
537, 10.117
538, 10.083
539, 10.150
540, 10.017
541, 10.017
542, 10.067
543, 10.100
544, 10.033
545, 10.133
546, 10.167
547, 10.000
548, 10.000
549, 9.933
550, 9.967
551, 10.183
552, 10.467
553, 10.500
554, 10.483
555, 10.383
556, 10.483
557, 10.200
558, 10.117
559, 10.100
560, 10.100
561, 10.133
562, 10.133
563, 10.083
564, 10.017
565, 9.967
566, 9.900
567, 9.950
568, 9.933
569, 10.100
570, 10.267
571, 10.300
572, 10.267
573, 10.167
574, 10.050
575, 10.000
576, 10.033
577, 9.917
578, 9.950
579, 10.133
580, 10.333
581, 10.317
582, 10.367
583, 10.217
584, 10.183
585, 10.183
586, 10.100
587, 10.083
588, 10.167
589, 10.067
590, 10.033
591, 10.117
592, 10.250
593, 10.333
594, 10.250
595, 10.150
596, 10.033
597, 9.983
598, 9.983
599, 10.017
600, 9.917
601, 10.050
602, 10.133
603, 10.200
604, 10.117
605, 10.033
606, 10.017
607, 10.000
608, 10.050
609, 10.083
610, 9.883
611, 9.967
612, 10.250
613, 10.400
614, 10.350
615, 10.233
616, 10.200
617, 10.117
618, 10.067
619, 10.033
620, 10.067
621, 10.033
622, 10.067
623, 10.000
624, 10.050
625, 10.183
626, 10.350
627, 10.267
628, 10.183
629, 10.100
630, 10.067
631, 10.150
632, 10.100
633, 10.033
634, 10.033
635, 10.200
636, 10.383
637, 10.383
638, 10.267
639, 10.117
640, 10.067
641, 9.917
642, 9.900
643, 9.900
644, 10.083
645, 10.200
646, 10.183
647, 10.083
648, 9.967
649, 9.900
650, 9.900
651, 10.083
652, 10.200
653, 10.150
654, 10.000
655, 9.933
656, 9.833
657, 9.833
658, 10.000
659, 10.067
660, 9.983
661, 9.933
662, 9.917
663, 10.133
664, 10.200
665, 10.050
666, 9.933
667, 9.900
668, 9.817
669, 9.917
670, 10.117
671, 10.100
672, 10.017
673, 9.900
674, 9.817
675, 10.000
676, 10.183
677, 10.117
678, 10.017
679, 9.950
680, 9.850
681, 9.800
682, 9.900
683, 10.000
684, 9.967
685, 9.817
686, 10.067
687, 10.200
688, 10.233
689, 10.050
690, 9.967
691, 9.867
692, 9.750
693, 9.867
694, 10.133
695, 10.167
696, 10.033
697, 10.000
698, 9.917
699, 9.900
700, 9.817
701, 9.917
702, 10.133
703, 10.117
704, 10.000
705, 9.983
706, 9.867
707, 9.750
708, 9.867
709, 10.100
710, 10.133
711, 9.967
712, 9.867
713, 9.800
714, 10.017
715, 10.133
716, 10.100
717, 10.000
718, 9.900
719, 9.817
720, 9.800
721, 9.967
722, 10.100
723, 10.050
724, 9.900
725, 9.800
726, 9.883
727, 10.183
728, 10.183
729, 10.000
730, 9.883
731, 9.750
732, 9.800
733, 10.017
734, 10.083
735, 10.000
736, 9.850
737, 9.800
738, 10.033
739, 10.200
740, 10.133
741, 10.017
742, 9.900
743, 9.800
744, 9.800
745, 9.933
746, 10.083
747, 10.083
748, 9.917
749, 9.850
750, 9.850
751, 10.017
752, 10.167
753, 10.117
754, 9.950
755, 9.883
756, 9.800
757, 9.933
758, 10.067
759, 10.017
760, 9.917
761, 9.833
762, 9.967
763, 10.200
764, 10.167
765, 10.050
766, 9.867
767, 9.833
768, 9.733
769, 9.983
770, 10.117
771, 10.100
772, 10.050
773, 9.950
774, 9.867
775, 9.783
776, 9.983
777, 10.150
778, 10.117
779, 10.000
780, 9.900
781, 9.817
782, 9.883
783, 10.050
784, 10.100
785, 10.017
786, 9.933
787, 9.833
788, 9.867
789, 10.083
790, 10.167
791, 10.100
792, 9.967
793, 9.850
794, 9.800
795, 9.883
796, 10.067
797, 10.033
798, 9.983
799, 9.933
800, 10.100
801, 10.200
802, 10.183
803, 10.033
804, 9.933
805, 9.883
806, 9.817
807, 9.900
808, 10.033
809, 10.083
810, 10.000
811, 9.883
812, 9.800
813, 10.033
814, 10.150
815, 10.100
816, 10.033
817, 9.900
818, 9.833
819, 9.800
820, 9.967
821, 10.033
822, 9.967
823, 9.900
824, 9.967
825, 10.183
826, 10.183
827, 10.100
828, 9.967
829, 9.867
830, 9.817
831, 9.867
832, 10.017
833, 10.083
834, 9.933
835, 9.833
836, 10.050
837, 10.217
838, 10.133
839, 10.067
840, 9.917
841, 9.883
842, 9.800
843, 9.950
844, 10.067
845, 10.017
846, 9.933
847, 9.933
848, 10.267
849, 10.550
850, 10.617
851, 10.600
852, 10.517
853, 10.483
854, 10.367
855, 10.300
856, 10.283
857, 10.233
858, 10.317
859, 10.300
860, 10.233
861, 10.150
862, 9.983
863, 9.967
864, 9.967
865, 10.067
866, 10.233
867, 10.267
868, 10.200
869, 10.250
870, 10.200
871, 10.167
872, 10.050
873, 10.000
874, 10.033
875, 10.100
876, 10.100
877, 10.133
878, 10.083
879, 10.033
880, 10.000
881, 10.000
882, 10.017
883, 10.000
884, 9.917
885, 10.133
886, 10.533
887, 10.550
888, 10.450
889, 10.333
890, 10.283
891, 10.233
892, 10.217
893, 10.133
894, 10.167
895, 10.233
896, 10.083
897, 10.117
898, 10.117
899, 10.100
900, 10.067
901, 10.167
902, 10.150
903, 10.167
904, 10.217
905, 10.150
906, 10.067
907, 10.067
908, 10.200
909, 10.467
910, 10.583
911, 10.483
912, 10.383
913, 10.267
914, 10.233
915, 10.283
916, 10.217
917, 10.200
918, 10.100
919, 10.117
920, 10.117
921, 10.000
922, 10.050
923, 10.083
924, 10.050
925, 10.017
926, 10.017
927, 10.067
928, 10.117
929, 10.100
930, 10.183
931, 10.367
932, 10.483
933, 10.217
934, 10.183
935, 10.183
936, 10.100
937, 10.183
938, 10.150
939, 10.033
940, 10.083
941, 10.100
942, 10.050
943, 10.083
944, 10.100
945, 10.017
946, 10.017
947, 10.033
948, 10.083
949, 10.000
950, 9.933
951, 10.083
952, 10.283
953, 10.300
954, 10.267
955, 10.183
956, 10.100
957, 10.067
958, 9.983
959, 9.967
960, 10.067
961, 10.050
962, 10.050
963, 10.050
964, 10.117
965, 10.100
966, 10.083
967, 10.150
968, 10.167
969, 10.233
970, 10.250
971, 10.117
972, 10.067
973, 10.033
974, 10.033
975, 9.983
976, 9.983
977, 10.250
978, 10.483
979, 10.500
980, 10.467
981, 10.450
982, 10.400
983, 10.300
984, 10.300
985, 10.200
986, 10.250
987, 10.117
988, 10.150
989, 10.300
990, 10.150
991, 10.200
992, 10.250
993, 10.300
994, 10.233
995, 10.217
996, 10.100
997, 10.150
998, 10.267
999, 10.200
1000, 10.033
1001, 10.050
1002, 10.117
1003, 10.483
1004, 10.467
1005, 10.400
1006, 10.483
1007, 10.317
1008, 10.283
1009, 10.100
1010, 10.100
1011, 10.083
1012, 10.000
1013, 9.867
1014, 9.850
1015, 9.833
1016, 9.850
1017, 10.050
1018, 10.217
1019, 10.200
1020, 10.100
1021, 9.967
1022, 9.800
1023, 9.833
1024, 10.150
1025, 10.250
1026, 10.150
1027, 10.067
1028, 9.933
1029, 9.817
1030, 9.867
1031, 9.950
1032, 10.017
1033, 10.017
1034, 9.917
1035, 10.033
1036, 10.250
1037, 10.283
1038, 10.133
1039, 10.033
1040, 10.000
1041, 9.900
1042, 9.900
1043, 9.883
1044, 10.000
1045, 10.083
1046, 10.000
1047, 9.900
1048, 9.833
1049, 10.117
1050, 10.200
1051, 10.183
1052, 10.017
1053, 9.967
1054, 9.883
1055, 9.867
1056, 9.833
1057, 10.033
1058, 10.067
1059, 10.017
1060, 9.833
1061, 9.800
1062, 10.017
1063, 10.183
1064, 10.067
1065, 10.017
1066, 9.917
1067, 9.767
1068, 9.733
1069, 9.967
1070, 10.083
1071, 10.017
1072, 9.900
1073, 9.867
1074, 9.867
1075, 10.117
1076, 10.150
1077, 10.050
1078, 9.933
1079, 9.800
1080, 9.767
1081, 9.983
1082, 10.083
1083, 10.050
1084, 9.900
1085, 9.883
1086, 9.817
1087, 10.100
1088, 10.083
1089, 9.967
1090, 9.833
1091, 9.750
1092, 10.000
1093, 10.100
1094, 10.067
1095, 10.000
1096, 9.850
1097, 9.750
1098, 9.833
1099, 10.000
1100, 10.033
1101, 9.933
1102, 9.900
1103, 9.933
1104, 10.200
1105, 10.100
1106, 10.067
1107, 9.933
1108, 9.850
1109, 9.767
1110, 9.883
1111, 10.000
1112, 10.017
1113, 9.950
1114, 9.900
1115, 9.900
1116, 9.983
1117, 10.000
1118, 9.967
1119, 9.917
1120, 9.950
1121, 9.950
1122, 9.933
1123, 9.917
1124, 10.000
1125, 10.000
1126, 9.800
1127, 9.767
1128, 10.067
1129, 10.200
1130, 10.100
1131, 10.017
1132, 9.883
1133, 9.800
1134, 9.817
1135, 9.950
1136, 10.017
1137, 10.017
1138, 9.983
1139, 10.000
1140, 9.983
1141, 9.983
1142, 9.950
1143, 9.933
1144, 10.050
1145, 10.000
1146, 9.917
1147, 9.833
1148, 10.183
1149, 10.267
1150, 10.150
1151, 10.067
1152, 9.900
1153, 9.783
1154, 9.733
1155, 9.867
1156, 10.033
1157, 10.017
1158, 9.983
1159, 9.900
1160, 9.933
1161, 10.083
1162, 10.100
1163, 10.050
1164, 9.917
1165, 9.767
1166, 9.767
1167, 9.933
1168, 10.017
1169, 10.017
1170, 9.933
1171, 9.867
1172, 9.950
1173, 10.233
1174, 10.167
1175, 10.100
1176, 9.967
1177, 9.800
1178, 9.767
1179, 9.933
1180, 10.050
1181, 10.000
1182, 9.950
1183, 9.917
1184, 10.133
1185, 10.200
1186, 10.133
1187, 10.033
1188, 9.917
1189, 9.800
1190, 9.833
1191, 10.000
1192, 10.100
1193, 9.950
1194, 9.883
1195, 10.133
1196, 10.200
1197, 10.133
1198, 9.950
1199, 9.867
1200, 9.767
1201, 9.900
1202, 10.067
1203, 10.000
1204, 10.000
1205, 10.033
1206, 10.133
1207, 10.200
1208, 10.083
1209, 10.017
1210, 9.950
1211, 9.867
1212, 9.817
1213, 10.233
1214, 10.533
1215, 10.617
1216, 10.633
1217, 10.400
1218, 10.317
1219, 10.283
1220, 10.250
1221, 10.200
1222, 10.250
1223, 10.167
1224, 10.183
1225, 10.100
1226, 10.217
1227, 10.117
1228, 10.133
1229, 10.150
1230, 10.100
1231, 10.050
1232, 10.050
1233, 10.083
1234, 10.083
1235, 10.100
1236, 10.067
1237, 10.100
1238, 10.150
1239, 10.100
1240, 10.033
1241, 10.100
1242, 10.050
1243, 10.017
1244, 10.017
1245, 10.050
1246, 10.067
1247, 10.083
1248, 10.050
1249, 10.000
1250, 10.017
1251, 10.033
1252, 10.083
1253, 10.017
1254, 9.950
1255, 10.000
1256, 10.000
1257, 10.050
1258, 10.000
1259, 10.033
1260, 10.033
1261, 10.083
1262, 9.967
1263, 9.900
1264, 9.983
1265, 9.967
1266, 9.967
1267, 9.900
1268, 10.000
1269, 9.983
1270, 10.017
1271, 9.983
1272, 9.967
1273, 10.050
1274, 10.033
1275, 9.983
1276, 9.917
1277, 9.933
1278, 9.983
1279, 10.317
1280, 10.483
1281, 10.400
1282, 10.317
1283, 10.200
1284, 10.183
1285, 10.100
1286, 10.117
1287, 10.183
1288, 10.183
1289, 10.117
1290, 10.100
1291, 10.050
1292, 10.050
1293, 10.050
1294, 10.100
1295, 10.100
1296, 10.017
1297, 10.100
1298, 10.100
1299, 10.017
1300, 10.050
1301, 10.033
1302, 10.183
1303, 10.083
1304, 9.967
1305, 9.917
1306, 9.850
1307, 9.933
1308, 10.117
1309, 10.233
1310, 10.267
1311, 10.250
1312, 10.200
1313, 10.133
1314, 10.117
1315, 10.100
1316, 10.050
1317, 10.033
1318, 10.017
1319, 10.033
1320, 10.067
1321, 10.067
1322, 10.067
1323, 10.117
1324, 10.100
1325, 10.167
1326, 10.033
1327, 10.033
1328, 9.983
1329, 9.900
1330, 9.817
1331, 9.900
1332, 10.067
1333, 10.283
1334, 10.367
1335, 10.367
1336, 10.317
1337, 10.300
1338, 10.150
1339, 10.183
1340, 10.100
1341, 10.017
1342, 10.083
1343, 10.183
1344, 10.033
1345, 10.067
1346, 10.100
1347, 10.050
1348, 10.000
1349, 10.067
1350, 9.983
1351, 9.917
1352, 9.900
1353, 9.950
1354, 10.133
1355, 10.150
1356, 10.200
1357, 10.117
1358, 10.100
1359, 10.100
1360, 10.117
1361, 10.100
1362, 10.067
1363, 10.117
1364, 10.117
1365, 10.183
1366, 10.083
1367, 10.100
1368, 10.117
1369, 10.100
1370, 10.117
1371, 10.133
1372, 10.167
1373, 10.233
1374, 10.150
1375, 10.183
1376, 10.150
1377, 10.067
1378, 10.150
1379, 10.167
1380, 10.133
1381, 10.083
1382, 10.117
1383, 10.117
1384, 10.100
1385, 10.183
1386, 10.183
1387, 10.183
1388, 10.117
1389, 9.967
1390, 10.067
1391, 10.000
1392, 10.017
1393, 10.000
1394, 10.033
1395, 9.983
1396, 9.967
1397, 10.000
1398, 10.017
1399, 9.917
1400, 9.950
1401, 10.000
1402, 9.967
1403, 10.033
1404, 10.050
1405, 10.050
1406, 9.983
1407, 10.050
1408, 10.017
1409, 10.083
1410, 9.967
1411, 9.833
1412, 9.833
1413, 10.100
1414, 10.300
1415, 10.300
1416, 10.300
1417, 10.217
1418, 10.200
1419, 10.133
1420, 10.150
1421, 10.150
1422, 10.050
1423, 10.067
1424, 10.100
1425, 10.117
1426, 10.117
1427, 10.117
1428, 10.150
1429, 10.117
1430, 10.033
1431, 10.000
1432, 10.000
1433, 9.900
1434, 9.850
1435, 9.933
1436, 9.933
1437, 9.917
1438, 9.983
1439, 10.000
