default 11.876
time(min),temperature(C)
889, 11.600
890, 11.600
891, 11.567
892, 11.533
893, 11.500
894, 11.500
895, 11.500
896, 11.500
897, 11.483
898, 11.400
899, 11.400
900, 11.400
901, 11.400
902, 11.400
903, 11.400
904, 11.350
905, 11.300
906, 11.300
907, 11.300
908, 11.300
909, 11.300
910, 11.300
911, 11.300
912, 11.300
913, 11.267
914, 11.250
915, 11.200
916, 11.200
917, 11.200
918, 11.200
919, 11.200
920, 11.200
921, 11.200
922, 11.200
923, 11.200
924, 11.150
925, 11.150
926, 11.100
927, 11.100
928, 11.100
929, 11.100
930, 11.100
931, 11.100
932, 11.100
933, 11.100
934, 11.100
935, 11.100
936, 11.100
937, 11.100
938, 11.050
939, 11.017
940, 11.000
941, 11.000
942, 11.000
943, 11.000
944, 11.000
945, 11.000
946, 11.000
947, 11.000
948, 11.000
949, 11.000
950, 11.000
951, 10.983
952, 10.983
953, 10.967
954, 10.967
955, 10.983
956, 10.933
957, 10.917
958, 10.900
959, 10.300
960, 10.550
961, 10.583
962, 10.617
963, 10.600
964, 10.617
965, 10.617
966, 10.600
967, 10.617
968, 10.617
969, 10.600
970, 10.617
971, 10.600
972, 10.600
973, 10.650
974, 9.967
975, 10.483
976, 10.567
977, 10.583
978, 10.533
979, 10.600
980, 10.600
981, 10.600
982, 10.600
983, 10.600
984, 10.600
985, 10.600
986, 10.600
987, 10.600
988, 10.600
989, 10.067
990, 10.467
991, 10.500
992, 10.500
993, 10.500
994, 10.500
995, 10.500
996, 10.533
997, 10.517
998, 10.517
999, 10.533
1000, 10.550
1001, 10.583
1002, 10.567
1003, 10.583
1004, 10.017
1005, 10.450
1006, 10.500
1007, 10.500
1008, 10.500
1009, 10.500
1010, 10.500
1011, 10.500
1012, 10.500
1013, 10.500
1014, 10.500
1015, 10.500
1016, 10.500
1017, 10.500
1018, 10.500
1019, 10.483
1020, 10.433
1021, 10.483
1022, 10.450
1023, 10.417
1024, 10.450
1025, 10.417
1026, 10.400
1027, 10.400
1028, 10.400
1029, 10.400
1030, 10.400
1031, 10.400
1032, 10.400
1033, 10.400
1034, 10.400
1035, 10.400
1036, 10.400
1037, 10.383
1038, 10.383
1039, 10.333
1040, 10.333
1041, 10.300
1042, 10.300
1043, 10.300
1044, 10.300
1045, 10.300
1046, 10.300
1047, 10.300
1048, 10.300
1049, 10.300
1050, 10.300
1051, 10.300
1052, 10.300
1053, 10.300
1054, 10.300
1055, 10.350
1056, 10.400
1057, 10.400
1058, 10.433
1059, 10.500
1060, 10.517
1061, 10.600
1062, 10.667
1063, 10.700
1064, 10.783
1065, 10.850
1066, 10.900
1067, 11.000
1068, 11.067
1069, 11.117
1070, 11.200
1071, 11.250
1072, 11.317
1073, 11.400
1074, 11.433
1075, 11.500
1076, 11.600
1077, 11.650
1078, 11.700
1079, 11.783
1080, 11.850
1081, 11.900
1082, 11.983
1083, 12.033
1084, 12.100
1085, 12.183
1086, 12.217
1087, 12.300
1088, 12.333
1089, 12.400
1090, 12.467
1091, 12.517
1092, 12.600
1093, 12.650
1094, 12.700
1095, 12.783
1096, 12.817
1097, 12.883
1098, 12.900
1099, 12.967
1100, 13.000
1101, 13.067
1102, 13.100
1103, 13.117
1104, 13.200
1105, 13.200
1106, 13.300
1107, 13.300
1108, 13.400
1109, 13.400
1110, 13.433
1111, 13.500
1112, 13.500
1113, 13.533
1114, 13.600
1115, 13.600
1116, 13.650
1117, 13.700
1118, 13.700
1119, 13.767
1120, 13.800
1121, 13.800
1122, 13.900
1123, 13.900
1124, 13.900
1125, 13.950
1126, 14.000
1127, 14.000
1128, 14.017
1129, 14.100
1130, 14.100
1131, 14.117
1132, 14.200
1133, 14.200
1134, 14.200
1135, 14.200
1136, 14.200
1137, 14.283
1138, 14.300
1139, 14.300
1140, 14.300
1141, 14.350
1142, 14.400
1143, 14.400
1144, 14.400
1145, 14.400
1146, 14.483
1147, 14.500
1148, 14.500
1149, 14.500
1150, 14.600
1151, 14.600
1152, 14.600
1153, 14.600
1154, 14.600
1155, 14.617
1156, 14.667
1157, 14.683
1158, 14.700
1159, 14.700
1160, 14.700
1161, 14.700
1162, 14.700
1163, 14.733
1164, 14.767
1165, 14.800
1166, 14.800
1167, 14.800
1168, 14.800
1169, 14.800
1170, 14.800
1171, 14.817
1172, 14.883
1173, 14.900
1174, 14.900
1175, 14.900
1176, 14.900
1177, 14.900
1178, 14.900
1179, 14.900
1180, 14.900
1181, 14.900
1182, 14.967
1183, 14.967
1184, 14.967
1185, 15.000
1186, 15.000
1187, 15.000
1188, 15.000
1189, 15.017
1190, 15.083
1191, 15.067
1192, 15.100
1193, 15.067
1194, 15.083
1195, 15.100
1196, 15.100
1197, 15.100
1198, 15.117
1199, 15.100
1200, 15.167
1201, 15.200
1202, 15.200
1203, 15.200
1204, 15.200
1205, 15.200
1206, 15.200
1207, 15.200
1208, 15.200
1209, 15.250
1210, 15.300
1211, 15.300
1212, 15.333
1213, 16.000
1214, 15.867
1215, 15.433
1216, 15.050
1217, 14.800
1218, 14.583
1219, 14.383
1220, 14.233
1221, 14.067
1222, 13.933
1223, 13.800
1224, 13.667
1225, 13.567
1226, 13.467
1227, 13.383
1228, 13.300
1229, 13.200
1230, 13.133
1231, 13.067
1232, 13.000
1233, 12.917
1234, 12.883
1235, 12.800
1236, 12.750
1237, 12.700
1238, 12.650
1239, 12.600
1240, 12.567
1241, 12.500
1242, 12.483
1243, 12.400
1244, 12.400
1245, 12.333
1246, 12.300
1247, 12.300
1248, 12.217
1249, 12.200
1250, 12.200
1251, 12.133
1252, 12.100
1253, 12.100
1254, 12.067
1255, 12.017
1256, 12.000
1257, 12.000
1258, 11.950
1259, 11.900
1260, 11.900
1261, 11.900
1262, 11.850
1263, 11.800
1264, 11.800
1265, 11.800
1266, 11.800
1267, 11.717
1268, 11.700
1269, 11.700
1270, 11.700
1271, 11.700
1272, 11.650
1273, 11.600
1274, 11.600
1275, 11.600
1276, 11.600
1277, 11.550
1278, 11.500
1279, 11.500
1280, 11.500
1281, 11.500
1282, 11.500
1283, 11.500
1284, 11.500
1285, 11.483
1286, 11.400
1287, 11.400
1288, 11.400
1289, 11.400
1290, 11.400
1291, 11.400
1292, 11.400
1293, 11.383
1294, 11.333
1295, 11.300
1296, 11.300
1297, 11.300
1298, 11.300
1299, 11.300
1300, 11.300
1301, 11.300
1302, 11.300
1303, 11.283
1304, 11.200
1305, 11.200
1306, 11.200
1307, 11.200
1308, 11.200
1309, 11.200
1310, 11.200
1311, 11.200
1312, 11.200
1313, 11.183
1314, 11.200
1315, 11.150
1316, 11.133
1317, 11.100
1318, 11.100
1319, 11.100
1320, 11.100
1321, 11.100
1322, 11.100
1323, 11.100
1324, 11.100
1325, 11.100
1326, 11.100
1327, 11.100
1328, 11.100
1329, 11.100
1330, 11.033
1331, 11.017
1332, 11.000
1333, 11.000
1334, 11.000
1335, 11.000
1336, 11.000
1337, 11.000
1338, 11.000
1339, 11.000
1340, 11.000
1341, 11.000
1342, 11.000
1343, 11.000
1344, 11.000
1345, 11.000
1346, 11.000
1347, 11.000
1348, 11.000
1349, 11.000
1350, 11.000
1351, 10.983
1352, 10.967
1353, 10.917
1354, 10.900
1355, 10.900
1356, 10.900
1357, 10.900
1358, 10.900
1359, 10.900
1360, 10.900
1361, 10.900
1362, 10.900
1363, 10.900
1364, 10.900
1365, 10.900
1366, 10.900
1367, 10.900
1368, 10.900
1369, 10.900
1370, 10.900
1371, 10.900
1372, 10.900
1373, 10.900
1374, 10.900
1375, 10.900
1376, 10.900
1377, 10.900
1378, 10.900
1379, 10.900
1380, 10.900
1381, 10.900
1382, 10.900
1383, 10.900
1384, 10.900
1385, 10.883
1386, 10.900
1387, 10.883
1388, 10.900
1389, 10.883
1390, 10.867
1391, 10.833
1392, 10.850
1393, 10.833
1394, 10.800
1395, 10.800
1396, 10.817
1397, 10.817
1398, 10.800
1399, 10.800
1400, 10.800
1401, 10.800
1402, 10.800
1403, 10.800
1404, 10.800
1405, 10.800
1406, 10.800
1407, 10.800
1408, 10.800
1409, 10.800
1410, 10.800
1411, 10.800
1412, 10.800
1413, 10.800
1414, 10.800
1415, 10.800
1416, 10.800
1417, 10.800
1418, 10.800
1419, 10.800
1420, 10.800
1421, 10.800
1422, 10.800
1423, 10.800
1424, 10.800
1425, 10.800
1426, 10.800
1427, 10.800
1428, 10.800
1429, 10.800
1430, 10.800
1431, 10.800
1432, 10.800
1433, 10.800
1434, 10.800
1435, 10.800
1436, 10.800
1437, 10.800
1438, 10.800
1439, 10.800
