minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
1,0,0,0,71.000000,0.000000,0.000000,2.350000,50.000000,49.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,148.990970,132.213326,148.990970,148.990970,148.990970,148.990970,148.990970,3.519785
2,0,0,0,71.000000,0.000000,0.000000,3.000000,50.000000,49.991400,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,148.982370,110.788410,148.982370,148.982370,148.982370,148.982370,148.982370,3.519769
3,0,0,0,71.000000,0.000000,0.000000,3.000000,50.000000,49.991829,58.254240,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,148.974199,89.365784,148.974199,148.974199,148.974199,148.974199,148.974199,3.519753
4,0,0,0,71.000000,0.000000,0.000000,2.350000,50.000000,49.992166,49.974640,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,148.966365,72.584679,148.966365,148.966365,148.966365,148.966365,148.966365,3.519740
5,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.984333,49.966807,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,148.958532,72.576845,148.958532,148.958532,148.958532,148.958532,148.958532,3.520031
6,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.976501,49.958975,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,148.950700,72.569013,148.950700,148.950700,148.950700,148.950700,148.950700,3.520321
7,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.968670,49.951143,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,148.942869,72.561182,148.942869,148.942869,148.942869,148.942869,148.942869,3.520611
8,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.960839,49.943313,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,148.935038,72.553352,148.935038,148.935038,148.935038,148.935038,148.935038,3.520901
9,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.953010,49.935484,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,148.927209,72.545523,148.927209,148.927209,148.927209,148.927209,148.927209,3.521191
10,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.945182,49.927655,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,148.919381,72.537694,148.919381,148.919381,148.919381,148.919381,148.919381,3.521481
11,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.937354,49.919828,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,148.911553,72.529867,148.911553,148.911553,148.911553,148.911553,148.911553,3.521771
12,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.929528,49.912002,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,148.903727,72.522040,148.903727,148.903727,148.903727,148.903727,148.903727,3.522062
13,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.921702,49.904176,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,148.895901,72.514215,148.895901,148.895901,148.895901,148.895901,148.895901,3.522352
14,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.913878,49.896351,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,148.888077,72.506390,148.888077,148.888077,148.888077,148.888077,148.888077,3.522642
15,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.906054,49.888528,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,148.880253,72.498566,148.880253,148.880253,148.880253,148.880253,148.880253,3.522932
16,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.898231,49.880705,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,148.872430,72.490744,148.872430,148.872430,148.872430,148.872430,148.872430,3.523222
17,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.890409,49.872883,148.864609,148.864609,148.864609,148.864609,148.864609,148.864609,148.864609,148.864609,148.864609,148.864609,72.482922,148.864609,148.864609,148.864609,148.864609,148.864609,3.523512
18,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.882588,49.865062,148.856788,148.856788,148.856788,148.856788,148.856788,148.856788,148.856788,148.856788,148.856788,148.856788,72.475101,148.856788,148.856788,148.856788,148.856788,148.856788,3.523802
19,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.874769,49.857242,148.848968,148.848968,148.848968,148.848968,148.848968,148.848968,148.848968,148.848968,148.848968,148.848968,72.467281,148.848968,148.848968,148.848968,148.848968,148.848968,3.524091
20,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.866950,49.849423,148.841149,148.841149,148.841149,148.841149,148.841149,148.841149,148.841149,148.841149,148.841149,148.841149,72.459462,148.841149,148.841149,148.841149,148.841149,148.841149,3.524381
21,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.859132,49.841605,148.833331,148.833331,148.833331,148.833331,148.833331,148.833331,148.833331,148.833331,148.833331,148.833331,72.451644,148.833331,148.833331,148.833331,148.833331,148.833331,3.524671
22,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.851314,49.833788,148.825514,148.825514,148.825514,148.825514,148.825514,148.825514,148.825514,148.825514,148.825514,148.825514,72.443827,148.825514,148.825514,148.825514,148.825514,148.825514,3.524961
23,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.843498,49.825972,148.817697,148.817697,148.817697,148.817697,148.817697,148.817697,148.817697,148.817697,148.817697,148.817697,72.436011,148.817697,148.817697,148.817697,148.817697,148.817697,3.525251
24,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.835683,49.818157,148.809882,148.809882,148.809882,148.809882,148.809882,148.809882,148.809882,148.809882,148.809882,148.809882,72.428196,148.809882,148.809882,148.809882,148.809882,148.809882,3.525541
25,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.827869,49.810343,148.802068,148.802068,148.802068,148.802068,148.802068,148.802068,148.802068,148.802068,148.802068,148.802068,72.420381,148.802068,148.802068,148.802068,148.802068,148.802068,3.525830
26,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.820055,49.802529,148.794255,148.794255,148.794255,148.794255,148.794255,148.794255,148.794255,148.794255,148.794255,148.794255,72.412568,148.794255,148.794255,148.794255,148.794255,148.794255,3.526120
27,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.812243,49.794717,148.786442,148.786442,148.786442,148.786442,148.786442,148.786442,148.786442,148.786442,148.786442,148.786442,72.404756,148.786442,148.786442,148.786442,148.786442,148.786442,3.526410
28,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.804432,49.786905,148.778631,148.778631,148.778631,148.778631,148.778631,148.778631,148.778631,148.778631,148.778631,148.778631,72.396944,148.778631,148.778631,148.778631,148.778631,148.778631,3.526700
29,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.796621,49.779095,148.770820,148.770820,148.770820,148.770820,148.770820,148.770820,148.770820,148.770820,148.770820,148.770820,72.389134,148.770820,148.770820,148.770820,148.770820,148.770820,3.526989
30,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.788811,49.771285,148.763011,148.763011,148.763011,148.763011,148.763011,148.763011,148.763011,148.763011,148.763011,148.763011,72.381324,148.763011,148.763011,148.763011,148.763011,148.763011,3.527279
31,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.781003,49.763477,148.755202,148.755202,148.755202,148.755202,148.755202,148.755202,148.755202,148.755202,148.755202,148.755202,72.373515,148.755202,148.755202,148.755202,148.755202,148.755202,3.527569
32,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.773195,49.755669,148.747394,148.747394,148.747394,148.747394,148.747394,148.747394,148.747394,148.747394,148.747394,148.747394,72.365708,148.747394,148.747394,148.747394,148.747394,148.747394,3.527858
33,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.765388,49.747862,148.739587,148.739587,148.739587,148.739587,148.739587,148.739587,148.739587,148.739587,148.739587,148.739587,72.357901,148.739587,148.739587,148.739587,148.739587,148.739587,3.528148
34,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.757582,49.740056,148.731782,148.731782,148.731782,148.731782,148.731782,148.731782,148.731782,148.731782,148.731782,148.731782,72.350095,148.731782,148.731782,148.731782,148.731782,148.731782,3.528437
35,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.749778,49.732251,148.723977,148.723977,148.723977,148.723977,148.723977,148.723977,148.723977,148.723977,148.723977,148.723977,72.342290,148.723977,148.723977,148.723977,148.723977,148.723977,3.528727
36,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.741974,49.724447,148.716173,148.716173,148.716173,148.716173,148.716173,148.716173,148.716173,148.716173,148.716173,148.716173,72.334486,148.716173,148.716173,148.716173,148.716173,148.716173,3.529016
37,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.734170,49.716644,148.708370,148.708370,148.708370,148.708370,148.708370,148.708370,148.708370,148.708370,148.708370,148.708370,72.326683,148.708370,148.708370,148.708370,148.708370,148.708370,3.529306
38,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.726368,49.708842,148.700568,148.700568,148.700568,148.700568,148.700568,148.700568,148.700568,148.700568,148.700568,148.700568,72.318881,148.700568,148.700568,148.700568,148.700568,148.700568,3.529595
39,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.718567,49.701041,148.692766,148.692766,148.692766,148.692766,148.692766,148.692766,148.692766,148.692766,148.692766,148.692766,72.311080,148.692766,148.692766,148.692766,148.692766,148.692766,3.529885
40,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.710767,49.693241,148.684966,148.684966,148.684966,148.684966,148.684966,148.684966,148.684966,148.684966,148.684966,148.684966,72.303280,148.684966,148.684966,148.684966,148.684966,148.684966,3.530174
41,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.702968,49.685442,148.677167,148.677167,148.677167,148.677167,148.677167,148.677167,148.677167,148.677167,148.677167,148.677167,72.295480,148.677167,148.677167,148.677167,148.677167,148.677167,3.530464
42,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.695169,49.677643,148.669369,148.669369,148.669369,148.669369,148.669369,148.669369,148.669369,148.669369,148.669369,148.669369,72.287682,148.669369,148.669369,148.669369,148.669369,148.669369,3.530753
43,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.687372,49.669846,148.661571,148.661571,148.661571,148.661571,148.661571,148.661571,148.661571,148.661571,148.661571,148.661571,72.279885,148.661571,148.661571,148.661571,148.661571,148.661571,3.531042
44,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.679575,49.662049,148.653775,148.653775,148.653775,148.653775,148.653775,148.653775,148.653775,148.653775,148.653775,148.653775,72.272088,148.653775,148.653775,148.653775,148.653775,148.653775,3.531332
45,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.671780,49.654254,148.645979,148.645979,148.645979,148.645979,148.645979,148.645979,148.645979,148.645979,148.645979,148.645979,72.264292,148.645979,148.645979,148.645979,148.645979,148.645979,3.531621
46,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.663985,49.646459,148.638185,148.638185,148.638185,148.638185,148.638185,148.638185,148.638185,148.638185,148.638185,148.638185,72.256498,148.638185,148.638185,148.638185,148.638185,148.638185,3.531910
47,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.656192,49.638666,148.630391,148.630391,148.630391,148.630391,148.630391,148.630391,148.630391,148.630391,148.630391,148.630391,72.248704,148.630391,148.630391,148.630391,148.630391,148.630391,3.532200
